"FEATURE","CLEAN_FEAT","APPROVALDT","ORIGIN","DIAMETER","CENTER_LON","CENTER_LAT","TYPE","CODE","APPROVAL","MIN_LON","MAX_LON","MIN_LAT","MAX_LAT","ETHNICITY","CONTINENT","QUAD_NAME","QUAD_CODE","LINK"
"Al-Khwarizmi B","Al Khwarizmi B","2006-01-01 00:00:00","Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).","59.0588","107.916477477016","9.0919550696586","Satellite Feature","SF","Adopted by IAU","106.931314468384","108.904153823853","8.11904335021973","10.066743850708","Iraq","Asia","Babcock","LAC-64","http://planetarynames.wr.usgs.gov/Feature/7130"
"Al-Khwarizmi G","Al Khwarizmi G","2006-01-01 00:00:00","Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).","102.832","107.345663871407","6.75592553090308","Satellite Feature","SF","Adopted by IAU","105.885866165161","108.805463790894","5.19351768493652","8.30585289001465","Iraq","Asia","Babcock","LAC-64","http://planetarynames.wr.usgs.gov/Feature/7131"
"Al-Khwarizmi H","Al Khwarizmi H","2006-01-01 00:00:00","Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).","49.7172","109.77385117518","5.84758714606729","Satellite Feature","SF","Adopted by IAU","108.949781417847","110.59792137146","5.02780342102051","6.66737174987793","Iraq","Asia","Babcock","LAC-64","http://planetarynames.wr.usgs.gov/Feature/7132"
"Al-Khwarizmi J","Al Khwarizmi J","2006-01-01 00:00:00","Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).","44.6789","108.144003785489","6.18942917863386","Satellite Feature","SF","Adopted by IAU","107.402936935425","108.88507270813","5.45272254943848","6.92613792419434","Iraq","Asia","Babcock","LAC-64","http://planetarynames.wr.usgs.gov/Feature/7133"
"Al-Khwarizmi K","Al Khwarizmi K","2006-01-01 00:00:00","Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).","22.3615","108.151035228988","4.49860545010789","Satellite Feature","SF","Adopted by IAU","107.781179428101","108.520895004272","4.1298885345459","4.86732292175293","Iraq","Asia","Babcock","LAC-64","http://planetarynames.wr.usgs.gov/Feature/7134"
"Al-Khwarizmi L","Al Khwarizmi L","2006-01-01 00:00:00","Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).","35.5099","107.890914715825","3.7669625789315","Satellite Feature","SF","Adopted by IAU","107.304132461548","108.477701187134","3.18144416809082","4.35248374938965","Iraq","Asia","Babcock","LAC-64","http://planetarynames.wr.usgs.gov/Feature/7135"
"Al-Khwarizmi M","Al Khwarizmi M","2006-01-01 00:00:00","Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).","16.4008","107.440185601221","3.05315948051316","Satellite Feature","SF","Adopted by IAU","107.169370651245","107.711004257202","2.78272819519043","3.3235912322998","Iraq","Asia","Babcock","LAC-64","http://planetarynames.wr.usgs.gov/Feature/7136"
"Al-Khwarizmi T","Al Khwarizmi T","2006-01-01 00:00:00","Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).","14.0541","104.964668924531","7.06065576720114","Satellite Feature","SF","Adopted by IAU","104.731168746948","105.198171615601","6.82892036437988","7.29239463806152","Iraq","Asia","Babcock","LAC-64","http://planetarynames.wr.usgs.gov/Feature/7137"
"Aliacensis H","Aliacensis H","2006-01-01 00:00:00","D'Ailly, Pierre; French geographer (1350-1420).","5.58131","6.00617136995607","-31.814703378257","Satellite Feature","SF","Adopted by IAU","5.89782524108887","6.11452293395996","-31.9067325592041","-31.7226734161377","France","Europe","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7182"
"Apianus R","Apianus R","2006-01-01 00:00:00","Bienewitz, Peter; German mathematician, astronomer (1495-1552).","13.1006","8.89496664016192","-25.788473754094","Satellite Feature","SF","Adopted by IAU","8.65498161315918","9.13495063781738","-26.004487991333","-25.5724582672119","Germany","Europe","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7298"
"Apianus S","Apianus S","2006-01-01 00:00:00","Bienewitz, Peter; German mathematician, astronomer (1495-1552).","23.9561","8.47400556040787","-25.8082182258487","Satellite Feature","SF","Adopted by IAU","8.2984790802002","8.65408897399902","-26.0505275726318","-25.5547790527344","Germany","Europe","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7299"
"Apianus T","Apianus T","2006-01-01 00:00:00","Bienewitz, Peter; German mathematician, astronomer (1495-1552).","11.5152","9.44603053077552","-27.7303849762045","Satellite Feature","SF","Adopted by IAU","9.23144721984863","9.66061592102051","-27.9202575683594","-27.5405101776123","Germany","Europe","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7300"
"Apianus U","Apianus U","2006-01-01 00:00:00","Bienewitz, Peter; German mathematician, astronomer (1495-1552).","16.8246","8.97529773597885","-27.9149180971771","Satellite Feature","SF","Adopted by IAU","8.66082572937012","9.28897666931152","-28.1924858093262","-27.6376457214355","Germany","Europe","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7301"
"Albategnius A","Albategnius A","2006-01-01 00:00:00","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).","6.78808","3.03061596099407","-9.3420225135235","Satellite Feature","SF","Adopted by IAU","2.91718482971191","3.1440486907959","-9.45395088195801","-9.23009300231934","Iraq","Asia","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7138"
"Albategnius B","Albategnius B","2006-01-01 00:00:00","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).","18.9833","4.02885847699932","-10.07329886999","Satellite Feature","SF","Adopted by IAU","3.75260353088379","4.30510139465332","-10.3858909606934","-9.76070594787598","Iraq","Asia","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7139"
"Albategnius C","Albategnius C","2006-01-01 00:00:00","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).","5.66414","3.70916987074939","-10.3313411492929","Satellite Feature","SF","Adopted by IAU","3.61422920227051","3.80411338806152","-10.4247360229492","-10.2379455566406","Iraq","Asia","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7140"
"Albategnius D","Albategnius D","2006-01-01 00:00:00","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).","8.35389","7.14230135107708","-11.3565076122584","Satellite Feature","SF","Adopted by IAU","7.00179481506348","7.28280830383301","-11.4942531585693","-11.2187595367432","Iraq","Asia","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7141"
"Albategnius E","Albategnius E","2006-01-01 00:00:00","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).","12.673","6.38265324495316","-12.9456356483425","Satellite Feature","SF","Adopted by IAU","6.16822624206543","6.59708213806152","-13.1546001434326","-12.7366695404053","Iraq","Asia","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7142"
"Albategnius G","Albategnius G","2006-01-01 00:00:00","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).","13.7875","1.88528707630138","-9.46287279282278","Satellite Feature","SF","Adopted by IAU","1.65481758117676","2.11575889587402","-9.69021415710449","-9.23553085327148","Iraq","Asia","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7143"
"Albategnius H","Albategnius H","2006-01-01 00:00:00","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).","11.7675","5.16009717435298","-9.66339490373914","Satellite Feature","SF","Adopted by IAU","4.96325874328613","5.35693550109863","-9.8574275970459","-9.4693603515625","Iraq","Asia","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7144"
"Albategnius J","Albategnius J","2006-01-01 00:00:00","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).","5.96768","6.19163823316137","-11.1409808081709","Satellite Feature","SF","Adopted by IAU","6.09134483337402","6.29193305969238","-11.2393817901611","-11.0425796508789","Iraq","Asia","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7145"
"Albategnius K","Albategnius K","2006-01-01 00:00:00","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).","10.3105","1.99762249380947","-9.90206600597429","Satellite Feature","SF","Adopted by IAU","1.82505989074707","2.17018699645996","-10.0720748901367","-9.7320556640625","Iraq","Asia","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7146"
"Albategnius L","Albategnius L","2006-01-01 00:00:00","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).","7.44742","6.31243637985177","-12.0824624882299","Satellite Feature","SF","Adopted by IAU","6.18684959411621","6.43802452087402","-12.2052612304688","-11.9596614837646","Iraq","Asia","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7147"
"Albategnius M","Albategnius M","2006-01-01 00:00:00","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).","8.06719","4.15788151086965","-8.91558093574032","Satellite Feature","SF","Adopted by IAU","4.02322959899902","4.29253578186035","-9.04859924316406","-8.78256034851074","Iraq","Asia","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7148"
"Albategnius N","Albategnius N","2006-01-01 00:00:00","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).","8.61177","4.53598060573799","-9.8940184937213","Satellite Feature","SF","Adopted by IAU","4.3918285369873","4.68013572692871","-10.0360164642334","-9.75201797485352","Iraq","Asia","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7149"
"Albategnius O","Albategnius O","2006-01-01 00:00:00","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).","4.53925","4.42558397071561","-13.6200086296008","Satellite Feature","SF","Adopted by IAU","4.34856986999512","4.50259971618652","-13.6948547363281","-13.5451602935791","Iraq","Asia","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7150"
"Albategnius P","Albategnius P","2006-01-01 00:00:00","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).","4.01048","4.48691296557763","-13.0161376847613","Satellite Feature","SF","Adopted by IAU","4.41903877258301","4.55478858947754","-13.0822658538818","-12.950008392334","Iraq","Asia","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7151"
"Albategnius S","Albategnius S","2006-01-01 00:00:00","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).","5.91243","6.0491440913842","-13.3470366006103","Satellite Feature","SF","Adopted by IAU","5.94894218444824","6.14934730529785","-13.4445266723633","-13.2495460510254","Iraq","Asia","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7152"
"Albategnius T","Albategnius T","2006-01-01 00:00:00","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).","9.61388","6.06375987814497","-12.6613927972639","Satellite Feature","SF","Adopted by IAU","5.90128517150879","6.22623634338379","-12.8199157714844","-12.5028686523438","Iraq","Asia","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7153"
"Alden B","Alden B","2006-01-01 00:00:00","Harold Lee; American astronomer (1890-1964).","15.1039","113.109102269017","-20.5989606768764","Satellite Feature","SF","Adopted by IAU","112.843034744263","113.375173568726","-20.8480072021484","-20.3499126434326","American","North America","Fermi","LAC-101","http://planetarynames.wr.usgs.gov/Feature/7154"
"Alden C","Alden C","2006-01-01 00:00:00","Harold Lee; American astronomer (1890-1964).","56.8124","111.742739008932","-22.6865827111711","Satellite Feature","SF","Adopted by IAU","110.727403640747","112.75807762146","-23.6233577728271","-21.7498054504395","American","North America","Fermi","LAC-101","http://planetarynames.wr.usgs.gov/Feature/7155"
"Alden E","Alden E","2006-01-01 00:00:00","Harold Lee; American astronomer (1890-1964).","26.3692","112.8051745179","-23.4177752352778","Satellite Feature","SF","Adopted by IAU","112.397157669067","113.19903755188","-23.8317527770996","-22.963249206543","American","North America","Fermi","LAC-101","http://planetarynames.wr.usgs.gov/Feature/7156"
"Alden V","Alden V","2006-01-01 00:00:00","Harold Lee; American astronomer (1890-1964).","20.8876","110.464149203608","-22.7047580547688","Satellite Feature","SF","Adopted by IAU","110.186727523804","110.74122428894","-23.0353584289551","-22.3741226196289","American","North America","Fermi","LAC-101","http://planetarynames.wr.usgs.gov/Feature/7157"
"Alder E","Alder E","2006-01-01 00:00:00","Kurt; German organic chemist; Nobel laureate (1902-1958).","18.6262","186.495994752087","-47.9704488048218","Satellite Feature","SF","Adopted by IAU","186.036111831665","186.953809738159","-48.2783336639404","-47.6640777587891","Germany","Europe","Oppenheimer","LAC-120","http://planetarynames.wr.usgs.gov/Feature/7158"
"Alekhin E","Alekhin E","2006-01-01 00:00:00","Nikolaj Pavlovich; Soviet rocket designer, engineer (1913-1964).","39.6042","235.417650984403","-66.9621510158811","Satellite Feature","SF","Adopted by IAU","233.746778488159","237.088533401489","-67.6151943206787","-66.3091068267822","Soviet","Europe","Hausen","LAC-143","http://planetarynames.wr.usgs.gov/Feature/7159"
"Alexander A","Alexander A","2006-01-01 00:00:00","Alexander the Great, of Macedon; Greek geographer (356-323 B.C.).","3.98818","14.9360131894404","40.7807771705222","Satellite Feature","SF","Adopted by IAU","14.8491840362549","15.0228443145752","40.7150173187256","40.8465404510498","Greek","Europe","Eudoxus","LAC-26","http://planetarynames.wr.usgs.gov/Feature/7160"
"Alexander B","Alexander B","2006-01-01 00:00:00","Alexander the Great, of Macedon; Greek geographer (356-323 B.C.).","3.89314","15.1406464493576","40.2756111698065","Satellite Feature","SF","Adopted by IAU","15.0565319061279","15.2247638702393","40.2114200592041","40.339807510376","Greek","Europe","Eudoxus","LAC-26","http://planetarynames.wr.usgs.gov/Feature/7161"
"Alexander C","Alexander C","2006-01-01 00:00:00","Alexander the Great, of Macedon; Greek geographer (356-323 B.C.).","4.2286","14.9506467900494","38.5245027448412","Satellite Feature","SF","Adopted by IAU","14.8615474700928","15.0397472381592","38.4547786712646","38.5942287445068","Greek","Europe","Eudoxus","LAC-26","http://planetarynames.wr.usgs.gov/Feature/7162"
"Alexander K","Alexander K","2006-01-01 00:00:00","Alexander the Great, of Macedon; Greek geographer (356-323 B.C.).","3.9548","19.3496529235335","40.5213628292518","Satellite Feature","SF","Adopted by IAU","19.267915725708","19.4344501495361","40.4561557769775","40.5865726470947","Greek","Europe","Eudoxus","LAC-26","http://planetarynames.wr.usgs.gov/Feature/7163"
"Alfraganus A","Alfraganus A","2006-01-01 00:00:00","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).","13.8737","20.3240078765704","-3.04599440293859","Satellite Feature","SF","Adopted by IAU","20.0949268341064","20.5530910491943","-3.27475738525391","-2.81723022460938","Persian","Asia","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/7164"
"Alfraganus C","Alfraganus C","2006-01-01 00:00:00","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).","10.3005","18.091358574926","-6.12699209258553","Satellite Feature","SF","Adopted by IAU","17.9205341339111","18.262186050415","-6.29683685302734","-5.9571475982666","Persian","Asia","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/7165"
"Alfraganus D","Alfraganus D","2006-01-01 00:00:00","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).","8.29159","20.139410737594","-4.04954489292802","Satellite Feature","SF","Adopted by IAU","20.002347946167","20.2764759063721","-4.18626403808594","-3.9128246307373","Persian","Asia","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/7166"
"Alfraganus E","Alfraganus E","2006-01-01 00:00:00","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).","3.8494","19.0047006787024","-4.61654099431674","Satellite Feature","SF","Adopted by IAU","18.9410228729248","19.068380355835","-4.68001365661621","-4.55306816101074","Persian","Asia","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/7167"
"Alfraganus F","Alfraganus F","2006-01-01 00:00:00","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).","8.64237","20.841667011233","-3.53638225236696","Satellite Feature","SF","Adopted by IAU","20.6988925933838","20.9844455718994","-3.67888641357422","-3.39387893676758","Persian","Asia","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/7168"
"Alfraganus G","Alfraganus G","2006-01-01 00:00:00","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).","5.73791","21.232499427721","-2.67207295450332","Satellite Feature","SF","Adopted by IAU","21.1377849578857","21.3272151947021","-2.76668548583984","-2.57746124267578","Persian","Asia","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/7169"
"Alfraganus H","Alfraganus H","2006-01-01 00:00:00","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).","11.9985","19.160055173178","-4.36376528391176","Satellite Feature","SF","Adopted by IAU","18.9616374969482","19.3584728240967","-4.56160736083984","-4.16592216491699","Persian","Asia","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/7170"
"Alfraganus K","Alfraganus K","2006-01-01 00:00:00","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).","2.9455","19.5373425365213","-5.25390563571605","Satellite Feature","SF","Adopted by IAU","19.4885692596436","19.5861186981201","-5.3024730682373","-5.20533752441406","Persian","Asia","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/7171"
"Alfraganus M","Alfraganus M","2006-01-01 00:00:00","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).","3.15668","19.5643055639454","-5.65712252438266","Satellite Feature","SF","Adopted by IAU","19.511999130249","19.6166133880615","-5.70917320251465","-5.60507202148438","Persian","Asia","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/7172"
"Alhazen A","Alhazen A","2006-01-01 00:00:00","Abū Ali Al-Hasan Ibn Al Haitham; Iraqi mathematician (987-1038).","16.1381","74.3035724556751","16.1672046394707","Satellite Feature","SF","Adopted by IAU","74.026517868042","74.5806293487549","15.9011058807373","16.4333057403564","Iraq","Asia","Hubble","LAC-45","http://planetarynames.wr.usgs.gov/Feature/7173"
"Alhazen D","Alhazen D","2006-01-01 00:00:00","Abū Ali Al-Hasan Ibn Al Haitham; Iraqi mathematician (987-1038).","34.23","75.1746811025125","19.6799497694418","Satellite Feature","SF","Adopted by IAU","74.5756664276123","75.7736110687256","19.2129802703857","20.1469173431396","Iraq","Asia","Hubble","LAC-45","http://planetarynames.wr.usgs.gov/Feature/7174"
"Aliacensis A","Aliacensis A","2006-01-01 00:00:00","D'Ailly, Pierre; French geographer (1350-1420).","13.6105","7.39232083607811","-29.7070277211146","Satellite Feature","SF","Adopted by IAU","7.13393974304199","7.65070152282715","-29.9314498901367","-29.4826049804688","France","Europe","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7175"
"Aliacensis K","Aliacensis K","2006-01-01 00:00:00","D'Ailly, Pierre; French geographer (1350-1420).","5.64688","6.25889722141363","-31.4289276895407","Satellite Feature","SF","Adopted by IAU","6.14679908752441","6.36504554748535","-31.5196590423584","-31.3334369659424","France","Europe","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7183"
"Aliacensis W","Aliacensis W","2006-01-01 00:00:00","D'Ailly, Pierre; French geographer (1350-1420).","10.3243","5.31569430216153","-31.9030594706875","Satellite Feature","SF","Adopted by IAU","5.11513710021973","5.5162525177002","-32.0732955932617","-31.7328224182129","France","Europe","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7184"
"Aliacensis X","Aliacensis X","2006-01-01 00:00:00","D'Ailly, Pierre; French geographer (1350-1420).","3.66368","6.781967715137","-29.6392872687012","Satellite Feature","SF","Adopted by IAU","6.71244239807129","6.85149574279785","-29.6996974945068","-29.5788764953613","France","Europe","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7185"
"Aliacensis Y","Aliacensis Y","2006-01-01 00:00:00","D'Ailly, Pierre; French geographer (1350-1420).","4.69689","7.33252838899783","-30.1053530959907","Satellite Feature","SF","Adopted by IAU","7.24297904968262","7.42207908630371","-30.1827983856201","-30.0279064178467","France","Europe","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7186"
"Aliacensis Z","Aliacensis Z","2006-01-01 00:00:00","D'Ailly, Pierre; French geographer (1350-1420).","3.831","4.49057207716381","-30.0544704787931","Satellite Feature","SF","Adopted by IAU","4.4175968170166","4.56354713439941","-30.117639541626","-29.9913005828857","France","Europe","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7187"
"Almanon A","Almanon A","2006-01-01 00:00:00","Abdalla Al Mamun; Persian astronomer (786-833).","9.74699","15.3226002641793","-17.793429918568","Satellite Feature","SF","Adopted by IAU","15.1537952423096","15.4914073944092","-17.9541473388672","-17.6327114105225","Persian","Asia","Rupes Altai","LAC-96","http://planetarynames.wr.usgs.gov/Feature/7188"
"Almanon B","Almanon B","2006-01-01 00:00:00","Abdalla Al Mamun; Persian astronomer (786-833).","23.5956","15.2613107760764","-18.334345652062","Satellite Feature","SF","Adopted by IAU","14.8683643341064","15.6879863739014","-18.6976528167725","-17.9195156097412","Persian","Asia","Rupes Altai","LAC-96","http://planetarynames.wr.usgs.gov/Feature/7189"
"Almanon C","Almanon C","2006-01-01 00:00:00","Abdalla Al Mamun; Persian astronomer (786-833).","15.6168","15.9798279537418","-16.1631183854714","Satellite Feature","SF","Adopted by IAU","15.7028141021729","16.2389965057373","-16.4224071502686","-15.907398223877","Persian","Asia","Rupes Altai","LAC-96","http://planetarynames.wr.usgs.gov/Feature/7190"
"Almanon D","Almanon D","2006-01-01 00:00:00","Abdalla Al Mamun; Persian astronomer (786-833).","5.33078","15.5424186087449","-18.5964995829466","Satellite Feature","SF","Adopted by IAU","15.4496784210205","15.635160446167","-18.684398651123","-18.5086002349854","Persian","Asia","Rupes Altai","LAC-96","http://planetarynames.wr.usgs.gov/Feature/7191"
"Almanon E","Almanon E","2006-01-01 00:00:00","Abdalla Al Mamun; Persian astronomer (786-833).","5.37059","13.6288586743573","-17.9120470298509","Satellite Feature","SF","Adopted by IAU","13.5357837677002","13.7219371795654","-18.000602722168","-17.8234920501709","Persian","Asia","Rupes Altai","LAC-96","http://planetarynames.wr.usgs.gov/Feature/7192"
"Almanon F","Almanon F","2006-01-01 00:00:00","Abdalla Al Mamun; Persian astronomer (786-833).","5.23273","14.2695370492692","-15.9205084608808","Satellite Feature","SF","Adopted by IAU","14.1798114776611","14.3592662811279","-16.0067901611328","-15.8342266082764","Persian","Asia","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/7193"
"Almanon G","Almanon G","2006-01-01 00:00:00","Abdalla Al Mamun; Persian astronomer (786-833).","4.46689","14.6051551042732","-17.9320869037333","Satellite Feature","SF","Adopted by IAU","14.527738571167","14.6825733184814","-18.0057411193848","-17.8584327697754","Persian","Asia","Rupes Altai","LAC-96","http://planetarynames.wr.usgs.gov/Feature/7194"
"Almanon H","Almanon H","2006-01-01 00:00:00","Abdalla Al Mamun; Persian astronomer (786-833).","6.05495","15.2204703223956","-19.0250943462593","Satellite Feature","SF","Adopted by IAU","15.1148586273193","15.3260822296143","-19.1255283355713","-18.9258480072021","Persian","Asia","Rupes Altai","LAC-96","http://planetarynames.wr.usgs.gov/Feature/7195"
"Almanon K","Almanon K","2006-01-01 00:00:00","Abdalla Al Mamun; Persian astronomer (786-833).","6.4582","15.4343071061896","-15.8422659374189","Satellite Feature","SF","Adopted by IAU","15.3236064910889","15.5450115203857","-15.9487552642822","-15.7357769012451","Persian","Asia","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/7196"
"Almanon L","Almanon L","2006-01-01 00:00:00","Abdalla Al Mamun; Persian astronomer (786-833).","5.88468","16.5793678427295","-18.9951735787458","Satellite Feature","SF","Adopted by IAU","16.4767398834229","16.6819972991943","-19.0922050476074","-18.8981418609619","Persian","Asia","Rupes Altai","LAC-96","http://planetarynames.wr.usgs.gov/Feature/7197"
"Almanon P","Almanon P","2006-01-01 00:00:00","Abdalla Al Mamun; Persian astronomer (786-833).","19.4377","17.0002646320671","-18.5534227505898","Satellite Feature","SF","Adopted by IAU","16.6618251800537","17.3380756378174","-18.8740653991699","-18.2330493927002","Persian","Asia","Rupes Altai","LAC-96","http://planetarynames.wr.usgs.gov/Feature/7198"
"Almanon Q","Almanon Q","2006-01-01 00:00:00","Abdalla Al Mamun; Persian astronomer (786-833).","4.63491","16.9996993379621","-18.0754883882892","Satellite Feature","SF","Adopted by IAU","16.9193096160889","17.0800914764404","-18.151912689209","-17.9990634918213","Persian","Asia","Rupes Altai","LAC-96","http://planetarynames.wr.usgs.gov/Feature/7199"
"Almanon R","Almanon R","2006-01-01 00:00:00","Abdalla Al Mamun; Persian astronomer (786-833).","3.51256","15.8807746413989","-18.1747280001113","Satellite Feature","SF","Adopted by IAU","15.8198070526123","15.941743850708","-18.23264503479","-18.1168098449707","Persian","Asia","Rupes Altai","LAC-96","http://planetarynames.wr.usgs.gov/Feature/7200"
"Alpes A","Alpes A","2006-01-01 00:00:00","Named after Montes Alpes.","10.6597","359.700396976852","51.3861653053433","Satellite Feature","SF","Adopted by IAU","359.418687820435","359.982110977173","51.2103977203369","51.5619335174561","Switzerland","Europe","Plato","LAC-12","http://planetarynames.wr.usgs.gov/Feature/7201"
"Alpes B","Alpes B","2006-01-01 00:00:00","Named after Montes Alpes.","4.81648","359.088432834037","45.8144534960847","Satellite Feature","SF","Adopted by IAU","358.974493026733","359.202375411987","45.7350368499756","45.8938732147217","Switzerland","Europe","Cassini","LAC-25","http://planetarynames.wr.usgs.gov/Feature/7202"
"Alpetragius B","Alpetragius B","2006-01-01 00:00:00","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).","9.72596","353.123110137263","-15.1336011465508","Satellite Feature","SF","Adopted by IAU","352.956964492798","353.289258956909","-15.2939720153809","-14.9732303619385","Morocco","Africa","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7203"
"Alpetragius C","Alpetragius C","2006-01-01 00:00:00","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).","2.10807","353.834223197744","-13.7493989170002","Satellite Feature","SF","Adopted by IAU","353.79843711853","353.870012283325","-13.784158706665","-13.7146377563477","Morocco","Africa","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7204"
"Alpetragius G","Alpetragius G","2006-01-01 00:00:00","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).","12.1763","353.438255370971","-18.172630024297","Satellite Feature","SF","Adopted by IAU","353.226961135864","353.64955329895","-18.3734035491943","-17.9718551635742","Morocco","Africa","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7205"
