"FEATURE","CLEAN_FEAT","APPROVALDT","ORIGIN","DIAMETER","CENTER_LON","CENTER_LAT","TYPE","CODE","APPROVAL","MIN_LON","MAX_LON","MIN_LAT","MAX_LAT","ETHNICITY","CONTINENT","QUAD_NAME","QUAD_CODE","LINK"
"Hercules F","Hercules F","2006-01-01 00:00:00","Latin spelling for Greek mythological hero Heracles.","13.2428","41.7456532806213","50.3121487405484","Satellite Feature","SF","Adopted by IAU","41.4037761688232","42.0875339508057","50.0937900543213","50.5305080413818","Greek","Europe","Endymion","LAC-14","http://planetarynames.wr.usgs.gov/Feature/9893"
"Hercules G","Hercules G","2006-01-01 00:00:00","Latin spelling for Greek mythological hero Heracles.","13.8243","39.2763215957082","46.4645561607395","Satellite Feature","SF","Adopted by IAU","38.9454517364502","39.6071949005127","46.236608505249","46.6925029754639","Greek","Europe","Geminus","LAC-27","http://planetarynames.wr.usgs.gov/Feature/9894"
"Heinsius T","Heinsius T","2006-01-01 00:00:00","Gottfried; German astronomer (1709-1769).","6.55535","343.401803022362","-39.76459549381","Satellite Feature","SF","Adopted by IAU","343.261186599731","343.54242515564","-39.8726863861084","-39.6565036773682","Germany","Europe","Wilhelm","LAC-111","http://planetarynames.wr.usgs.gov/Feature/9820"
"Heis A","Heis A","2006-01-01 00:00:00","Eduard; German astronomer (1806-1877).","5.85418","328.071584911931","32.732939250912","Satellite Feature","SF","Adopted by IAU","327.956865310669","328.186307907104","32.6364116668701","32.8294696807861","Germany","Europe","Sinus Iridum","LAC-24","http://planetarynames.wr.usgs.gov/Feature/9821"
"Heis D","Heis D","2006-01-01 00:00:00","Eduard; German astronomer (1806-1877).","7.6703","328.887441676361","31.6573418543944","Satellite Feature","SF","Adopted by IAU","328.738889694214","329.035997390747","31.5308666229248","31.7838191986084","Germany","Europe","Aristarchus","LAC-39","http://planetarynames.wr.usgs.gov/Feature/9822"
"Helberg C","Helberg C","2006-01-01 00:00:00","Robert J.; American aeronautical engineer (1906-1967).","69.0292","259.067996197384","23.3695284720369","Satellite Feature","SF","Adopted by IAU","257.828420639038","260.307573318481","22.2312641143799","24.5077953338623","American","North America","Robertson","LAC-54","http://planetarynames.wr.usgs.gov/Feature/9823"
"Helberg H","Helberg H","2006-01-01 00:00:00","Robert J.; American aeronautical engineer (1906-1967).","29.231","258.67889439127","21.8040943964581","Satellite Feature","SF","Adopted by IAU","258.162569046021","259.195386886597","21.377893447876","22.2302913665771","American","North America","Robertson","LAC-54","http://planetarynames.wr.usgs.gov/Feature/9824"
"Helicon B","Helicon B","2006-01-01 00:00:00","Greek astronomer, mathematician (fl. c. 361 B.C.).","5.4525","338.697328722426","37.9494965066145","Satellite Feature","SF","Adopted by IAU","338.583341598511","338.811319351196","37.8595905303955","38.0394039154053","Greek","Europe","Sinus Iridum","LAC-24","http://planetarynames.wr.usgs.gov/Feature/9825"
"Helicon C","Helicon C","2006-01-01 00:00:00","Greek astronomer, mathematician (fl. c. 361 B.C.).","1.25479","333.738971871751","40.0768096333864","Satellite Feature","SF","Adopted by IAU","333.711938858032","333.766008377075","40.0561199188232","40.0975017547607","Greek","Europe","Sinus Iridum","LAC-24","http://planetarynames.wr.usgs.gov/Feature/9826"
"Helicon E","Helicon E","2006-01-01 00:00:00","Greek astronomer, mathematician (fl. c. 361 B.C.).","2.69092","335.823570330636","40.4881325889734","Satellite Feature","SF","Adopted by IAU","335.765245437622","335.881898880005","40.4437618255615","40.5325031280518","Greek","Europe","Sinus Iridum","LAC-24","http://planetarynames.wr.usgs.gov/Feature/9827"
"Helicon G","Helicon G","2006-01-01 00:00:00","Greek astronomer, mathematician (fl. c. 361 B.C.).","2.52254","335.08846275694","41.769770379661","Satellite Feature","SF","Adopted by IAU","335.032693862915","335.144231796265","41.728178024292","41.8113651275635","Greek","Europe","Sinus Iridum","LAC-24","http://planetarynames.wr.usgs.gov/Feature/9828"
"Hell A","Hell A","2006-01-01 00:00:00","Maximilian; Hungarian astronomer (1720-1792).","20.9659","351.540936062244","-33.9129475386048","Satellite Feature","SF","Adopted by IAU","351.126188278198","351.95599937439","-34.2604713439941","-33.5653495788574","Hungary","Europe","Tycho","LAC-112","http://planetarynames.wr.usgs.gov/Feature/9829"
"Hell B","Hell B","2006-01-01 00:00:00","Maximilian; Hungarian astronomer (1720-1792).","21.5507","354.199067540167","-30.011791408032","Satellite Feature","SF","Adopted by IAU","353.788534164429","354.609601974487","-30.3671398162842","-29.6564426422119","Hungary","Europe","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/9830"
"Hell C","Hell C","2006-01-01 00:00:00","Maximilian; Hungarian astronomer (1720-1792).","13.9602","353.503391115096","-34.1095552469545","Satellite Feature","SF","Adopted by IAU","353.225385665894","353.781400680542","-34.3397445678711","-33.8793659210205","Hungary","Europe","Tycho","LAC-112","http://planetarynames.wr.usgs.gov/Feature/9831"
"Hell E","Hell E","2006-01-01 00:00:00","Maximilian; Hungarian astronomer (1720-1792).","9.32405","353.79067105002","-34.6327267344633","Satellite Feature","SF","Adopted by IAU","353.603811264038","353.977533340454","-34.786470413208","-34.478982925415","Hungary","Europe","Tycho","LAC-112","http://planetarynames.wr.usgs.gov/Feature/9832"
"Hell H","Hell H","2006-01-01 00:00:00","Maximilian; Hungarian astronomer (1720-1792).","4.87373","356.181883772204","-31.7300250617035","Satellite Feature","SF","Adopted by IAU","356.087381362915","356.276388168335","-31.8103866577148","-31.6496620178223","Hungary","Europe","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/9833"
"Hell M","Hell M","2006-01-01 00:00:00","Maximilian; Hungarian astronomer (1720-1792).","9.67745","355.234552394135","-30.3488151244588","Satellite Feature","SF","Adopted by IAU","355.091054916382","355.378168106079","-30.5010433197021","-30.1965751647949","Hungary","Europe","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/9837"
"Hell N","Hell N","2006-01-01 00:00:00","Maximilian; Hungarian astronomer (1720-1792).","3.454","354.997445317226","-30.0559124355795","Satellite Feature","SF","Adopted by IAU","354.931634902954","355.063257217407","-30.112865447998","-29.9989585876465","Hungary","Europe","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/9838"
"Hell P","Hell P","2006-01-01 00:00:00","Maximilian; Hungarian astronomer (1720-1792).","3.42401","354.230548912059","-32.5395841395427","Satellite Feature","SF","Adopted by IAU","354.163568496704","354.297533035278","-32.5960426330566","-32.4831256866455","Hungary","Europe","Tycho","LAC-112","http://planetarynames.wr.usgs.gov/Feature/9839"
"Hell Q","Hell Q","2006-01-01 00:00:00","Maximilian; Hungarian astronomer (1720-1792).","3.74917","355.531216313237","-32.9965710230665","Satellite Feature","SF","Adopted by IAU","355.466466903687","355.602094650269","-33.0559024810791","-32.9333591461182","Hungary","Europe","Tycho","LAC-112","http://planetarynames.wr.usgs.gov/Feature/9840"
"Hell R","Hell R","2006-01-01 00:00:00","Maximilian; Hungarian astronomer (1720-1792).","3.02298","353.435706489888","-32.7158706210113","Satellite Feature","SF","Adopted by IAU","353.376455307007","353.494958877563","-32.7657165527344","-32.6660251617432","Hungary","Europe","Tycho","LAC-112","http://planetarynames.wr.usgs.gov/Feature/9841"
"Hell S","Hell S","2006-01-01 00:00:00","Maximilian; Hungarian astronomer (1720-1792).","3.73443","353.731337971525","-33.5298289008513","Satellite Feature","SF","Adopted by IAU","353.657461166382","353.805219650269","-33.5914058685303","-33.4682521820068","Hungary","Europe","Tycho","LAC-112","http://planetarynames.wr.usgs.gov/Feature/9842"
"Hercules H","Hercules H","2006-01-01 00:00:00","Latin spelling for Greek mythological hero Heracles.","5.96911","41.041110524783","51.3252627472181","Satellite Feature","SF","Adopted by IAU","40.8836765289307","41.1985492706299","51.2268390655518","51.4236888885498","Greek","Europe","Endymion","LAC-14","http://planetarynames.wr.usgs.gov/Feature/9895"
"Hercules J","Hercules J","2006-01-01 00:00:00","Latin spelling for Greek mythological hero Heracles.","7.85596","36.4419202378087","44.1231740593206","Satellite Feature","SF","Adopted by IAU","36.2615337371826","36.6223087310791","43.9936389923096","44.2527103424072","Greek","Europe","Geminus","LAC-27","http://planetarynames.wr.usgs.gov/Feature/9896"
"Hercules K","Hercules K","2006-01-01 00:00:00","Latin spelling for Greek mythological hero Heracles.","7.04479","36.9566947775896","44.260331677482","Satellite Feature","SF","Adopted by IAU","36.7945384979248","37.1188526153564","44.1441707611084","44.3764934539795","Greek","Europe","Geminus","LAC-27","http://planetarynames.wr.usgs.gov/Feature/9897"
"Herigonius E","Herigonius E","2006-01-01 00:00:00","Herigone, Pierre; French mathematician, astronomer (fl. 1634).","6.62852","324.345666097166","-13.8224914595181","Satellite Feature","SF","Adopted by IAU","324.233102798462","324.45823097229","-13.9317874908447","-13.7131938934326","France","Europe","Letronne","LAC-75","http://planetarynames.wr.usgs.gov/Feature/9898"
"Herigonius F","Herigonius F","2006-01-01 00:00:00","Herigone, Pierre; French mathematician, astronomer (fl. 1634).","5.23123","324.957931954813","-15.4763009509979","Satellite Feature","SF","Adopted by IAU","324.86842918396","325.047437667847","-15.562557220459","-15.390043258667","France","Europe","Letronne","LAC-75","http://planetarynames.wr.usgs.gov/Feature/9899"
"Julius Caesar J","Julius Caesar J","2006-01-01 00:00:00","Roman emperor, introduced the Julian calendar (c. 102-44 B.C.).","3.12245","13.6804550811782","9.31234850190578","Satellite Feature","SF","Adopted by IAU","13.6282863616943","13.7326259613037","9.26086235046387","9.36383628845215","Roman","Europe","Julius Caesar","LAC-60","http://planetarynames.wr.usgs.gov/Feature/10249"
"Julius Caesar P","Julius Caesar P","2006-01-01 00:00:00","Roman emperor, introduced the Julian calendar (c. 102-44 B.C.).","36.1338","14.1515769139384","11.1746429916283","Satellite Feature","SF","Adopted by IAU","13.5442867279053","14.7588634490967","10.5788288116455","11.7704601287842","Roman","Europe","Julius Caesar","LAC-60","http://planetarynames.wr.usgs.gov/Feature/10250"
"Julius Caesar Q","Julius Caesar Q","2006-01-01 00:00:00","Roman emperor, introduced the Julian calendar (c. 102-44 B.C.).","28.5748","13.9473783571989","12.9926544624779","Satellite Feature","SF","Adopted by IAU","13.4633617401123","14.430570602417","12.5216121673584","13.4639492034912","Roman","Europe","Julius Caesar","LAC-60","http://planetarynames.wr.usgs.gov/Feature/10251"
"Kaiser A","Kaiser A","2006-01-01 00:00:00","Frederick; Dutch astronomer (1808-1872).","19.5296","7.27690071157943","-36.374693683452","Satellite Feature","SF","Adopted by IAU","7.00533485412598","7.5487003326416","-36.6969909667969","-36.052360534668","Netherlands (Dutch)","Europe","Tycho","LAC-112","http://planetarynames.wr.usgs.gov/Feature/10252"
"Hell T","Hell T","2006-01-01 00:00:00","Maximilian; Hungarian astronomer (1720-1792).","4.01564","352.960742514792","-33.7028574384372","Satellite Feature","SF","Adopted by IAU","352.881155014038","353.040334701538","-33.7690715789795","-33.6366424560547","Hungary","Europe","Tycho","LAC-112","http://planetarynames.wr.usgs.gov/Feature/9843"
"Hell U","Hell U","2006-01-01 00:00:00","Maximilian; Hungarian astronomer (1720-1792).","4.20836","350.802041044119","-33.4029959447613","Satellite Feature","SF","Adopted by IAU","350.718908309937","350.885175704956","-33.4723873138428","-33.3336048126221","Hungary","Europe","Tycho","LAC-112","http://planetarynames.wr.usgs.gov/Feature/9844"
"Hell V","Hell V","2006-01-01 00:00:00","Maximilian; Hungarian astronomer (1720-1792).","7.15945","351.169493923709","-32.831523172518","Satellite Feature","SF","Adopted by IAU","351.029016494751","351.309972763062","-32.9495754241943","-32.7134704589844","Hungary","Europe","Tycho","LAC-112","http://planetarynames.wr.usgs.gov/Feature/9845"
"Hell W","Hell W","2006-01-01 00:00:00","Maximilian; Hungarian astronomer (1720-1792).","6.60737","351.32502815024","-32.5620689839147","Satellite Feature","SF","Adopted by IAU","351.195760726929","351.454298019409","-32.6710166931152","-32.4531192779541","Hungary","Europe","Tycho","LAC-112","http://planetarynames.wr.usgs.gov/Feature/9846"
"Hell X","Hell X","2006-01-01 00:00:00","Maximilian; Hungarian astronomer (1720-1792).","4.04355","350.799335024005","-31.9590195631484","Satellite Feature","SF","Adopted by IAU","350.720750808716","350.877920150757","-32.025691986084","-31.8923454284668","Hungary","Europe","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/9847"
"Helmholtz A","Helmholtz A","2006-01-01 00:00:00","Hermann Von; German doctor (1821-1894).","15.9794","51.5187662398386","-64.4972501192844","Satellite Feature","SF","Adopted by IAU","50.9068355560303","52.1307048797607","-64.7607269287109","-64.233772277832","Germany","Europe","Manzinus","LAC-138","http://planetarynames.wr.usgs.gov/Feature/9848"
"Helmholtz B","Helmholtz B","2006-01-01 00:00:00","Hermann Von; German doctor (1821-1894).","11.83","68.6601541103413","-67.8779454125277","Satellite Feature","SF","Adopted by IAU","68.142557144165","69.1779232025146","-68.0383987426758","-67.7174873352051","Germany","Europe","Helmholtz","LAC-139","http://planetarynames.wr.usgs.gov/Feature/9849"
"Helmholtz D","Helmholtz D","2006-01-01 00:00:00","Hermann Von; German doctor (1821-1894).","44.5875","54.0918795546062","-66.3814780652104","Satellite Feature","SF","Adopted by IAU","52.2543773651123","55.9264240264893","-67.1274127960205","-65.6571407318115","Germany","Europe","Manzinus","LAC-138","http://planetarynames.wr.usgs.gov/Feature/9850"
"Helmholtz F","Helmholtz F","2006-01-01 00:00:00","Hermann Von; German doctor (1821-1894).","49.9999","60.5483077889584","-64.4602928635025","Satellite Feature","SF","Adopted by IAU","58.621374130249","62.4507389068604","-65.2966403961182","-63.6476192474365","Germany","Europe","Helmholtz","LAC-139","http://planetarynames.wr.usgs.gov/Feature/9851"
"Helmholtz H","Helmholtz H","2006-01-01 00:00:00","Hermann Von; German doctor (1821-1894).","19.8312","64.9710636062978","-64.5319552883847","Satellite Feature","SF","Adopted by IAU","64.2106304168701","65.7315006256104","-64.8589496612549","-64.2049598693848","Germany","Europe","Helmholtz","LAC-139","http://planetarynames.wr.usgs.gov/Feature/9852"
"Helmholtz J","Helmholtz J","2006-01-01 00:00:00","Hermann Von; German doctor (1821-1894).","23.0204","68.2432813137377","-64.8793501101222","Satellite Feature","SF","Adopted by IAU","67.3492183685303","69.1373500823975","-65.2588958740234","-64.4998035430908","Germany","Europe","Helmholtz","LAC-139","http://planetarynames.wr.usgs.gov/Feature/9853"
"Helmholtz M","Helmholtz M","2006-01-01 00:00:00","Hermann Von; German doctor (1821-1894).","24.3101","51.3654125668225","-65.3273692891448","Satellite Feature","SF","Adopted by IAU","50.397741317749","52.3211002349854","-65.7288398742676","-64.9271965026855","Germany","Europe","Manzinus","LAC-138","http://planetarynames.wr.usgs.gov/Feature/9854"
"Helmholtz N","Helmholtz N","2006-01-01 00:00:00","Hermann Von; German doctor (1821-1894).","13.533","50.197313331982","-64.9504348905419","Satellite Feature","SF","Adopted by IAU","49.6703205108643","50.7243061065674","-65.1735706329346","-64.7272987365723","Germany","Europe","Manzinus","LAC-138","http://planetarynames.wr.usgs.gov/Feature/9855"
"Helmholtz R","Helmholtz R","2006-01-01 00:00:00","Hermann Von; German doctor (1821-1894).","12.2124","55.267712239178","-63.7757126461546","Satellite Feature","SF","Adopted by IAU","54.812032699585","55.7233905792236","-63.9770736694336","-63.5743503570557","Germany","Europe","Biela","LAC-128","http://planetarynames.wr.usgs.gov/Feature/9856"
"Helmholtz S","Helmholtz S","2006-01-01 00:00:00","Hermann Von; German doctor (1821-1894).","31.6678","56.7011154610251","-64.4081121819283","Satellite Feature","SF","Adopted by IAU","55.4921817779541","57.9099941253662","-64.9302845001221","-63.8859386444092","Germany","Europe","Helmholtz","LAC-139","http://planetarynames.wr.usgs.gov/Feature/9857"
"Helmholtz T","Helmholtz T","2006-01-01 00:00:00","Hermann Von; German doctor (1821-1894).","30.5325","60.0806975845655","-65.8004101398234","Satellite Feature","SF","Adopted by IAU","58.8524341583252","61.3090305328369","-66.3038845062256","-65.2969341278076","Germany","Europe","Helmholtz","LAC-139","http://planetarynames.wr.usgs.gov/Feature/9858"
"Henderson B","Henderson B","2006-01-01 00:00:00","Thomas; Scottish astronomer (1798-1844).","18.7208","153.039080838569","7.47885278863405","Satellite Feature","SF","Adopted by IAU","152.727945327759","153.350217819214","7.17016792297363","7.78754234313965","Scotland","Europe","Mandel'shtam","LAC-67","http://planetarynames.wr.usgs.gov/Feature/9859"
"Henderson F","Henderson F","2006-01-01 00:00:00","Thomas; Scottish astronomer (1798-1844).","13.7356","155.509203974859","4.71348443537671","Satellite Feature","SF","Adopted by IAU","155.282049179077","155.736360549927","4.48699760437012","4.93997001647949","Scotland","Europe","Mandel'shtam","LAC-67","http://planetarynames.wr.usgs.gov/Feature/9860"
"Henderson G","Henderson G","2006-01-01 00:00:00","Thomas; Scottish astronomer (1798-1844).","47.5714","155.701854327119","3.69642287725719","Satellite Feature","SF","Adopted by IAU","154.916086196899","156.487604141235","2.91200828552246","4.4808406829834","Scotland","Europe","Mandel'shtam","LAC-67","http://planetarynames.wr.usgs.gov/Feature/9861"
"Henderson Q","Henderson Q","2006-01-01 00:00:00","Thomas; Scottish astronomer (1798-1844).","19.3317","150.943878606685","3.38985431371546","Satellite Feature","SF","Adopted by IAU","150.624559402466","151.263200759888","3.07109642028809","3.70861625671387","Scotland","Europe","Mandel'shtam","LAC-67","http://planetarynames.wr.usgs.gov/Feature/9862"
"Hendrix M","Hendrix M","2006-01-01 00:00:00","Don Osgood; American optician (1905-1961).","20.5944","200.48524005712","-48.60296282063","Satellite Feature","SF","Adopted by IAU","199.977361679077","200.993574142456","-48.9512939453125","-48.254825592041","American","North America","Minkowski","LAC-133","http://planetarynames.wr.usgs.gov/Feature/9863"
"Henry A","Henry A","2006-01-01 00:00:00","Joseph; American physicist (1797-1878).","8.31064","302.80181051374","-24.4238826959749","Satellite Feature","SF","Adopted by IAU","302.65131187439","302.952314376831","-24.5609169006348","-24.2868480682373","American","North America","Byrgius","LAC-92","http://planetarynames.wr.usgs.gov/Feature/9864"
"Henry D","Henry D","2006-01-01 00:00:00","Joseph; American physicist (1797-1878).","6.77883","300.787596327269","-24.8700578927484","Satellite Feature","SF","Adopted by IAU","300.664396286011","300.910799026489","-24.9818325042725","-24.7582817077637","American","North America","Byrgius","LAC-92","http://planetarynames.wr.usgs.gov/Feature/9866"
"Henry J","Henry J","2006-01-01 00:00:00","Joseph; American physicist (1797-1878).","5.89374","304.3942094327","-22.7873013507512","Satellite Feature","SF","Adopted by IAU","304.288793563843","304.499628067017","-22.8844833374023","-22.6901187896729","American","North America","Byrgius","LAC-92","http://planetarynames.wr.usgs.gov/Feature/9867"
"Henry K","Henry K","2006-01-01 00:00:00","Joseph; American physicist (1797-1878).","6.40222","304.29971253059","-23.2247698190999","Satellite Feature","SF","Adopted by IAU","304.184831619263","304.414598464966","-23.3303356170654","-23.1192035675049","American","North America","Byrgius","LAC-92","http://planetarynames.wr.usgs.gov/Feature/9868"
"Henry L","Henry L","2006-01-01 00:00:00","Joseph; American physicist (1797-1878).","6.47861","302.445305674317","-25.4618407165738","Satellite Feature","SF","Adopted by IAU","302.326963424683","302.563650131226","-25.5686664581299","-25.3550148010254","American","North America","Byrgius","LAC-92","http://planetarynames.wr.usgs.gov/Feature/9869"
"Henry M","Henry M","2006-01-01 00:00:00","Joseph; American physicist (1797-1878).","12.8433","302.473585240022","-25.766975435245","Satellite Feature","SF","Adopted by IAU","302.23842048645","302.708749771118","-25.9787464141846","-25.5552024841309","American","North America","Byrgius","LAC-92","http://planetarynames.wr.usgs.gov/Feature/9870"
"Henry N","Henry N","2006-01-01 00:00:00","Joseph; American physicist (1797-1878).","8.77147","301.542947867418","-26.1099783297184","Satellite Feature","SF","Adopted by IAU","301.427751541138","301.658239364624","-26.2469863891602","-25.972972869873","American","North America","Byrgius","LAC-92","http://planetarynames.wr.usgs.gov/Feature/9871"
"Hommel M","Hommel M","2006-01-01 00:00:00","Johann; German astronomer, mathematician (1518-1562).","7.29142","27.4450643316512","-59.8861231581289","Satellite Feature","SF","Adopted by IAU","27.2053050994873","27.6848239898682","-60.0063514709473","-59.7658939361572","Germany","Europe","Hommel","LAC-127","http://planetarynames.wr.usgs.gov/Feature/10043"
