NAME;LUN;LUN_REDUCED;NAMETYPE;TYPE;SUBTYPE;PERIOD;GEOLOGY;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIN360;LONGIC;LATIN;LATIC;FACE;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK
AGRIPPA;AA0410N01047E;0410N01047;AA;Cratere;;Eratosteniano (da -3.2 miliardi di anni a -1.1 miliardi di anni);;Agrippa;Riccioli (1651);Urselii;Mons Ida;Agrippa;Astronomo;Grecia;greco;1;1° secolo d.C.;?;51 d.C. circa;?;?;Ha osservato nell'anno 92 d.C. una occultazione delle Pleiadi da parte della Luna.;10.474135;10.474135;10.474° East;4.096399;4.096° North;Nearside;Nord-Est;Regione ad Est del Mare Tranquillitatis;34;Hyginus;282;1e2 / 13d8;351C 357C 161C 167C;;IV-097-H1;46;46;28;28;3100;9400;0.0674;A_______________________________A;Formazione circolare in parte in rovina verso Sud-Ovest.;Versanti scoscesi su cui si trovano Agrippa F e Tempel ad Est.;Pareti terrazzate su cui si trova Agrippa H a Nord.;Fondo abbastanza piatto.  Montagna centrale.  Collinette e detriti ad Ovest.  Solco e piccoli crateri.;3;Formazione molto interessante;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;Agrippa;Agrippa;92;43.7467;4.09639942536124;10.4741346961679;4.8177547454834;3.37504768371582;11.1972904205322;9.75096321105957;LOLA2011;Europe;Greek;Crater, craters;AA;Julius Caesar;LAC-60;Adopted by IAU;1935-01-01 00:00:00;;Greek astronomer (unkn-fl. A.D. 92).;http://planetarynames.wr.usgs.gov/Feature/92
AIRY;AA1814S00561E;1814S00561;AA;Cratere;;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;;Sir George Bidel Airy;Mädler (1837);Crequii;Nome non assegnato;Nome non assegnato;Astronomo;Inghilterra;inglese;19;19° secolo;Alnwick;1801;Londra;1892;Direttore dell'Osservatorio di Greenwich nel 1835. Lavori sulla meccanica celeste. Autore della teoria della diffrazione della luce.;5.614858;5.614858;5.615° East;-18.141628;18.142° South;Nearside;Sud-Est;Regione ad Est del cratere Catharina;56;Azophi;204;13e5 / 13f5;357S 003S 161S 167S 174S;;;36;37;22;22;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione distrutta che forma un trio allineato Nord Sud con Argelander e Vogel.;Versanti abbastanza scoscesi su cui si trovano Argelander a Nord, Airy D a Nord-Ovest, e Airy G a Sud-Est.;Pareti alte e tormentate, sormontate a Sud da Airy H.;Fondo irregolare poco esteso.  Doppia montagna centrale.;3;Formazione molto interessante;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;Airy;Airy;113;38.8999;-18.1416280150276;5.61485798365116;-17.5002021789551;-18.783052444458;6.2898998260498;4.93980979919434;LOLA2011;Europe;Great Britain;Crater, craters;AA;Purbach;LAC-95;Adopted by IAU;1935-01-01 00:00:00;;George Biddell. British astronomer (1801-1892).;http://planetarynames.wr.usgs.gov/Feature/113
AL-BAKRI;AA1434N02025E;1434N02025;AA;Cratere;;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;;Abu Ubayd Abd Allah al-Bakri (ex Tacquet A);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geografo;Arabia;arabo;11;l'11° secolo;Cordoba;1040;Cordoba;1094;Specialista del Nord Africa e dell'Arabia.  Autore di un 'Dizionario di Geografia' e di una 'Descrizione geografica del mondo conosciuto'.;20.245111;20.245111;20.245° East;14.335392;14.335° North;Nearside;Nord-Est;Parte Orientale del Mare Tranquillitatis;35;Arago;284;1c4;343N/C 148C 154C 161C;;;12;12;7;7;1000;3000;0.0833;A________________________A;Formazione circolare isolata.;Versanti poco scoscesi su cui si trovano 2 linee di creste, orientate in direzione Nord Sud, a Sud.;Pareti poco elevate.;Esteso fondo piatto riempito di lava.;2;Formazione abbastanza interessante;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Al-Bakri;Al Bakri;145;12.2124;14.3353921449422;20.2451109277967;14.5367641448975;14.1340236663818;20.4529514312744;20.0372714996338;LOLA2011;Europe;Spain;Crater, craters;AA;Julius Caesar;LAC-60;Adopted by IAU;1976-01-01 00:00:00;;Abū Ubayd Abdallāh Ibn abd al-Azīz Ibn Muhammad. Spanish-Arab geographer (1010-1094).;http://planetarynames.wr.usgs.gov/Feature/145
ALBATEGNIUS;AA1124S00401E;1124S00401;AA;Circo;;Nectariano (da -3.92 miliardi di anni a -3.85 miliardi di anni);;Muhammad ibn al-Battani;Riccioli (1651);Ferdinandi III Imp. Rom.;Mons Didymus;Albategnius;Astronomo;Arabia;arabo;9;9° secolo;Harran;858;Qasr al Djiss;929;Autore dello 'Zidj', migliorando considerevolmente le conoscenze astronomiche del suo tempo. Misura dell'obliquità dell'Eclittica.;4.009197;4.009197;4.009° East;-11.240026;11.240° South;Nearside;Sud-Est;Regione del cratere Ptolemaeus;44;Ptolemaeus;204;13e5 / 13f5;357C 003C/S 161C/S 167C 174C;MM137;IV-101-H2 IV-096-H2;136;136;82;82;0;0;0.0287;A___________________________________________________________________________A;Formazione circolare danneggiata.;Versanti scoscesi disseminati di piccoli crateri.;Alte pareti su cui si sovrappongono molti crateri tra cui Klein ad Ovest e Albategius B a Nord.;Vasto fondo piatto.  Macchia bianca ad Ovest.  Montagna centrale.   Depressioni e piccoli crateri.;4;Formazione eccezionale;7;al Primo Quarto;6 giorni dopo la Luna Piena;5;Occhio nudo;Binocolo 10x;Albategnius;Albategnius;162;130.84;-11.2400256943076;4.00919711121067;-9.08932113647461;-13.4050445556641;6.20333290100098;1.80430030822754;LOLA2011;Asia;Iraq;Crater, craters;AA;Ptolemaeus;LAC-77;Adopted by IAU;1935-01-01 00:00:00;;Muhammed Ben Geber Al-Battānī. Arab astronomer, mathematician (c. 858-929).;http://planetarynames.wr.usgs.gov/Feature/162
ALDRIN;AA0141N02209E;0141N02209;AA;Piccolo cratere;;Periodo di formazione sconosciuto;;Edwin E. Aldrin (ex Sabine B);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronauta;USA;americano;20;20° secolo;?;1930;?;Vivente;Pilota del LEM della missione Apollo 11. Secondo uomo ad aver calpestato il suolo lunare il 21 Luglio 1969.;22.089946;22.089946;22.090° East;1.405851;1.406° North;Nearside;Nord-Est;Parte Orientale del Mare Tranquillitatis;35;Arago;276;;;;;3;3;2;2;600;1800;0.1765;A__________A;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;100;Riflettore da 100 mm;Riflettore da 200 mm;Aldrin;Aldrin;172;2.80139;1.40585054918935;22.0899462614279;1.4520435333252;1.35965919494629;22.1361522674561;22.0437412261963;LOLA2011;North America;American;Crater, craters;AA;Julius Caesar;LAC-60;Adopted by IAU;1970-01-01 00:00:00;;Edwin Eugene, Jr. (`Buzz`). American astronaut (1930-Live).;http://planetarynames.wr.usgs.gov/Feature/172
ALEXANDER;AA4025N01369E;4025N01369;AA;Circo;;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;;Alessandro Magno;Birt / Lee (1865);Mons Aemus;Nome non assegnato;Calippus;Re;Macedonia;macedone;-4;4° secolo a.C.;?;356 a.C.;Babilonia;323 a.C.;Re di Macedonia dal 336 al 323 a.C. Ha intrapreso l'espansione del suo regno verso l'India. Ha conquistato Babilonia e incendiato Persepolis.;13.693154;13.693154;13.693° East;40.251521;40.252° North;Nearside;Nord-Est;Regione a Nord del Mare Serenitatis;13;Eudoxus;350;2d3;351N 154N 161N;;IV-098-H2 IV-103-H2;83;82;50;50;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione completamente distrutta.  Di forma triangolare.;Versanti molto rovinati su cui si trova Calippus a Sud-Ovest.;Pareti poco elevate, collassate ad Est.;Fondo piatto riempito di lava scura.  Collinette, solchi e piccoli crateri.  Due macchie bianche.;2;Formazione abbastanza interessante;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;Alexander;Alexander;177;94.8028;40.2515214746878;13.6931543755926;41.513650894165;38.9893054962158;15.7355442047119;11.6471576690674;LOLA2011;Europe;Greek;Crater, craters;AA;Eudoxus;LAC-26;Adopted by IAU;1935-01-01 00:00:00;;Alexander the Great, of Macedon. Greek geographer (356-323 B.C.).;http://planetarynames.wr.usgs.gov/Feature/177
ALFRAGANUS;AA0542S01897E;0542S01897;AA;Cratere;;Copernicano (da -1.1 miliardi di anni ad oggi);;Muhammad ibn Kathir Al-Farrhanï;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Persia;persiano;9;9° secolo;Fergana;?;?;?;Autore del libro 'Libro della Scienza delle stelle e dei movimenti celesti'.;18.970617;18.970617;18.971° East;-5.421661;5.422° South;Nearside;Sud-Est;Regione Nord-Occidentale del cratere Theophilus;46;Theophilus;236;13b6;343C 148C 154C 161C;;IV-089-H3 IV-084-H3;22;21;13;13;3830;11600;0.1824;A__________A;Brillante formazione circolare con raggi.;Versanti scoscesi su cui si trovano Alfraganus E e H a Nord e Alfraganus K e M ad Est.;Pareti molto elevate.;Fondo piatto e poco esteso.;3;Formazione molto interessante;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;Alfraganus;Alfraganus;181;20.5207;-5.42166110863528;18.9706169940179;-5.08329582214355;-5.76002502441406;19.3105144500732;18.6307201385498;LOLA2011;Asia;Persian;Crater, craters;AA;Theophilus;LAC-78;Adopted by IAU;1935-01-01 00:00:00;;Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr. Persian astronomer (unkn-c. 840).;http://planetarynames.wr.usgs.gov/Feature/181
ALHAZEN;AA1591N07183E;1591N07183;AA;Cratere;;Imbriano Inferiore (da -3.85 miliardi di anni a -3.8 miliardi di anni);;Ibn al-Haytham (o Abu Ali al-Hasan);Schröter (1802);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Arabia;arabo;10;10° secolo;Bassora;965;Il Cairo;1039;Ha scoperto le leggi della riflessione, della rifrazione e della propagazione della luce.  Autore di 92 lavori conosciuti, di cui molti riguardanti l'astronomia.;71.827898;71.827898;71.828° East;15.914783;15.915° North;Nearside;Nord-Est;Bordo Est-Nord-Est della Luna;27;Plutarch;229;3b4;291N 303C Q1E Q4E 099N I05N;MM96;;33;33;20;20;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare situata sul versante Est del Mare Crisium.;Versanti abbastanza scoscesi.;Alte pareti leggermente terrazzate.;Fondo piatto.;3;Formazione molto interessante;2;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;Alhazen;Alhazen;183;34.648;15.9147834419603;71.8278983870921;16.4860935211182;15.3434734344482;72.4219760894775;71.2338199615479;LOLA2011;Asia;Iraq;Crater, craters;AA;Neper;LAC-63;Adopted by IAU;1935-01-01 00:00:00;;Abū Ali Al-Hasan Ibn Al Haitham. Iraqi mathematician (987-1038).;http://planetarynames.wr.usgs.gov/Feature/183
ALIACENSIS;AA3060S00513E;3060S00513;AA;Cratere;;Nectariano Tipico (da -3.92 miliardi di anni a -3.85 miliardi di anni);;Pierre d'Ailly;Riccioli (1651);Elisabethae Palat. Fil.;Mons Antilibanus;Aliacensis;Geografo e teologo;Francia;francese;14;14° secolo;Compiègne;1350;Avignone;1420;Autore di un lavoro sulla riforma della Chiesa nel 1416 e di 'Imago Mundi', un lavoro che evoca la sfericità della Terra.;5.130767;5.130767;5.131° East;-30.595193;30.595° South;Nearside;Sud-Est;Regione Orientale del cratere Tycho;65;Walter;122;10a8 / 13f1 / 14e8;357S 003S 161S 167S 174S;;IV-107-H3 IV-101-H1 IV-100-H3;80;80;48;48;3700;11200;0.0463;A______________________________________________A;Formazione circolare che costituisce una notevole coppia con Werner.;Versanti scoscesi su cui si trovano Werner a Nord-Ovest, una coppia di crateri a Sud-Est e Aliacensis B ad Ovest.;Pareti molto alte, su cui si trova un cratere anonimo a Sud.;Fondo piatto.  Piccola montagna decentrata.  Dorsali e piccoli crateri.;3;Formazione molto interessante;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;;Aliacensis;Aliacensis;185;79.6473;-30.5951934972832;5.13076746903611;-29.2817840576172;-31.9086017608643;6.65693855285645;3.60457801818848;LOLA2011;Europe;France;Crater, craters;AA;Purbach;LAC-95;Adopted by IAU;1935-01-01 00:00:00;;D'Ailly, Pierre. French geographer (1350-1420).;http://planetarynames.wr.usgs.gov/Feature/185
Rifrattore da 50 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
