NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGHTKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
COMPTON E;Crater;??;Arthur Holly Compton;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;USA;American;20;20 th century;Wooster;1892;Berkeley;1962;Discoverer of the effect of photons. Surveys on cosmic rays. Nobel laureate in 1927 with Charles Wilson.;113,4;113,4 ° East;55,4;55,4 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;19;19;11;11;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
COMPTON R;Crater;??;Arthur Holly Compton;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;USA;American;20;20 th century;Wooster;1892;Berkeley;1962;Discoverer of the effect of photons. Surveys on cosmic rays. Nobel laureate in 1927 with Charles Wilson.;91,5;91,5 ° East;52,6;52,6 ° North;North-East;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;37;37;22;22;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor
COMPTON W;Crater;??;Arthur Holly Compton;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;USA;American;20;20 th century;Wooster;1892;Berkeley;1962;Discoverer of the effect of photons. Surveys on cosmic rays. Nobel laureate in 1927 with Charles Wilson.;97,2;97,2 ° East;58,6;58,6 ° North;North-East;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;16;16;9;9;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;2;2 days after New Moon;1 day after Full Moon;50;50 mm refractor;100 mm refractor
COMRIE K;Crater;??;Leslie J. Comrie;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;United Kingdom;British;20;20 th century;??;1893;??;1950;??;-112,3;112,3 ° West;22,1;22,1 ° North;North-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;73;73;43;43;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
COMRIE T;Crater;??;Leslie J. Comrie;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;United Kingdom;British;20;20 th century;??;1893;??;1950;??;-115,3;115,3 ° West;23,1;23,1 ° North;North-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;43;43;25;25;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
COMRIE V;Crater;??;Leslie J. Comrie;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;United Kingdom;British;20;20 th century;??;1893;??;1950;??;-115,9;115,9 ° West;24,6;24,6 ° North;North-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;29;29;17;17;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
COMSTOCK A;Crater;??;George C. Comstock;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;??;1855;??;1934;??;-121,2;121,2 ° West;24,8;24,8 ° North;North-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;21;21;12;12;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
COMSTOCK P;Crater;??;George C. Comstock;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;??;1855;??;1934;??;-122,7;122,7 ° West;20,1;20,1 ° North;North-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;26;26;15;15;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CONGREVE G;Crater;??;Sir William Congreve;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;general;United Kingdom;British;19;19 th century;London;1772;Toulouse;1828;Conceiver of a military rocket in 1804. Works on powder and color printing. Introduction of gaz for towns lighting.;-163,7;163,7 ° West;-0,9;0,9 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;17;17;10;10;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CONGREVE H;Crater;??;Sir William Congreve;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;general;United Kingdom;British;19;19 th century;London;1772;Toulouse;1828;Conceiver of a military rocket in 1804. Works on powder and color printing. Introduction of gaz for towns lighting.;-165,2;165,2 ° West;-1,2;1,2 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;37;37;22;22;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CONGREVE L;Crater;??;Sir William Congreve;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;general;United Kingdom;British;19;19 th century;London;1772;Toulouse;1828;Conceiver of a military rocket in 1804. Works on powder and color printing. Introduction of gaz for towns lighting.;-166,3;166,3 ° West;-3,6;3,6 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;30;30;18;18;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CONGREVE N;Crater;??;Sir William Congreve;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;general;United Kingdom;British;19;19 th century;London;1772;Toulouse;1828;Conceiver of a military rocket in 1804. Works on powder and color printing. Introduction of gaz for towns lighting.;-168,2;168,2 ° West;-3,4;3,4 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;31;31;18;18;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CONGREVE Q;Crater;??;Sir William Congreve;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;general;United Kingdom;British;19;19 th century;London;1772;Toulouse;1828;Conceiver of a military rocket in 1804. Works on powder and color printing. Introduction of gaz for towns lighting.;-169,6;169,6 ° West;-1,4;1,4 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;59;59;35;35;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CONGREVE U;Crater;??;Sir William Congreve;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;general;United Kingdom;British;19;19 th century;London;1772;Toulouse;1828;Conceiver of a military rocket in 1804. Works on powder and color printing. Introduction of gaz for towns lighting.;-170,7;170,7 ° West;-0,6;0,6 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;59;59;35;35;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
COOPER G;Crater;??;John C. Cooper;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;humanitarian;USA;American;20;20 th century;??;1887;??;1967;??;178,5;178,5 ° East;52,6;52,6 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;20;20;12;12;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
COOPER K;Crater;??;John C. Cooper;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;humanitarian;USA;American;20;20 th century;??;1887;??;1967;??;178,1;178,1 ° East;51,1;51,1 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;30;30;18;18;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CORI G;Crater;??;Gerty Theresa Radnitz Cori;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physiologist;USA;American;20;20 th century;??;1887;??;1967;Nobel laureate;-147;147 ° West;-50,9;50,9 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;20;20;12;12;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CORIOLIS C;Crater;??;Gaspard Coriolis;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;France;French;19;19 th century;Paris;1792;Paris;1792;Ponts et Chaussées engineer. Professor in mechanics in 1816. Surveys on centrifugal strengthes.;173,3;173,3 ° East;1,9;1,9 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;19;19;11;11;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CORIOLIS G;Crater;??;Gaspard Coriolis;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;France;French;19;19 th century;Paris;1792;Paris;1792;Ponts et Chaussées engineer. Professor in mechanics in 1816. Surveys on centrifugal strengthes.;174,7;174,7 ° East;0;0 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;17;17;10;10;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CORIOLIS H;Crater;??;Gaspard Coriolis;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;France;French;19;19 th century;Paris;1792;Paris;1792;Ponts et Chaussées engineer. Professor in mechanics in 1816. Surveys on centrifugal strengthes.;174,2;174,2 ° East;-0,5;0,5 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;12;12;7;7;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CORIOLIS L;Crater;??;Gaspard Coriolis;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;France;French;19;19 th century;Paris;1792;Paris;1792;Ponts et Chaussées engineer. Professor in mechanics in 1816. Surveys on centrifugal strengthes.;172,7;172,7 ° East;-1,9;1,9 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;32;32;19;19;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CORIOLIS M;Crater;??;Gaspard Coriolis;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;France;French;19;19 th century;Paris;1792;Paris;1792;Ponts et Chaussées engineer. Professor in mechanics in 1816. Surveys on centrifugal strengthes.;171,7;171,7 ° East;-1,4;1,4 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;31;31;18;18;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CORIOLIS S;Crater;??;Gaspard Coriolis;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;France;French;19;19 th century;Paris;1792;Paris;1792;Ponts et Chaussées engineer. Professor in mechanics in 1816. Surveys on centrifugal strengthes.;169,7;169,7 ° East;0,1;0,1 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;17;17;10;10;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CORIOLIS W;Crater;??;Gaspard Coriolis;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;France;French;19;19 th century;Paris;1792;Paris;1792;Ponts et Chaussées engineer. Professor in mechanics in 1816. Surveys on centrifugal strengthes.;168;168 ° East;3,1;3,1 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;37;37;22;22;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
