NAME;F_LATIN;F_LONGIN;PLATE;IMAGE;LATIN;LONGIN
MONTES CORDILLERA;-17.5;-81.6;IV-194-H3;iv_194_h3;-42.97;+86.5
MONTES CORDILLERA;-17.5;-81.6;IV-195-H3;iv_195_h3;-14.91;+94.6
MONTES CORDILLERA;-17.5;-81.6;V-015-H1;v_015_h1;+14.23;+102.38
MONTES HAEMUS;+19.9;+9.2;IV-090-H2;iv_090_h2;+13.75;-15.87
MONTES HAEMUS;+19.9;+9.2;IV-097-H2;iv_097_h2;+12.97;-9.66
MONTES HAEMUS;+19.9;+9.2;IV-097-H3;iv_097_h3;+12.97;-9.66
MONTES HARBINGER;+27.0;-41.0;IV-144-H3;iv_144_h3;+14.03;+41.76
MONTES HARBINGER;+27.0;-41.0;IV-145-H1;iv_145_h1;+42.34;+33.7
MONTES HARBINGER;+27.0;-41.0;IV-151-H1;iv_151_h1;+40.88;+40.2
MONTES JURA;+47.1;-34.0;IV-145-H2;iv_145_h2;+42.34;+33.7
MONTES JURA;+47.1;-34.0;IV-145-H3;iv_145_h3;+42.34;+33.7
MONTES JURA;+47.1;-34.0;IV-151-H2;iv_151_h2;+40.88;+40.2
MONTES JURA;+47.1;-34.0;IV-151-H3;iv_151_h3;+40.88;+40.2
MONTES PYRENAEUS;-15.6;+41.2;IV-065-H2;iv_065_h2;-14.9;-43.3
MONTES PYRENAEUS;-15.6;+41.2;IV-072-H2;iv_072_h2;-15.77;-37.86
MONTES RECTI;+48.0;-20.0;IV-127-H3;iv_127_h3;+41.2;+14.29
MONTES RECTI;+48.0;-20.0;IV-134-H3;iv_134_h3;+46.31;+18.14
MONTES RECTI;+48.0;-20.0;IV-139-H3;iv_139_h3;+42.16;+28.25
MONTES RIPHAEUS;-7;-28;IV-125-H3;iv_125_h3;-14.89;+22.97
MONTES RIPHAEUS;-7;-28;IV-132-H2;iv_132_h2;-9.14;+29.59
MONTES RIPHAEUS;-7;-28;IV-132-H3;iv_132_h3;-9.14;+29.59
MONTES ROOK;-20.6;-82.5;IV-181-H1;iv_181_h1;-13.09;+82.18
MONTES ROOK;-20.6;-82.5;IV-181-H2;iv_181_h2;-13.09;+82.18
MONTES ROOK;-20.6;-82.5;IV-186-H3;iv_186_h3;-42.27;+81.34
MONTES ROOK;-20.6;-82.5;IV-187-H1;iv_187_h1;-14.97;+89.06
MONTES ROOK;-20.6;-82.5;IV-187-H2;iv_187_h2;-14.97;+89.06
MONTES ROOK;-20.6;-82.5;IV-187-H3;iv_187_h3;-14.97;+89.06
MONTES ROOK;-20.6;-82.5;IV-194-H3;iv_194_h3;-42.97;+86.5
MONTES ROOK;-20.6;-82.5;IV-195-H1;iv_195_h1;-14.91;+94.6
MONTES ROOK;-20.6;-82.5;IV-195-H3;iv_195_h3;-14.91;+94.6
MONTES ROOK;-20.6;-82.5;V-015-H1;v_015_h1;+14.23;+102.38
MONTES SECCHI;+3.0;+43.0;IV-066-H1;iv_066_h1;+13.47;-43.04
MONTES SPITZBERGEN;+35.0;-5.0;IV-115-H1;iv_115_h1;+42.27;+2.67
MONTES TAURUS;+28.4;+41.1;IV-066-H3;iv_066_h3;+13.47;-43.04
MONTES TAURUS;+28.4;+41.1;IV-073-H3;iv_073_h3;+12.53;-37.59
MONTES TAURUS;+28.4;+41.1;IV-074-H1;iv_074_h1;+40.7;-45.57
MONTES TENERIFFE;+47.1;-11.8;IV-122-H2;iv_122_h2;+42.08;+9.24
MONTES TENERIFFE;+47.1;-11.8;IV-122-H3;iv_122_h3;+42.08;+9.24
MONTES TENERIFFE;+47.1;-11.8;IV-127-H3;iv_127_h3;+41.2;+14.29
MONTES TENERIFFE;+47.1;-11.8;IV-128-H1;iv_128_h1;+69.92;+9.43
MONTES TENERIFFE;+47.1;-11.8;IV-134-H3;iv_134_h3;+46.31;+18.14
MONTES TENERIFFE;+47.1;-11.8;IV-140-H1;iv_140_h1;+71.05;+16.31
MONTGOLFIER;+47.3;-159.8;V-039-H3;v_039_h3;+38.71;+159.46
MONTGOLFIER;+47.3;-159.8;V-039-M;v_039_m;+38.84;+159.43
MOORE;+37.4;-177.5;V-053-M;v_053_m;+48.97;+176.11
MORETUS;-70.6;-5.8;IV-106-H2;iv_106_h2;-72.16;-9.45
MORETUS;-70.6;-5.8;IV-106-M;iv_106_m;-72.16;-9.45
MORETUS;-70.6;-5.8;IV-118-H2;iv_118_h2;-72.49;+6.99
MORETUS;-70.6;-5.8;IV-118-M;iv_118_m;-72.49;+6.99
MORETUS;-70.6;-5.8;IV-130-H2;iv_130_h2;-65.02;+25.85
MORETUS;-70.6;-5.8;IV-130-M;iv_130_m;-65.02;+25.85
MORETUS;-70.6;-5.8;IV-154-M;iv_154_m;-71.7;+33.52
MOROZOV;+5.0;+127.4;I-136-M;i_136_m;-5.4;-129.34
MOSELEY;+20.9;-90.1;IV-188-H3;iv_188_h3;+13.38;+89.22
MOSELEY;+20.9;-90.1;IV-196-H3;iv_196_h3;+12.85;+94.86
MOSTING;-0.7;-5.9;IV-108-H3;iv_108_h3;-14.26;+2.36
MOSTING;-0.7;-5.9;IV-109-H1;iv_109_h1;+13.79;+3.58
MOUCHEZ;+78.3;-26.6;IV-116-H3;iv_116_h3;+70.8;-4.49
MOUCHEZ;+78.3;-26.6;IV-128-H3;iv_128_h3;+69.92;+9.43
MOUCHEZ;+78.3;-26.6;IV-140-H3;iv_140_h3;+71.05;+16.31
MOUCHEZ;+78.3;-26.6;IV-152-H3;iv_152_h3;+69.78;+29.6
MOUCHEZ;+78.3;-26.6;IV-164-H3;iv_164_h3;+70.19;+41.49
MOUCHEZ;+78.3;-26.6;IV-176-H3;iv_176_h3;+69.96;+54.78
MOULTON;-61.1;+97.2;IV-005-H3;iv_005_h3;-71.5;-91.31
MULLER;-7.6;+2.1;IV-101-H3;iv_101_h3;-15.19;-3.83
MURCHISON;+5.1;-0.1;IV-102-H1;iv_102_h1;+12.96;-3.63
MURCHISON;+5.1;-0.1;IV-109-H1;iv_109_h1;+13.79;+3.58
MUTUS;-63.6;+30.1;IV-082-H3;iv_082_h3;-72.37;-32.47
MUTUS;-63.6;+30.1;IV-094-H3;iv_094_h3;-72.11;-20.19
NAGAOKA;+19.4;+154.0;V-103-M;v_103_m;+38.84;-150.83
NANSEN;+80.9;+95.3;IV-056-H3;iv_056_h3;+70.35;-68.44
NANSEN;+80.9;+95.3;IV-068-H3;iv_068_h3;+70.93;-53.66
NANSEN;+80.9;+95.3;IV-080-H3;iv_080_h3;+70.45;-46.09
NANSEN;+80.9;+95.3;IV-092-M;iv_092_m;+71.17;-32.23
NAONOBU;-4.6;+57.8;IV-053-H3;iv_053_h3;-14.82;-56.82
NAONOBU;-4.6;+57.8;IV-184-H1;iv_184_h1;-35.18;-69.32
NASIREDDIN;-41.0;+0.2;IV-107-H2;iv_107_h2;-42.41;-6.45
NASIREDDIN;-41.0;+0.2;IV-112-H2;iv_112_h2;-42.58;+1.35
NASMYTH;-50.5;-56.2;IV-160-H1;iv_160_h1;-42.79;+54.52
NASMYTH;-50.5;-56.2;IV-160-H2;iv_160_h2;-42.79;+54.52
NASMYTH;-50.5;-56.2;IV-166-H3;iv_166_h3;-71.31;+60.23
NASMYTH;-50.5;-56.2;IV-167-H1;iv_167_h1;-42.01;+60.7
NASMYTH;-50.5;-56.2;IV-172-H1;iv_172_h1;-42.94;+67.94
NASSAU;-24.9;+177.4;I-030-M;i_030_m;-10.27;+162.7
NASSAU;-24.9;+177.4;II-033-M;ii_033_m;-10.39;-174.07
NAUMANN;+35.4;-62.0;IV-163-H1;iv_163_h1;+41.21;+53.38
NAUMANN;+35.4;-62.0;IV-170-H1;iv_170_h1;+41.77;+59.6
NEANDER;-31.3;+39.9;IV-064-H3;iv_064_h3;-42.56;-50.55
NEANDER;-31.3;+39.9;IV-071-H3;iv_071_h3;-43.69;-46.67
NEANDER;-31.3;+39.9;IV-072-H1;iv_072_h1;-15.77;-37.86
NEARCH;-58.5;+39.1;IV-070-H3;iv_070_h3;-72.65;-49.06
NEARCH;-58.5;+39.1;IV-082-H3;iv_082_h3;-72.37;-32.47
NEARCH;-58.5;+39.1;IV-083-H1;iv_083_h1;-42.95;-32.82
NEARCH;-58.5;+39.1;IV-088-H1;iv_088_h1;-42.7;-24.94
NEARCH;-58.5;+39.1;IV-184-H3;iv_184_h3;-35.18;-69.32
NECHO;-5.0;+123.1;I-136-M;i_136_m;-5.4;-129.34
NEISON;+68.3;+25.1;IV-092-H2;iv_092_h2;+71.16;-32.22
NEISON;+68.3;+25.1;IV-104-H2;iv_104_h2;+70.35;-18.09
NEISON;+68.3;+25.1;IV-177-H1;iv_177_h1;+38.81;-67.86
NEISON;+68.3;+25.1;IV-191-H1;iv_191_h1;+38.3;-53.79
NEPER;+8.5;+84.6;II-196-M;ii_196_m;-8.94;-100.54
NEPER;+8.5;+84.6;IV-018-H1;iv_018_h1;+14.63;-90.47
NEPER;+8.5;+84.6;IV-018-H2;iv_018_h2;+14.63;-90.47
NEPER;+8.5;+84.6;IV-165-H3;iv_165_h3;+38.84;-81.13
NEUJMIN;-27.0;+125.0;I-102-M;i_102_m;-14.68;-104.35
NEUJMIN;-27.0;+125.0;I-117-M;i_117_m;-11.66;-152.84
NEUJMIN;-27.0;+125.0;I-136-M;i_136_m;-5.4;-129.34
NEUJMIN;-27.0;+125.0;III-121-H2;iii_121_h2;-24.08;-126.72
NEUJMIN;-27.0;+125.0;III-121-M;iii_121_m;-24.13;-126.81
NEUMAYER;-71.1;+70.7;IV-044-H2;iv_044_h2;-72.12;-69.06
NEUMAYER;-71.1;+70.7;IV-058-H2;iv_058_h2;-71.58;-54.4
NEUMAYER;-71.1;+70.7;IV-178-H3;iv_178_h3;-33.87;-82.21
NEWCOMB;+29.9;+43.8;IV-066-H3;iv_066_h3;+13.47;-43.04
NEWCOMB;+29.9;+43.8;IV-067-H1;iv_067_h1;+41.8;-51.64
NEWCOMB;+29.9;+43.8;IV-074-H1;iv_074_h1;+40.7;-45.57
NEWTON;-76.7;-16.9;IV-118-H2;iv_118_h2;-72.49;+6.99
NEWTON;-76.7;-16.9;IV-130-H2;iv_130_h2;-65.02;+25.85
NEWTON;-76.7;-16.9;IV-154-H2;iv_154_h2;-71.7;+33.51
NICHOLSON;-26.2;-85.1;IV-181-H1;iv_181_h1;-13.09;+82.18
NICHOLSON;-26.2;-85.1;IV-186-H3;iv_186_h3;-42.27;+81.34
NICHOLSON;-26.2;-85.1;IV-187-H1;iv_187_h1;-14.97;+89.06
NICOLAI;-42.4;+25.9;IV-083-H2;iv_083_h2;-42.95;-32.82
NICOLAI;-42.4;+25.9;IV-088-H2;iv_088_h2;-42.7;-24.94
NICOLAI;-42.4;+25.9;IV-095-H2;iv_095_h2;-42.54;-18.7
NICOLLET;-21.9;-12.5;IV-113-H1;iv_113_h1;-14.64;+9.51
NICOLLET;-21.9;-12.5;IV-120-H1;iv_120_h1;-14.29;+15.64
NIELSEN;+31.8;-51.8;IV-158-H1;iv_158_h1;+41.99;+47.65
NIEPCE;+72.7;-119.1;V-006-H3;v_006_h3;+59.63;+111.66
NIEPCE;+72.7;-119.1;V-008-M;v_008_m;+59.72;+111.5
NIJLAND;+33.0;+134.1;V-158-M;v_158_m;+37.94;-126.79
NIJLAND;+33.0;+134.1;V-163-M;v_163_m;+38.16;-121.24
NIKOLAEV;+35.2;+151.3;V-085-M;v_085_m;+38.85;-158.87
NIKOLAEV;+35.2;+151.3;V-103-H1;v_103_h1;+38.72;-150.81
NIKOLAEV;+35.2;+151.3;V-103-H2;v_103_h2;+38.72;-150.81
NIKOLAEV;+35.2;+151.3;V-103-M;v_103_m;+38.84;-150.83
NIKOLAEV;+35.2;+151.3;V-124-M;v_124_m;+38.67;-143.83
NISHINA;-44.6;-170.4;V-043-M;v_043_m;-47.43;+151.42
NO ADEQUATE IMAGE;+;+;IV-045-M;iv_045_m;-42.41;-71.8
NO ADEQUATE IMAGE;+;+;IV-054-M;iv_054_m;+13.6;-56.7
NO ADEQUATE IMAGE;+;+;IV-061-M;iv_061_m;+14.14;-49.69
NO ADEQUATE IMAGE;+;+;IV-064-M;iv_064_m;-42.55;-50.55
NO ADEQUATE IMAGE;+;+;IV-066-M;iv_066_m;+13.47;-43.04
NO ADEQUATE IMAGE;+;+;IV-195-M;iv_195_m;-14.91;+94.6
NOBILI;+0.2;+75.9;IV-178-H1;iv_178_h1;-33.87;-82.21
NOETHER;+66.6;-113.5;V-006-H3;v_006_h3;+59.63;+111.66
NOETHER;+66.6;-113.5;V-008-M;v_008_m;+59.72;+111.5
NOGGERATH;-48.8;-45.7;IV-155-H1;iv_155_h1;-42.41;+48.89
NOGGERATH;-48.8;-45.7;IV-155-H2;iv_155_h2;-42.41;+48.89
NOGGERATH;-48.8;-45.7;IV-160-H1;iv_160_h1;-42.79;+54.52
NONIUS;-34.8;+3.8;IV-100-H3;iv_100_h3;-42.72;-12.29
NONIUS;-34.8;+3.8;IV-107-H3;iv_107_h3;-42.41;-6.45
NORMAN;-11.8;-30.4;IV-132-H2;iv_132_h2;-9.14;+29.59
NORTH POLE;+;+;IV-068-H3;iv_068_h3;+70.93;-53.66
NORTH POLE;+;+;IV-080-H3;iv_080_h3;+70.45;-46.09
NORTH POLE;+;+;IV-092-H3;iv_092_h3;+71.16;-32.22
NORTH POLE;+;+;IV-104-H3;iv_104_h3;+70.35;-18.09
NORTH POLE;+;+;IV-116-H3;iv_116_h3;+70.8;-4.49
NORTH POLE;+;+;IV-128-H3;iv_128_h3;+69.92;+9.43
NORTH POLE;+;+;IV-140-H3;iv_140_h3;+71.05;+16.31
NORTH POLE;+;+;IV-176-H3;iv_176_h3;+69.96;+54.78
NORTH POLE;+;+;IV-190-H3;iv_190_h3;+70.33;+63.48
NUMEROV;-70.7;-160.7;IV-008-M;iv_008_m;-70.49;-91.36
NUMEROV;-70.7;-160.7;V-021-M;v_021_m;-85.28;+168.61
NUNN;+4.6;+91.1;II-196-M;ii_196_m;-8.94;-100.54
NUNN;+4.6;+91.1;IV-018-H1;iv_018_h1;+14.63;-90.47
NUSL;+32.3;+167.6;V-079-H1;v_079_h1;+38.66;-167.55
NUSL;+32.3;+167.6;V-079-M;v_079_m;+38.78;-167.58
NUSL;+32.3;+167.6;V-085-M;v_085_m;+38.85;-158.87
OBRUCHEV;-38.9;+162.1;V-065-M;v_065_m;-48.77;+168.61
OCEANUS PROCELLARUM;+18.4;-57.4;IV-125-M;iv_125_m;-14.89;+22.97
OCEANUS PROCELLARUM;+18.4;-57.4;IV-132-H3;iv_132_h3;-9.14;+29.59
OCEANUS PROCELLARUM;+18.4;-57.4;IV-132-M;iv_132_m;-9.14;+29.59
OCEANUS PROCELLARUM;+18.4;-57.4;IV-134-H1;iv_134_h1;+46.31;+18.14
OCEANUS PROCELLARUM;+18.4;-57.4;IV-136-M;iv_136_m;-42.64;+27.4
OCEANUS PROCELLARUM;+18.4;-57.4;IV-137-H3;iv_137_h3;-14.98;+35.28
OCEANUS PROCELLARUM;+18.4;-57.4;IV-137-M;iv_137_m;-14.97;+35.28
OCEANUS PROCELLARUM;+18.4;-57.4;IV-138-H2;iv_138_h2;+13.7;+36.45
OCEANUS PROCELLARUM;+18.4;-57.4;IV-138-M;iv_138_m;+13.71;+36.45
OCEANUS PROCELLARUM;+18.4;-57.4;IV-142-M;iv_142_m;-42.03;+33.37
OCEANUS PROCELLARUM;+18.4;-57.4;IV-143-H3;iv_143_h3;-14.3;+41.41
OCEANUS PROCELLARUM;+18.4;-57.4;IV-143-M;iv_143_m;-14.29;+41.41
OCEANUS PROCELLARUM;+18.4;-57.4;IV-144-H1;iv_144_h1;+14.03;+41.76
OCEANUS PROCELLARUM;+18.4;-57.4;IV-144-H2;iv_144_h2;+14.03;+41.76
OCEANUS PROCELLARUM;+18.4;-57.4;IV-144-H3;iv_144_h3;+14.03;+41.76
OCEANUS PROCELLARUM;+18.4;-57.4;IV-144-M;iv_144_m;+14.04;+41.76
OCEANUS PROCELLARUM;+18.4;-57.4;IV-145-M;iv_145_m;+42.34;+33.7
OCEANUS PROCELLARUM;+18.4;-57.4;IV-148-M;iv_148_m;-42.94;+41.38
OCEANUS PROCELLARUM;+18.4;-57.4;IV-149-H3;iv_149_h3;-15.05;+48.76
OCEANUS PROCELLARUM;+18.4;-57.4;IV-149-M;iv_149_m;-15.05;+48.76
OCEANUS PROCELLARUM;+18.4;-57.4;IV-150-H1;iv_150_h1;+12.7;+49.29
OCEANUS PROCELLARUM;+18.4;-57.4;IV-150-H3;iv_150_h3;+12.7;+49.29
OCEANUS PROCELLARUM;+18.4;-57.4;IV-150-M;iv_150_m;+12.7;+49.29
OCEANUS PROCELLARUM;+18.4;-57.4;IV-151-H1;iv_151_h1;+40.88;+40.2
OCEANUS PROCELLARUM;+18.4;-57.4;IV-151-M;iv_151_m;+40.88;+40.2
OCEANUS PROCELLARUM;+18.4;-57.4;IV-155-M;iv_155_m;-42.4;+48.89
OCEANUS PROCELLARUM;+18.4;-57.4;IV-156-H3;iv_156_h3;-14.88;+55.8
OCEANUS PROCELLARUM;+18.4;-57.4;IV-156-M;iv_156_m;-14.87;+55.8
OCEANUS PROCELLARUM;+18.4;-57.4;IV-157-H1;iv_157_h1;+13.36;+56.27
OCEANUS PROCELLARUM;+18.4;-57.4;IV-157-H2;iv_157_h2;+13.36;+56.27
OCEANUS PROCELLARUM;+18.4;-57.4;IV-157-H3;iv_157_h3;+13.36;+56.27
OCEANUS PROCELLARUM;+18.4;-57.4;IV-157-M;iv_157_m;+13.36;+56.27
OCEANUS PROCELLARUM;+18.4;-57.4;IV-158-H1;iv_158_h1;+41.99;+47.65
OCEANUS PROCELLARUM;+18.4;-57.4;IV-158-M;iv_158_m;+41.99;+47.65
OCEANUS PROCELLARUM;+18.4;-57.4;IV-160-M;iv_160_m;-42.79;+54.52
OCEANUS PROCELLARUM;+18.4;-57.4;IV-161-H3;iv_161_h3;-15.13;+61.98
OCEANUS PROCELLARUM;+18.4;-57.4;IV-161-M;iv_161_m;-15.13;+61.98
OCEANUS PROCELLARUM;+18.4;-57.4;IV-162-H2;iv_162_h2;+13.22;+62.17
OCEANUS PROCELLARUM;+18.4;-57.4;IV-162-H3;iv_162_h3;+13.22;+62.17
OCEANUS PROCELLARUM;+18.4;-57.4;IV-162-M;iv_162_m;+13.23;+62.17
OCEANUS PROCELLARUM;+18.4;-57.4;IV-163-H1;iv_163_h1;+41.21;+53.38
OCEANUS PROCELLARUM;+18.4;-57.4;IV-163-M;iv_163_m;+41.22;+53.37
OCEANUS PROCELLARUM;+18.4;-57.4;IV-164-M;iv_164_m;+70.2;+41.49
OCEANUS PROCELLARUM;+18.4;-57.4;IV-167-M;iv_167_m;-42.01;+60.7
OCEANUS PROCELLARUM;+18.4;-57.4;IV-168-M;iv_168_m;-14.44;+68.18
OCEANUS PROCELLARUM;+18.4;-57.4;IV-169-H2;iv_169_h2;+13.69;+68.48
OCEANUS PROCELLARUM;+18.4;-57.4;IV-169-H3;iv_169_h3;+13.69;+68.48
OCEANUS PROCELLARUM;+18.4;-57.4;IV-169-M;iv_169_m;+13.7;+68.48
OCEANUS PROCELLARUM;+18.4;-57.4;IV-170-H1;iv_170_h1;+41.77;+59.6
OCEANUS PROCELLARUM;+18.4;-57.4;IV-170-H2;iv_170_h2;+41.77;+59.6
OCEANUS PROCELLARUM;+18.4;-57.4;IV-170-M;iv_170_m;+41.77;+59.6
OCEANUS PROCELLARUM;+18.4;-57.4;IV-172-M;iv_172_m;-42.93;+67.94
OCEANUS PROCELLARUM;+18.4;-57.4;IV-173-M;iv_173_m;-14.76;+75.41
OCEANUS PROCELLARUM;+18.4;-57.4;IV-174-M;iv_174_m;+13.37;+76
OCEANUS PROCELLARUM;+18.4;-57.4;IV-175-H1;iv_175_h1;+41.29;+66.78
OCEANUS PROCELLARUM;+18.4;-57.4;IV-175-H2;iv_175_h2;+41.29;+66.78
OCEANUS PROCELLARUM;+18.4;-57.4;IV-175-H3;iv_175_h3;+41.29;+66.78
OCEANUS PROCELLARUM;+18.4;-57.4;IV-175-M;iv_175_m;+41.29;+66.78
OCEANUS PROCELLARUM;+18.4;-57.4;IV-176-H1;iv_176_h1;+69.96;+54.78
OCEANUS PROCELLARUM;+18.4;-57.4;IV-180-M;iv_180_m;-40.83;+75.22
OCEANUS PROCELLARUM;+18.4;-57.4;IV-181-M;iv_181_m;-13.09;+82.18
OCEANUS PROCELLARUM;+18.4;-57.4;IV-182-M;iv_182_m;+15.26;+81.41
OCEANUS PROCELLARUM;+18.4;-57.4;IV-183-H1;iv_183_h1;+43.52;+71.01
OCEANUS PROCELLARUM;+18.4;-57.4;IV-183-H3;iv_183_h3;+43.52;+71.01
OCEANUS PROCELLARUM;+18.4;-57.4;IV-183-M;iv_183_m;+43.52;+71.01
OCEANUS PROCELLARUM;+18.4;-57.4;IV-187-M;iv_187_m;-14.96;+89.06
OCEANUS PROCELLARUM;+18.4;-57.4;IV-188-M;iv_188_m;+13.39;+89.22
OCEANUS PROCELLARUM;+18.4;-57.4;IV-189-M;iv_189_m;+41.71;+79.99
OCEANUS PROCELLARUM;+18.4;-57.4;IV-190-M;iv_190_m;+70.33;+63.47
O'DAY;-30.6;+157.5;II-075-H3;ii_075_h3;-21.1;-158.01
OENOPIDES;+57.0;-64.1;IV-175-H3;iv_175_h3;+41.29;+66.78
OENOPIDES;+57.0;-64.1;IV-176-H1;iv_176_h1;+69.96;+54.78
OENOPIDES;+57.0;-64.1;IV-183-H3;iv_183_h3;+43.52;+71.01
OENOPIDES;+57.0;-64.1;IV-190-H1;iv_190_h1;+70.33;+63.48
OERSTED;+43.1;+47.2;IV-067-H2;iv_067_h2;+41.8;-51.64
OERSTED;+43.1;+47.2;IV-074-H2;iv_074_h2;+40.7;-45.57
OERSTED;+43.1;+47.2;IV-191-H2;iv_191_h2;+38.3;-53.79
OHM;+18.4;-113.5;V-015-H2;v_015_h2;+14.23;+102.38
OKEN;-43.7;+75.9;IV-038-H2;iv_038_h2;-42.64;-77.77
OKEN;-43.7;+75.9;IV-178-H2;iv_178_h2;-33.87;-82.21
OKEN;-43.7;+75.9;IV-184-H2;iv_184_h2;-35.18;-69.32
OLBERS;+7.4;-75.9;IV-174-H1;iv_174_h1;+13.37;+76
OLBERS;+7.4;-75.9;IV-174-H2;iv_174_h2;+13.37;+76
OLCOTT;+20.6;+117.8;V-158-M;v_158_m;+37.94;-126.79
OLCOTT;+20.6;+117.8;V-163-M;v_163_m;+38.16;-121.24
OLIVIER;+59.1;+138.5;V-124-M;v_124_m;+38.67;-143.83
OPELT;-16.3;-17.5;IV-120-H2;iv_120_h2;-14.29;+15.64
OPPENHEIMER;-35.2;-166.3;V-043-M;v_043_m;-47.43;+151.42
OPPOLZER;-1.5;-0.5;IV-101-H3;iv_101_h3;-15.19;-3.83
OPPOLZER;-1.5;-0.5;IV-102-H1;iv_102_h1;+12.96;-3.63
OPPOLZER;-1.5;-0.5;IV-108-H3;iv_108_h3;-14.26;+2.36
ORESME;-42.4;+169.2;V-065-M;v_065_m;-48.77;+168.61
ORLOV;-25.7;-175.0;I-030-M;i_030_m;-10.27;+162.7
ORLOV;-25.7;-175.0;I-035-M;i_035_m;-8.72;+162.6
ORLOV;-25.7;-175.0;I-036-M;i_036_m;-8.65;+162.1
ORLOV;-25.7;-175.0;I-037-M;i_037_m;-7.98;+157.76
ORLOV;-25.7;-175.0;II-033-M;ii_033_m;-10.39;-174.07
ORONTIUS;-40.6;-4.6;IV-112-H2;iv_112_h2;-42.58;+1.35
ORONTIUS;-40.6;-4.6;IV-119-H2;iv_119_h2;-42.79;+7.44
OSTWALD;+10.4;+121.9;I-117-M;i_117_m;-11.66;-152.84
OSTWALD;+10.4;+121.9;I-136-M;i_136_m;-5.4;-129.34
PALISA;-9.4;-7.2;IV-108-H2;iv_108_h2;-14.26;+2.36
PALISA;-9.4;-7.2;IV-113-H3;iv_113_h3;-14.64;+9.51
PALITZSCH;-28.0;+64.5;IV-184-H2;iv_184_h2;-35.18;-69.32
PALLAS;+5.5;-1.6;IV-102-H1;iv_102_h1;+12.96;-3.63
PALLAS;+5.5;-1.6;IV-109-H1;iv_109_h1;+13.79;+3.58
PALMIERI;-28.6;-47.7;IV-148-H3;iv_148_h3;-42.95;+41.38
PALMIERI;-28.6;-47.7;IV-149-H1;iv_149_h1;-15.05;+48.76
PALUS EPIDEMIARUM;-32.0;-28.2;IV-124-H3;iv_124_h3;-43;+14.08
PALUS EPIDEMIARUM;-32.0;-28.2;IV-131-H3;iv_131_h3;-36.5;+23.47
PALUS EPIDEMIARUM;-32.0;-28.2;IV-132-H1;iv_132_h1;-9.14;+29.59
PALUS EPIDEMIARUM;-32.0;-28.2;IV-132-M;iv_132_m;-9.14;+29.59
PALUS EPIDEMIARUM;-32.0;-28.2;IV-136-H3;iv_136_h3;-42.65;+27.4
PALUS EPIDEMIARUM;-32.0;-28.2;IV-137-H1;iv_137_h1;-14.98;+35.28
PALUS EPIDEMIARUM;-32.0;-28.2;IV-137-M;iv_137_m;-14.97;+35.28
PALUS EPIDEMIARUM;-32.0;-28.2;IV-143-M;iv_143_m;-14.29;+41.41
PALUS PUTREDINIS;+26.5;+0.4;IV-102-H3;iv_102_h3;+12.96;-3.63
PALUS PUTREDINIS;+26.5;+0.4;IV-103-H1;iv_103_h1;+41.82;-11.28
PALUS PUTREDINIS;+26.5;+0.4;IV-109-H3;iv_109_h3;+13.79;+3.58
PALUS PUTREDINIS;+26.5;+0.4;IV-110-H1;iv_110_h1;+42.59;-3.35
PALUS SOMNI;+14.1;+45.0;IV-066-H2;iv_066_h2;+13.47;-43.04
PANNEKOEK;-4.2;+140.5;I-115-M;i_115_m;-2.92;-145.26
PANNEKOEK;-4.2;+140.5;I-116-M;i_116_m;-1.14;-153.4
PANNEKOEK;-4.2;+140.5;I-136-M;i_136_m;-5.4;-129.34
PAPALEKSI;+10.2;+164.0;II-034-M;ii_034_m;+4.59;-173.51
PARACELSUS;-23.0;+163.1;II-033-M;ii_033_m;-10.39;-174.07
PARACELSUS;-23.0;+163.1;II-075-M;ii_075_m;-21.21;-157.99
PARASKEVOPOULUS;+50.4;-149.9;V-008-M;v_008_m;+59.72;+111.5
PARASKEVOPOULUS;+50.4;-149.9;V-028-H3;v_028_h3;+26.39;+133.19
PARASKEVOPOULUS;+50.4;-149.9;V-029-H1;v_029_h1;+59.12;+147.18
PARENAGO;+25.9;-108.5;V-008-M;v_008_m;+59.72;+111.5
PARENAGO;+25.9;-108.5;V-014-M;v_014_m;+14.75;+102.28
PARENAGO;+25.9;-108.5;V-015-H2;v_015_h2;+14.23;+102.38
PARENAGO;+25.9;-108.5;V-015-H3;v_015_h3;+14.23;+102.38
PARROT;-14.5;+3.3;IV-101-H2;iv_101_h2;-15.19;-3.83
PARRY;-7.9;-15.8;IV-120-H3;iv_120_h3;-14.29;+15.64
PASCAL;+74.6;-70.3;IV-176-H2;iv_176_h2;+69.96;+54.78
PASCAL;+74.6;-70.3;IV-190-H2;iv_190_h2;+70.33;+63.48
PASCHEN;-13.5;-139.8;I-028-M;i_028_m;-10.23;+153.78
PASCHEN;-13.5;-139.8;V-030-H3;v_030_h3;-25.79;+139.3
PASCHEN;-13.5;-139.8;V-030-M;v_030_m;-25.37;+139.16
PASTEUR;-11.9;+104.6;II-196-H2;ii_196_h2;-8.84;-100.56
PASTEUR;-11.9;+104.6;II-196-H3;ii_196_h3;-8.84;-100.56
PASTEUR;-11.9;+104.6;II-196-M;ii_196_m;-8.94;-100.54
PASTEUR;-11.9;+104.6;IV-017-M;iv_017_m;+14.25;-90.44
PASTEUR;-11.9;+104.6;IV-146-M;iv_146_m;+1.13;-162.38
