NAME;F_LATIN;F_LONGIN;PLATE;IMAGE;LATIN;LONGIN
GAUSS;+35.7;+79.0;IV-165-M;iv_165_m;+38.83;-81.13
GAUSS;+35.7;+79.0;IV-177-H2;iv_177_h2;+38.81;-67.86
GAUSS;+35.7;+79.0;IV-177-M;iv_177_m;+38.81;-67.86
GAY-LUSSAC;+13.9;-20.8;IV-121-H2;iv_121_h2;+13.81;+16.79
GAY-LUSSAC;+13.9;-20.8;IV-126-H2;iv_126_h2;+12.86;+23.05
GEBER;-19.4;+13.9;IV-089-H2;iv_089_h2;-15.09;-16.9
GEBER;-19.4;+13.9;IV-096-H2;iv_096_h2;-15.18;-10.67
GEIGER;-14.6;+158.5;I-115-M;i_115_m;-2.92;-145.26
GEIGER;-14.6;+158.5;I-116-M;i_116_m;-1.14;-153.4
GEIGER;-14.6;+158.5;II-075-H1;ii_075_h1;-21.1;-158.01
GEIGER;-14.6;+158.5;II-075-M;ii_075_m;-21.21;-157.99
GEMINUS;+34.5;+56.7;IV-055-H1;iv_055_h1;+42.07;-65.57
GEMINUS;+34.5;+56.7;IV-062-H1;iv_062_h1;+42.38;-59.16
GEMINUS;+34.5;+56.7;IV-177-H2;iv_177_h2;+38.81;-67.86
GEMINUS;+34.5;+56.7;IV-191-H2;iv_191_h2;+38.3;-53.79
GEMMA FRISIUS;-34.2;+13.3;IV-088-H3;iv_088_h3;-42.7;-24.94
GEMMA FRISIUS;-34.2;+13.3;IV-095-H3;iv_095_h3;-42.54;-18.7
GEMMA FRISIUS;-34.2;+13.3;IV-095-M;iv_095_m;-42.53;-18.7
GEMMA FRISIUS;-34.2;+13.3;IV-100-H3;iv_100_h3;-42.72;-12.29
GERARD;+44.5;-80.0;IV-189-H2;iv_189_h2;+41.71;+79.99
GERASIMOVICH;-22.9;-122.6;V-015-H1;v_015_h1;+14.23;+102.38
GERASIMOVICH;-22.9;-122.6;V-022-H2;v_022_h2;-26.96;+112.55
GERASIMOVICH;-22.9;-122.6;V-026-H2;v_026_h2;-27.65;+125.06
GIBBS;-18.4;+84.3;II-196-M;ii_196_m;-8.94;-100.54
GIBBS;-18.4;+84.3;IV-017-M;iv_017_m;+14.25;-90.44
GIBBS;-18.4;+84.3;IV-027-H2;iv_027_h2;-15.22;-82.67
GIBBS;-18.4;+84.3;IV-178-H1;iv_178_h1;-33.87;-82.21
GILBERT;-3.2;+76.0;IV-178-H1;iv_178_h1;-33.87;-82.21
GILL;-63.9;+75.9;IV-044-H3;iv_044_h3;-72.12;-69.06
GILL;-63.9;+75.9;IV-178-H3;iv_178_h3;-33.87;-82.21
GIOJA;+83.3;+2.0;IV-080-H3;iv_080_h3;+70.45;-46.09
GIOJA;+83.3;+2.0;IV-092-H3;iv_092_h3;+71.16;-32.22
GIOJA;+83.3;+2.0;IV-104-H3;iv_104_h3;+70.35;-18.09
GIOJA;+83.3;+2.0;IV-116-H3;iv_116_h3;+70.8;-4.49
GIOJA;+83.3;+2.0;IV-128-H3;iv_128_h3;+69.92;+9.43
GIOJA;+83.3;+2.0;IV-140-H3;iv_140_h3;+71.05;+16.31
GIOJA;+83.3;+2.0;IV-152-H3;iv_152_h3;+69.78;+29.6
GIOJA;+83.3;+2.0;IV-164-H3;iv_164_h3;+70.19;+41.49
GIOJA;+83.3;+2.0;IV-176-H3;iv_176_h3;+69.96;+54.78
GIOJA;+83.3;+2.0;IV-190-H3;iv_190_h3;+70.33;+63.48
GIORDANO BRUNO;+35.9;+102.8;V-181-M;v_181_m;+41.96;-109.41
GLAISHER;+13.2;+49.5;IV-061-H2;iv_061_h2;+14.14;-49.69
GLAISHER;+13.2;+49.5;IV-191-H3;iv_191_h3;+38.3;-53.79
GLAUBER;+11.5;+142.6;I-115-M;i_115_m;-2.92;-145.26
GLAUBER;+11.5;+142.6;I-116-M;i_116_m;-1.14;-153.4
GLAZENAP;-1.6;+137.6;I-115-M;i_115_m;-2.92;-145.26
GLAZENAP;-1.6;+137.6;I-117-M;i_117_m;-11.66;-152.84
GLAZENAP;-1.6;+137.6;I-136-M;i_136_m;-5.4;-129.34
GOCLENIUS;-10.0;+45.0;IV-060-H2;iv_060_h2;-13.58;-48.79
GOCLENIUS;-10.0;+45.0;IV-065-H2;iv_065_h2;-14.9;-43.3
GODDARD;+14.8;+89.0;IV-018-H2;iv_018_h2;+14.63;-90.47
GODDARD;+14.8;+89.0;IV-165-H3;iv_165_h3;+38.84;-81.13
GODIN;+1.8;+10.2;IV-097-H1;iv_097_h1;+12.97;-9.66
GOLDSCHMIDT;+73.2;-3.8;IV-104-H2;iv_104_h2;+70.35;-18.09
GOLDSCHMIDT;+73.2;-3.8;IV-116-H2;iv_116_h2;+70.8;-4.49
GOLDSCHMIDT;+73.2;-3.8;IV-128-H2;iv_128_h2;+69.92;+9.43
GOLDSCHMIDT;+73.2;-3.8;IV-140-H2;iv_140_h2;+71.05;+16.31
GOLDSCHMIDT;+73.2;-3.8;IV-190-M;iv_190_m;+70.33;+63.47
GOLDSCHMIDT;+73.2;-3.8;IV-191-H1;iv_191_h1;+38.3;-53.79
GOLGI;+27.8;-60.0;IV-162-H3;iv_162_h3;+13.22;+62.17
GOLOVIN;+39.9;+161.1;V-079-M;v_079_m;+38.78;-167.58
GOLOVIN;+39.9;+161.1;V-085-H2;v_085_h2;+38.73;-158.84
GOLOVIN;+39.9;+161.1;V-085-M;v_085_m;+38.85;-158.87
GOLOVIN;+39.9;+161.1;V-103-M;v_103_m;+38.84;-150.83
GOODACRE;-32.7;+14.1;IV-088-H3;iv_088_h3;-42.7;-24.94
GOODACRE;-32.7;+14.1;IV-095-H3;iv_095_h3;-42.54;-18.7
GOULD;-19.2;-17.2;IV-120-H2;iv_120_h2;-14.29;+15.64
GRACHEV;-3.7;-108.2;V-015-H1;v_015_h1;+14.23;+102.38
GRACHEV;-3.7;-108.2;V-022-H3;v_022_h3;-26.96;+112.55
GRAFF;-42.4;-88.6;IV-186-H2;iv_186_h2;-42.27;+81.34
GRAFF;-42.4;-88.6;IV-193-H3;iv_193_h3;-63.88;+85.98
GRAFF;-42.4;-88.6;IV-194-H2;iv_194_h2;-42.97;+86.5
GRAVE;-17.1;+150.3;I-115-M;i_115_m;-2.92;-145.26
GRAVE;-17.1;+150.3;I-116-M;i_116_m;-1.14;-153.4
GRAVE;-17.1;+150.3;II-075-M;ii_075_m;-21.21;-157.99
GREAVES;+13.2;+52.7;IV-054-H2;iv_054_h2;+13.59;-56.7
GREAVES;+13.2;+52.7;IV-061-H2;iv_061_h2;+14.14;-49.69
GREAVES;+13.2;+52.7;IV-191-H3;iv_191_h3;+38.3;-53.79
GREEN;+4.1;+132.9;I-115-M;i_115_m;-2.92;-145.26
GREEN;+4.1;+132.9;I-117-M;i_117_m;-11.66;-152.84
GREEN;+4.1;+132.9;I-136-M;i_136_m;-5.4;-129.34
GREGORY;+2.2;+127.2;I-136-M;i_136_m;-5.4;-129.34
GRIMALDI;-5.5;-68.3;IV-161-H3;iv_161_h3;-15.13;+61.98
GRIMALDI;-5.5;-68.3;IV-161-M;iv_161_m;-15.13;+61.98
GRIMALDI;-5.5;-68.3;IV-162-M;iv_162_m;+13.23;+62.17
GRIMALDI;-5.5;-68.3;IV-168-H3;iv_168_h3;-14.45;+68.18
GRIMALDI;-5.5;-68.3;IV-168-M;iv_168_m;-14.44;+68.18
GRIMALDI;-5.5;-68.3;IV-169-M;iv_169_m;+13.7;+68.48
GRIMALDI;-5.5;-68.3;IV-173-M;iv_173_m;-14.76;+75.41
GRIMALDI;-5.5;-68.3;IV-174-M;iv_174_m;+13.37;+76
GRIMALDI;-5.5;-68.3;IV-181-M;iv_181_m;-13.09;+82.18
GRIMALDI;-5.5;-68.3;IV-187-M;iv_187_m;-14.96;+89.06
GRIMALDI;-5.5;-68.3;IV-188-M;iv_188_m;+13.39;+89.22
GRISSOM;-47.0;-147.4;V-026-H1;v_026_h1;-27.65;+125.06
GRISSOM;-47.0;-147.4;V-030-H1;v_030_h1;-25.79;+139.3
GROVE;+40.3;+32.9;IV-079-H2;iv_079_h2;+41.83;-39.05
GROVE;+40.3;+32.9;IV-086-H2;iv_086_h2;+41.02;-31.25
GRUEMBERGER;-66.9;-10.0;IV-118-H2;iv_118_h2;-72.49;+6.99
GRUEMBERGER;-66.9;-10.0;IV-130-H2;iv_130_h2;-65.02;+25.85
GRUITHUISEN;+32.9;-39.7;IV-145-H1;iv_145_h1;+42.34;+33.7
GRUITHUISEN;+32.9;-39.7;IV-151-H1;iv_151_h1;+40.88;+40.2
GUERICKE;-11.5;-14.1;IV-113-H2;iv_113_h2;-14.64;+9.51
GUERICKE;-11.5;-14.1;IV-120-H2;iv_120_h2;-14.29;+15.64
GUILLAUME;+45.4;-173.4;V-053-H1;v_053_h1;+48.85;+176.1
GUILLAUME;+45.4;-173.4;V-053-H2;v_053_h2;+48.85;+176.1
GUILLAUME;+45.4;-173.4;V-053-M;v_053_m;+48.97;+176.11
GULLSTRAND;+45.2;-129.3;V-015-H3;v_015_h3;+14.23;+102.38
GULLSTRAND;+45.2;-129.3;V-024-H3;v_024_h3;+26.54;+120.17
GULLSTRAND;+45.2;-129.3;V-025-H1;v_025_h1;+59.08;+129.77
GUM;-40.4;+88.6;IV-009-H2;iv_009_h2;-41.79;-96.2
GUTENBERG;-8.6;+41.2;IV-065-H3;iv_065_h3;-14.9;-43.3
GUTENBERG;-8.6;+41.2;IV-072-H3;iv_072_h3;-15.77;-37.86
GUTHNICK;-47.7;-93.9;IV-193-H3;iv_193_h3;-63.88;+85.98
GUYOT;+11.4;+117.5;I-136-M;i_136_m;-5.4;-129.34
GUYOT;+11.4;+117.5;II-196-M;ii_196_m;-8.94;-100.54
GYLDEN;-5.3;+0.3;IV-101-H3;iv_101_h3;-15.19;-3.83
GYLDEN;-5.3;+0.3;IV-108-H3;iv_108_h3;-14.26;+2.36
H.G. WELLS;+40.7;+122.8;V-158-H2;v_158_h2;+37.83;-126.77
H.G. WELLS;+40.7;+122.8;V-158-H3;v_158_h3;+37.83;-126.77
H.G. WELLS;+40.7;+122.8;V-158-M;v_158_m;+37.94;-126.79
H.G. WELLS;+40.7;+122.8;V-163-H2;v_163_h2;+38.04;-121.22
H.G. WELLS;+40.7;+122.8;V-163-H3;v_163_h3;+38.04;-121.22
H.G. WELLS;+40.7;+122.8;V-163-M;v_163_m;+38.16;-121.24
H.G. WELLS;+40.7;+122.8;V-181-M;v_181_m;+41.96;-109.41
HAGECIUS;-59.8;+46.6;IV-058-H3;iv_058_h3;-71.58;-54.4
HAGECIUS;-59.8;+46.6;IV-070-H3;iv_070_h3;-72.65;-49.06
HAGECIUS;-59.8;+46.6;IV-076-H1;iv_076_h1;-42.77;-37.87
HAGECIUS;-59.8;+46.6;IV-083-H1;iv_083_h1;-42.95;-32.82
HAGECIUS;-59.8;+46.6;IV-184-H3;iv_184_h3;-35.18;-69.32
HAHN;+31.3;+73.6;IV-165-H2;iv_165_h2;+38.84;-81.13
HAHN;+31.3;+73.6;IV-177-H2;iv_177_h2;+38.81;-67.86
HAIDINGER;-39.2;-25.0;IV-131-H2;iv_131_h2;-36.5;+23.47
HAIDINGER;-39.2;-25.0;IV-136-H2;iv_136_h2;-42.65;+27.4
HAINZEL;-41.3;-33.5;IV-136-H2;iv_136_h2;-42.65;+27.4
HAINZEL;-41.3;-33.5;IV-142-H2;iv_142_h2;-42.04;+33.37
HALDANE;-1.7;+84.1;II-196-M;ii_196_m;-8.94;-100.54
HALDANE;-1.7;+84.1;IV-018-H1;iv_018_h1;+14.63;-90.47
HALDANE;-1.7;+84.1;IV-027-H3;iv_027_h3;-15.22;-82.67
HALE;-74.2;+90.8;IV-005-H2;iv_005_h2;-71.5;-91.31
HALE;-74.2;+90.8;IV-008-M;iv_008_m;-70.49;-91.36
HALE;-74.2;+90.8;IV-044-M;iv_044_m;-72.11;-69.06
HALE;-74.2;+90.8;IV-082-M;iv_082_m;-72.37;-32.47
HALE;-74.2;+90.8;IV-094-M;iv_094_m;-72.11;-20.19
HALL;+33.7;+37.0;IV-074-H1;iv_074_h1;+40.7;-45.57
HALL;+33.7;+37.0;IV-079-H1;iv_079_h1;+41.83;-39.05
HALLEY;-8.0;+5.7;IV-096-H3;iv_096_h3;-15.18;-10.67
HALLEY;-8.0;+5.7;IV-101-H3;iv_101_h3;-15.19;-3.83
HANNO;-56.3;+71.2;IV-044-H3;iv_044_h3;-72.12;-69.06
HANNO;-56.3;+71.2;IV-052-H1;iv_052_h1;-42.91;-63.8
HANNO;-56.3;+71.2;IV-059-H1;iv_059_h1;-41.75;-55.05
HANNO;-56.3;+71.2;IV-064-H1;iv_064_h1;-42.56;-50.55
HANNO;-56.3;+71.2;IV-071-H1;iv_071_h1;-43.69;-46.67
HANNO;-56.3;+71.2;IV-178-H3;iv_178_h3;-33.87;-82.21
HANNO;-56.3;+71.2;IV-184-H3;iv_184_h3;-35.18;-69.32
HANSEN;+14.0;+72.5;IV-165-H3;iv_165_h3;+38.84;-81.13
HANSKIY;+9.7;+97.0;II-196-M;ii_196_m;-8.94;-100.54
HANSTEEN;-11.5;-52.0;IV-149-H2;iv_149_h2;-15.05;+48.76
HANSTEEN;-11.5;-52.0;IV-156-H2;iv_156_h2;-14.88;+55.8
HARDEN;+5.5;+143.5;I-115-M;i_115_m;-2.92;-145.26
HARDEN;+5.5;+143.5;I-116-M;i_116_m;-1.14;-153.4
HARDING;+43.5;-71.7;IV-175-H2;iv_175_h2;+41.29;+66.78
HARDING;+43.5;-71.7;IV-183-H2;iv_183_h2;+43.52;+71.01
HARKHEBI;+39.6;+98.3;V-181-M;v_181_m;+41.96;-109.41
HARPALUS;+52.6;-43.4;IV-152-H1;iv_152_h1;+69.78;+29.6
HARPALUS;+52.6;-43.4;IV-158-H3;iv_158_h3;+41.99;+47.65
HARPALUS;+52.6;-43.4;IV-163-H3;iv_163_h3;+41.21;+53.38
HARPALUS;+52.6;-43.4;IV-164-H1;iv_164_h1;+70.19;+41.49
HARRIOT;+33.1;+114.3;V-181-M;v_181_m;+41.96;-109.41
HARTMANN;+3.2;+135.3;I-115-M;i_115_m;-2.92;-145.26
HARTMANN;+3.2;+135.3;I-117-M;i_117_m;-11.66;-152.84
HARTMANN;+3.2;+135.3;I-136-M;i_136_m;-5.4;-129.34
HARTWIG;-6.1;-80.5;IV-173-H3;iv_173_h3;-14.77;+75.41
HARTWIG;-6.1;-80.5;IV-181-H3;iv_181_h3;-13.09;+82.18
HARVEY;+19.5;-146.5;V-031-M;v_031_m;+28.04;+135.71
HARVEY;+19.5;-146.5;V-032-M;v_032_m;+24.94;+138.09
HASE;-29.4;+62.5;IV-046-H1;iv_046_h1;-14.81;-63.4
HASE;-29.4;+62.5;IV-053-H1;iv_053_h1;-14.82;-56.82
HASE;-29.4;+62.5;IV-184-H2;iv_184_h2;-35.18;-69.32
HATANAKA;+29.7;-121.5;V-024-H2;v_024_h2;+26.54;+120.17
HAUSEN;-65.0;-88.1;IV-179-H2;iv_179_h2;-69.52;+74.07
HAUSEN;-65.0;-88.1;IV-179-H3;iv_179_h3;-69.52;+74.07
HAUSEN;-65.0;-88.1;IV-179-M;iv_179_m;-69.51;+74.07
HAUSEN;-65.0;-88.1;IV-193-H2;iv_193_h2;-63.89;+85.97
HAUSEN;-65.0;-88.1;IV-193-M;iv_193_m;-63.88;+85.98
HAYN;+64.7;+85.2;IV-165-H1;iv_165_h1;+38.84;-81.13
HEALY;+32.8;-110.5;V-015-H3;v_015_h3;+14.23;+102.38
HEAVISIDE;-10.4;+167.1;II-033-M;ii_033_m;-10.39;-174.07
HEAVISIDE;-10.4;+167.1;II-034-M;ii_034_m;+4.59;-173.51
HEAVISIDE;-10.4;+167.1;II-075-M;ii_075_m;-21.21;-157.99
HECATAEUS;-21.8;+79.4;IV-017-M;iv_017_m;+14.25;-90.44
HECATAEUS;-21.8;+79.4;IV-027-H1;iv_027_h1;-15.22;-82.67
HECATAEUS;-21.8;+79.4;IV-027-H2;iv_027_h2;-15.22;-82.67
HECATAEUS;-21.8;+79.4;IV-178-H1;iv_178_h1;-33.87;-82.21
HEDIN;+2.0;-76.5;IV-169-H1;iv_169_h1;+13.69;+68.48
HEDIN;+2.0;-76.5;IV-174-H1;iv_174_h1;+13.37;+76
HEDIN;+2.0;-76.5;IV-182-H1;iv_182_h1;+15.25;+81.41
HEINRICH;+24.8;-15.3;IV-121-H3;iv_121_h3;+13.81;+16.79
HEINSIUS;-39.5;-17.7;IV-124-H2;iv_124_h2;-43;+14.08
HEINSIUS;-39.5;-17.7;IV-131-H2;iv_131_h2;-36.5;+23.47
HEIS;+32.4;-31.9;IV-139-H1;iv_139_h1;+42.16;+28.25
HELICON;+40.4;-23.1;IV-134-H2;iv_134_h2;+46.31;+18.14
HELICON;+40.4;-23.1;IV-139-H2;iv_139_h2;+42.16;+28.25
HELL;-32.4;-7.8;IV-112-H3;iv_112_h3;-42.58;+1.35
HELL;-32.4;-7.8;IV-113-H1;iv_113_h1;-14.64;+9.51
HELL;-32.4;-7.8;IV-119-H3;iv_119_h3;-42.79;+7.44
HELMERT;-7.6;+87.6;II-196-M;ii_196_m;-8.94;-100.54
HELMHOLTZ;-68.1;+64.1;IV-044-H2;iv_044_h2;-72.12;-69.06
HELMHOLTZ;-68.1;+64.1;IV-058-H2;iv_058_h2;-71.58;-54.4
HELMHOLTZ;-68.1;+64.1;IV-082-M;iv_082_m;-72.37;-32.47
HELMHOLTZ;-68.1;+64.1;IV-178-H3;iv_178_h3;-33.87;-82.21
HELMHOLTZ;-68.1;+64.1;IV-178-M;iv_178_m;-33.87;-82.21
HELMHOLTZ;-68.1;+64.1;IV-184-H3;iv_184_h3;-35.18;-69.32
HENDERSON;+4.8;+152.1;I-115-M;i_115_m;-2.92;-145.26
HENDERSON;+4.8;+152.1;I-116-M;i_116_m;-1.14;-153.4
HENDRIX;-46.6;-159.2;V-030-H1;v_030_h1;-25.79;+139.3
HENRY;-24.0;-56.8;IV-156-H1;iv_156_h1;-14.87;+55.8
HENRY;-24.0;-56.8;IV-161-H1;iv_161_h1;-15.13;+61.98
HENRY FRERES;-23.5;-58.9;IV-156-H1;iv_156_h1;-14.87;+55.8
HENRY FRERES;-23.5;-58.9;IV-161-H1;iv_161_h1;-15.13;+61.98
HENYEY;+13.5;-151.6;I-039-M;i_039_m;-6.49;+149.05
HERACLITUS;-49.2;+6.2;IV-107-H1;iv_107_h1;-42.41;-6.45
HERACLITUS;-49.2;+6.2;IV-112-H1;iv_112_h1;-42.58;+1.35
HERCULES;+46.7;+39.1;IV-074-H2;iv_074_h2;+40.7;-45.57
HERCULES;+46.7;+39.1;IV-079-H2;iv_079_h2;+41.83;-39.05
HERCULES;+46.7;+39.1;IV-079-H3;iv_079_h3;+41.83;-39.05
HERCULES;+46.7;+39.1;IV-086-H3;iv_086_h3;+41.02;-31.25
HERCULES;+46.7;+39.1;IV-191-H2;iv_191_h2;+38.3;-53.79
HERIGONIUS;-13.3;-33.9;IV-137-H2;iv_137_h2;-14.98;+35.28
HERMANN;-0.9;-57.0;IV-156-H3;iv_156_h3;-14.88;+55.8
HERMANN;-0.9;-57.0;IV-157-H1;iv_157_h1;+13.36;+56.27
HERMITE;+86.0;-89.9;IV-140-H3;iv_140_h3;+71.05;+16.31
HERMITE;+86.0;-89.9;IV-152-H3;iv_152_h3;+69.78;+29.6
HERMITE;+86.0;-89.9;IV-164-H3;iv_164_h3;+70.19;+41.49
HERMITE;+86.0;-89.9;IV-176-H3;iv_176_h3;+69.96;+54.78
HERMITE;+86.0;-89.9;IV-190-H3;iv_190_h3;+70.33;+63.48
HERMITE;+86.0;-89.9;V-008-M;v_008_m;+59.72;+111.5
HERO;+0.7;+119.8;I-136-M;i_136_m;-5.4;-129.34
HERODOTUS;+23.2;-49.7;IV-150-H3;iv_150_h3;+12.7;+49.29
HERODOTUS;+23.2;-49.7;IV-157-H3;iv_157_h3;+13.36;+56.27
HERODOTUS;+23.2;-49.7;IV-157-M;iv_157_m;+13.36;+56.27
HERSCHEL;-5.7;-2.1;IV-108-H3;iv_108_h3;-14.26;+2.36
HERTZSPRUNG;+2.6;-129.2;V-022-H3;v_022_h3;-26.96;+112.55
HERTZSPRUNG;+2.6;-129.2;V-024-H1;v_024_h1;+26.54;+120.17
HERTZSPRUNG;+2.6;-129.2;V-024-M;v_024_m;+26.96;+120.08
HERTZSPRUNG;+2.6;-129.2;V-026-H3;v_026_h3;-27.65;+125.06
HERTZSPRUNG;+2.6;-129.2;V-026-M;v_026_m;-27.23;+124.91
HERTZSPRUNG;+2.6;-129.2;V-028-H1;v_028_h1;+26.39;+133.19
HERTZSPRUNG;+2.6;-129.2;V-028-M;v_028_m;+26.81;+133.1
HERTZSPRUNG;+2.6;-129.2;V-030-H3;v_030_h3;-25.79;+139.3
HESIODUS;-29.4;-16.3;IV-119-H3;iv_119_h3;-42.79;+7.44
HESIODUS;-29.4;-16.3;IV-120-H1;iv_120_h1;-14.29;+15.64
HESIODUS;-29.4;-16.3;IV-124-H3;iv_124_h3;-43;+14.08
HESS;-54.3;+174.6;V-043-M;v_043_m;-47.43;+151.42
HESS;-54.3;+174.6;V-065-M;v_065_m;-48.77;+168.61
HEVELIUS;+2.2;-67.6;IV-162-H1;iv_162_h1;+13.22;+62.17
HEVELIUS;+2.2;-67.6;IV-162-M;iv_162_m;+13.23;+62.17
HEVELIUS;+2.2;-67.6;IV-168-H3;iv_168_h3;-14.45;+68.18
HEVELIUS;+2.2;-67.6;IV-169-H1;iv_169_h1;+13.69;+68.48
HEYMANS;+75.3;-144.1;V-029-H3;v_029_h3;+59.12;+147.18
HEYMANS;+75.3;-144.1;V-029-M;v_029_m;+59.34;+147.2
HILBERT;-17.9;+108.2;I-102-H2;i_102_h2;-14.68;-104.35
HILBERT;-17.9;+108.2;I-102-H3;i_102_h3;-14.68;-104.35
HILBERT;-17.9;+108.2;II-196-M;ii_196_m;-8.94;-100.54
HILBERT;-17.9;+108.2;III-121-M;iii_121_m;-24.13;-126.81
HILBERT;-17.9;+108.2;IV-017-M;iv_017_m;+14.25;-90.44
HILL;+20.9;+40.8;IV-066-H3;iv_066_h3;+13.47;-43.04
HILL;+20.9;+40.8;IV-073-H3;iv_073_h3;+12.53;-37.59
HIND;-7.9;+7.4;IV-096-H3;iv_096_h3;-15.18;-10.67
HIPPALUS;-24.8;-30.2;IV-132-H1;iv_132_h1;-9.14;+29.59
HIPPALUS;-24.8;-30.2;IV-137-H1;iv_137_h1;-14.98;+35.28
HIPPARCHUS;-5.1;+5.2;IV-096-H3;iv_096_h3;-15.18;-10.67
HIPPARCHUS;-5.1;+5.2;IV-096-M;iv_096_m;-15.17;-10.67
HIPPARCHUS;-5.1;+5.2;IV-101-H3;iv_101_h3;-15.19;-3.83
HIPPARCHUS;-5.1;+5.2;V-029-H3;v_029_h3;+59.12;+147.18
HIPPOCRATES;+70.7;-145.9;V-025-H3;v_025_h3;+59.08;+129.77
HIPPOCRATES;+70.7;-145.9;V-029-M;v_029_m;+59.34;+147.2
HIRAYAMA;-6.1;+93.5;II-196-M;ii_196_m;-8.94;-100.54
HIRAYAMA;-6.1;+93.5;IV-017-M;iv_017_m;+14.25;-90.44
HOFFMEISTER;+15.2;+136.9;I-116-M;i_116_m;-1.14;-153.4
HOGG;+33.6;+121.9;V-158-M;v_158_m;+37.94;-126.79
HOGG;+33.6;+121.9;V-163-H1;v_163_h1;+38.04;-121.22
HOGG;+33.6;+121.9;V-163-M;v_163_m;+38.16;-121.24
HOHMANN;-17.9;-94.1;IV-195-H2;iv_195_h2;-14.91;+94.6
HOLDEN;-19.1;+62.5;IV-046-H2;iv_046_h2;-14.81;-63.4
HOLDEN;-19.1;+62.5;IV-184-H1;iv_184_h1;-35.18;-69.32
HOMMEL;-54.7;+33.8;IV-082-H3;iv_082_h3;-72.37;-32.47
HOMMEL;-54.7;+33.8;IV-082-M;iv_082_m;-72.37;-32.47
HOMMEL;-54.7;+33.8;IV-083-H1;iv_083_h1;-42.95;-32.82
HOMMEL;-54.7;+33.8;IV-088-H1;iv_088_h1;-42.7;-24.94
HOMMEL;-54.7;+33.8;IV-094-M;iv_094_m;-72.11;-20.19
HOMMEL;-54.7;+33.8;IV-095-H1;iv_095_h1;-42.54;-18.7
HOMMEL;-54.7;+33.8;IV-095-M;iv_095_m;-42.53;-18.7
HOMMEL;-54.7;+33.8;IV-100-H1;iv_100_h1;-42.72;-12.29
HOOKE;+41.2;+54.9;IV-062-H2;iv_062_h2;+42.38;-59.16
HOOKE;+41.2;+54.9;IV-067-H2;iv_067_h2;+41.8;-51.64
HOOKE;+41.2;+54.9;IV-177-H2;iv_177_h2;+38.81;-67.86
HOOKE;+41.2;+54.9;IV-191-H2;iv_191_h2;+38.3;-53.79
HOPMANN;-50.8;+160.3;V-065-M;v_065_m;-48.77;+168.61
HORNSBY;+23.8;+12.5;IV-097-H3;iv_097_h3;+12.97;-9.66
HORREBOW;+58.7;-40.8;IV-152-H1;iv_152_h1;+69.78;+29.6
HORREBOW;+58.7;-40.8;IV-158-H3;iv_158_h3;+41.99;+47.65
HORREBOW;+58.7;-40.8;IV-164-H1;iv_164_h1;+70.19;+41.49
HORROCKS;-4.0;+5.9;IV-096-H3;iv_096_h3;-15.18;-10.67
HORROCKS;-4.0;+5.9;IV-101-H3;iv_101_h3;-15.19;-3.83
HORROCKS;-4.0;+5.9;IV-102-H1;iv_102_h1;+12.96;-3.63
HORTENSIUS;+6.5;-28.0;IV-126-H1;iv_126_h1;+12.86;+23.05
HORTENSIUS;+6.5;-28.0;IV-133-H1;iv_133_h1;+18.73;+29.69
HOUZEAU;-17.1;-123.5;V-022-H2;v_022_h2;-26.96;+112.55
HUBBLE;+22.1;+86.9;IV-018-H3;iv_018_h3;+14.63;-90.47
HUBBLE;+22.1;+86.9;IV-165-H3;iv_165_h3;+38.84;-81.13
HUGGINS;-41.1;-1.4;IV-107-H2;iv_107_h2;-42.41;-6.45
HUGGINS;-41.1;-1.4;IV-112-H2;iv_112_h2;-42.58;+1.35
HUGGINS;-41.1;-1.4;IV-119-H2;iv_119_h2;-42.79;+7.44
HUMBOLDT;-27.0;+80.9;II-196-M;ii_196_m;-8.94;-100.54
HUMBOLDT;-27.0;+80.9;IV-009-H3;iv_009_h3;-41.79;-96.2
HUMBOLDT;-27.0;+80.9;IV-009-M;iv_009_m;-41.79;-96.2
HUMBOLDT;-27.0;+80.9;IV-017-M;iv_017_m;+14.25;-90.44
HUMBOLDT;-27.0;+80.9;IV-027-H1;iv_027_h1;-15.22;-82.67
HUMBOLDT;-27.0;+80.9;IV-052-M;iv_052_m;-42.9;-63.81
HUMBOLDT;-27.0;+80.9;IV-178-H2;iv_178_h2;-33.87;-82.21
HUMBOLDT;-27.0;+80.9;IV-178-M;iv_178_m;-33.87;-82.21
HUTTON;+37.3;+168.7;V-079-H2;v_079_h2;+38.66;-167.55
HUTTON;+37.3;+168.7;V-079-M;v_079_m;+38.78;-167.58
HUTTON;+37.3;+168.7;V-085-M;v_085_m;+38.85;-158.87
HUXLEY;+20.2;-4.5;IV-109-H3;iv_109_h3;+13.79;+3.58
HYGINUS;+7.8;+6.3;IV-097-H1;iv_097_h1;+12.97;-9.66
HYGINUS;+7.8;+6.3;IV-102-H2;iv_102_h2;+12.96;-3.63
HYPATIA;-4.3;+22.6;IV-084-H3;iv_084_h3;-15.19;-24.28
HYPATIA;-4.3;+22.6;IV-085-H1;iv_085_h1;+12.99;-23.94
IBN BATTUTA;-6.9;+50.4;IV-060-H3;iv_060_h3;-13.58;-48.79
IBN YUNUS;+14.1;+91.1;IV-018-H2;iv_018_h2;+14.63;-90.47
