NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;TYPE_IAU;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTH_KM;LENGTH_KM_ILCD;WIDE_KM;LENGTH_MI;WIDE_MI;LENGTH_ARCSEC;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;FLOOR_DIAMETER_KM;PEAK_HEIGHT_KM;PEAK_DIAMETER_KM;EXCAVATION_DEPTH_KM;MELTING_DEPTH_KM;EJECTA_THICK_M_1RADIUS;EJECTA_THICK_M_3RADIUS;EJECTA_THICK_M_5RADIUS;RADAR_BRIGHT_HALO_RADIUS;RADAR_DARK_HALO_RADIUS;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;ELGER_1895;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK;
HIPPARCHUS;AA0536S00491E;0536S00491E;IAU Named formation;Crater;AA;Walled plain;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Hipparque;Riccioli (1651);01/01/1935 00:00:00;Not named;Mons Olympus;Hipparchus;Astronomer;Greece;Greek;-2;2 nd century BC;Nicée ?;190 BC;Rodhes ?;125 av JC;Promoter of the division of the circle in 360ø.  Creator of tables of the position of the Sun.  Discoverer of the precession of equinoxes.  Author of the first celestial catalogue containing more than 1000 stars.;4.913307;4.913307;4.913° East;-5.356480;5.356° South;Nearside;South-East;Ptolemaeus crater region;44;Ptolemaeus;238;9f3 / 11b2;357C 003C 161C 167C 174C;MM140 L100/028;V-029-H3 IV-096-H3 IV-101-H3;151;143,95;151;91;91;71,9;4659;14908,8;0,032367603238515;A____________________________________________________________A;0;0;34,71305;10,2540069553852;24,5055225751494;550,101050252601;20,3741129723185;4,40080840202081;205,788344813971;258,912054205662;Deformed and wrecked formation. Place of the landing of Tintin on the Moon imagined by Herge'.;;Pretty steep slopes supporting many craters whose Pickering to the North-East Halley to the South and Hind to the South-East.;Few high walls ridden to the North by Horrocks and to the East by Hipparchus G.;Very large flat floor containing Hipparchus N and the ghost crater Hipparchus X. Two parallel rilles. Hills and craterlets.;Except under a low sun, this immense walled-plain is by no means so striking an object as a glance at its representation on a chart of the moon would lead one to expect. for the border, in nearly every part of it, bears unmistakable evidence of wreck and ruin, its continuity being interrupted by depressions, transverse valleys, and gaps, and it nowhere attains a great altitude. This imperfect enclosure extends 97 miles from N. to S., and about 88 miles from E. to W., and in shape approximates to that of a rhombus with curved sides. One of the most prominent bright craters on its border is Hipparchus G, on the W. Another, of about the same size, is Hipparchus E, on the N. of Horrocks. On the E. there is a moderately bright crater, Hipparchus F. and S. of this, on the same side, two others, K and I. The interior is crossed by many ridges, and near the centre includes the relics of a low ring, traversed by a narrow rill-like valley. Schmidt shows a cleft running from F across the floor to the S. border.;4;Exceptional formation;7;First Quarter;6 days after Full Moon;5;Naked eye;10x binoculars;Hipparchus;Hipparchus;2516;143.946;-5.35647978617049;4.91330668896618;-2.98295021057129;-7.73000526428223;7.29755210876465;2.53106498718262;LOLA2011;Europe;Greek;Crater, craters;AA;Ptolemaeus;LAC-77;Adopted by IAU;01/01/1935 00:00:00;;Greek astronomer (unkn-fl. 140 B.C.).;http://planetarynames.wr.usgs.gov/Feature/2516;
HIPPOCRATES;AA7026N14654W;7026N14654W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Byrne / Personal communication / 2008;No details;Hippocrate;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;doctor;Greece;Greek;-4;;Island Cos;460 av JC;Larissa;377 av JC;Author of numerous medical treaties.;-146.539587;213.460413;146.540° West;70.261037;70.261° North;Farside;North-West;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;Not described;V-029-M;60;59,24;60;35;35;29,6;3566;11411,2;0,060206388795342;A________________________________A;30,6082009401794;0;12,77316;4,82099278170269;9,23718315911168;285,168122147118;10,5617823017451;2,28134497717695;80,1169423229623;122,880358044435;Not observable;;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Hippocrates;Hippocrates;2518;59.2371;70.2610366508207;213.460412836312;71.2375888824463;69.2844944000244;216.352941513062;210.568002700806;LOLA2011;Europe;Greek;Crater, craters;AA;Kirkwood;LAC-8;Adopted by IAU;01/01/1970 00:00:00;;Greek doctor (c. 460-377 B.C.).;http://planetarynames.wr.usgs.gov/Feature/2518;
HIRAYAMA;AA0601S09363E;0601S09363E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Kiyotsugu Hirayama;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;astronomer;Japan;Japanese;20;20 th century;?;1874;?;1943;?;93.629540;93.629540;93.630° East;-6.012732;6.013° South;Librations zone;South-East;Not determined;IV;Curie;No map or picture;No map or picture;No map or picture;Not described;II-196-M;132;145,21;132;78;78;72,6;4671;14947,2;0,032171027165326;A______________________________________________________________A;0;0;35,03939;10,3302477060501;24,7413316539833;553,660152105731;20,5059315594715;4,42928121684585;207,702719939533;260,813026473487;Circular formation situated in the zone of librations.;;;;;;1;Low interest or difficult formation;1;2 days after New Moon;1 day after Full Moon;30;x10 binoculars;50 mm refractor;Hirayama;Hirayama;2520;145.208;-6.01273228193092;93.6295395913651;-3.61958503723145;-8.40864372253418;96.0411930084229;91.2270603179932;LOLA2011;Asia;Japan;Crater, craters;AA;Pasteur;LAC-82;Adopted by IAU;01/01/1970 00:00:00;;Kiyotsugu. Japanese astronomer (1874-1943). Shin. Japanese astronomer (1867-1945).;http://planetarynames.wr.usgs.gov/Feature/2520;
HOFFMEISTER;AA1504N13684E;1504N13684E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Byrne / Personal communication / 2008;No details;Cuno Hoffmeister;IAU 1985 ?;01/01/1970 00:00:00;Not known;Not known;Not known;astronomer;Germany;German;20;20 th century;?;1892;?;1968;?;136.837256;136.837256;136.837° East;15.043795;15.044° North;Farside;North-East;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;Not described;;45;44,46;45;26;26;22,2;3271;10467,2;0,073581705066967;A__________________________A;21,3872753129953;1,05840305163544;8,94514;3,77735435850803;6,73858960256564;230,602089462532;8,54081812824192;1,84481671570025;59,0593176612406;96,5728300748106;Not observable;Younger than Mendeleev Basin ;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Hoffmeister;Hoffmeister;2532;44.4607;15.0437946602258;136.837255929036;15.7769184112549;14.3106708526611;137.595418930054;136.079092025757;LOLA2011;Europe;Germany;Crater, craters;AA;Mendeleev;LAC-66;Adopted by IAU;01/01/1970 00:00:00;;Cuno. German astronomer (1892-1968).;http://planetarynames.wr.usgs.gov/Feature/2532;
HOGG;AA3351N12196E;3351N12196E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Byrne / Personal communication / 2008;No details;Arthur R. Hogg;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;astronomer;Australia;Australian;20;20 th century;?;1903;?;1966;?;121.957541;121.957541;121.958° East;33.514002;33.514° North;Farside;North-East;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;Not described;V-163-H1 V-158-M ;38;38,39;38;22;22;19,1;3130;10016;0,081532740144432;A________________________A;17,8045101092791;0,792612525741216;7,37301;3,3342570963309;5,7347425801952;206,865106852954;7,66167062418347;1,65492085482363;50,5303864492119;85,3772335878107;Not observable;Younger than Humboldtianum Basin ;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Hogg;Hogg;2533;38.3931;33.5140015198926;121.957541157402;34.1470623016357;32.8809413909912;122.717184066772;121.197900772095;LOLA2011;Oceania;Australia;Crater, craters;AA;Millikan;LAC-30;Adopted by IAU;01/01/1970 00:00:00;;Arthur Robert. Australian astronomer (1903-1966). Frank Scott. Canadian astronomer (1904-1951).;http://planetarynames.wr.usgs.gov/Feature/2533;
HOHMANN;AA1792S09426W;1792S09426W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Birth period not found;Period source not found;No details;Walter Hohmann;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;mathematician;Germany;German;20;20 th century;Hardheim;1880;Essen;1945;Discoverer of the elliptical and economical transfert orbit between two celestial bodies.;-94.264311;265.735689;94.264° West;-17.915937;17.916° South;Librations zone;South-West;Not determined;VII;Mare Orientale;No map or picture;No map or picture;No map or picture;Not described;IV-195-H2;16;16,81;16;9;9;8,4;2441;7811,2;0,145220747194189;A____________A;4,51324290457002;0;0;1,6525181771621;2,31419621035352;112,275745348704;4,15836093884089;0,898205962789631;21,0129279347303;42,6865380224122;Circular formation situated in the zone of librations.;;;;;;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;x10 binoculars;50 mm refractor;Hohmann;Hohmann;2534;16.8065;-17.9159369311533;265.735689354747;-17.6388149261475;-18.193058013916;266.026964187622;265.444417953491;LOLA2011;Europe;Germany;Crater, craters;AA;Mare Orientale;LAC-108;Adopted by IAU;01/01/1970 00:00:00;;Walter. German space flight engineer (1880-1945).;http://planetarynames.wr.usgs.gov/Feature/2534;
HOLDEN;AA1919S06253E;1919S06253E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Byrne / Personal communication / 2008;No details;Edward Singleton Holden;Krieger / K?nig (1912);01/01/1935 00:00:00;Not named;Not named;Not named;Astronomer;U. S. A.;American;19;19 th century;Saint Louis;1846;New york;1914;First director of the Observatory of Lick from 1888 to 1898. Founder of the Astronomical Society of the Pacific.  Author of a photographic atlas of the Moon.;62.529676;62.529676;62.530° East;-19.187324;19.187° South;Nearside;South-East;Moon East-South-East limb;60;Vendelinus;147;Not determined;303C/S 309S 105C 112C;Not described;IV-053-H2;48;47,6;48;29;29;23,8;3339;10684,8;0,070154129276039;A____________________________A;23,2901717122526;1,21070112856415;9,7584;4,00294477584404;7,26335142584842;242,546484283609;8,98320312161516;1,94037187426887;63,5006634534319;102,266330130511;Isolated circular formation.;;Steep slopes supporting Holden T to the East and Holden E to the North-West.;High walls with terraces overlapped by a craterlet to the North-West.;Flat floor filled with lava supporting a large craterlet. Line of crest.;;3;Very interesting formation;3;3 days after New Moon;2 days after Full Moon;30;10x binoculars;50 mm refractor;Holden;Holden;2539;47.6036;-19.1873244372283;62.529675890471;-18.402379989624;-19.9722671508789;63.3605175018311;61.6988124847412;LOLA2011;North America;American;Crater, craters;AA;Petavius;LAC-98;Adopted by IAU;01/01/1935 00:00:00;;Edward Singleton. American astronomer (1846-1914).;http://planetarynames.wr.usgs.gov/Feature/2539;
HOLETSCHEK;AA2761S15115E;2761S15115E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Upper Imbrian (From -3.8 billions years to -3.2 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Johann Holetschek;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;astronomer;Austria;Austrian;20;20 th century;?;1846;?;1923;?;151.146273;151.146273;151.146° East;-27.612938;27.613° South;Farside;South-East;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;Not described;;38;37,77;38;22;22;18,8;3114;9964,8;0,082465967070428;A________________________A;17,4460932950051;0,767592655214214;7,21243;3,28843018466189;5,6330500217475;204,387629944487;7,56991222016617;1,63510103955589;49,6637543288799;84,2183201055808;Not observable;;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Holetschek;Holetschek;2541;37.7677;-27.6129375795894;151.146272753803;-26.9901866912842;-28.2356872558594;151.84906578064;150.443479537964;LOLA2011;Europe;Austria;Crater, craters;AA;O'Day;LAC-103;Adopted by IAU;01/01/1970 00:00:00;;Johann. Austrian astronomer (1846-1923).;http://planetarynames.wr.usgs.gov/Feature/2541;
HOMMEL;AA5474S03293E;5474S03293E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Johann Hommel;?;01/01/1935 00:00:00;Not named;Not named;Not named;Mathematician and astronomer;Germany;German;16;16 th century;?;1518;?;1562;Master of Tycho Brahé;32.925300;32.925300;32.925° East;-54.738283;54.738° South;Nearside;South-East;Moon South-South-East limb;75;Hagecius;34;15c4;328S 334S 343S 131S 135S 143S 148S;Not described;IV-095-H1 IV-088-H1 IV-100-H1;126;113,6;126;76;76;56,8;4338;13881,6;0,038193639539513;A____________________________________________________A;69,0254334375504;0;26,8524;8,38465640852315;18,8913271905911;461,685041900598;17,0994459963184;3,69348033520479;160,014873541047;212,243288814604;"Very damaged circular formation.""";;Few steep slopes supporting Hommel H to the North Hommel P to the South-West and Hommel B Q and S to the South-East.;Wall crushed by many craters whose Hommel A to the North-East Hommel C to the West and Hommel D to the South.;Tormented floor. Hills and lines of crest.;Adjoins Vlacq on the S. It is a somewhat larger and a far more irregular formation. On every side except the W., where the border is unbroken, and descends with a gentle slope to the dark interior. ring-plains and smaller depressions encroach on its outline, perhaps the most remarkable being Hommel _a_ on the N., which has an especially brilliant wall, that includes a conspicuous central mountain, a large crater, and other details. The best phase for observing Hommel and its surroundings is when the W. wall is just within the evening terminator.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;5;Naked eye;10x binoculars;Hommel;Hommel;2546;113.597;-54.7382829528888;32.9252999992504;-52.8650608062744;-56.611515045166;36.1765232086182;29.6752910614014;LOLA2011;Europe;Germany;Crater, craters;AA;Hommel;LAC-127;Adopted by IAU;01/01/1935 00:00:00;;Johann. German astronomer, mathematician (1518-1562).;http://planetarynames.wr.usgs.gov/Feature/2546;
HOOKE;AA4114N05486E;4114N05486E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Byrne / Personal communication / 2008;No details;Robert Hooke;Schr?ter (1802);01/01/1935 00:00:00;Not named;Not named;Not named;Astronomer and mathematician;England;English;17;17 th century;Freshwater;1635;London;1703;"Laws on the elastic body deformation.  Works on solar spots  Jupiter Saturn and comets.  Discoverer of living cells.""";54.858755;54.858755;54.859° East;41.137265;41.137° North;Nearside;North-East;Atlas crater South-East region;15;Atlas;346;14b4 / 16h3;309N 105N 112N 119N 124N;Not described;IV-177-H2 IV-062-H2 IV-067-H2;36;34,35;36;22;22;17,1;3027;9686,4;0,088122682013484;A______________________A;15,4958037147211;0,63668839051021;6,32665;3,03355182669566;5,0751339203671;190,524849622867;7,05647591195805;1,52419879698294;44,89965854586;77,7689619352652;Circular formation.;Older than Humboldtianum Basin ;Few steep slopes supporting a craterlet to the North and Hooke D to the South-East.;Few high walls.;Flat floor filled with lava.;Another irregular ring-plain, 28 miles in diameter, on the N.E. of Messala. There is a bright crater of considerable size on the S.W., which is said to be more than 6000 feet in depth, and, according to Neison, is visible as a white spot at full. There is a smaller crater on the slope of the N.W. wall.;2;Pretty interesting formation;3;3 days after New Moon;2 days after Full Moon;30;10x binoculars;50 mm refractor;Hooke;Hooke;2548;34.3471;41.1372650690729;54.8587549730388;41.7036151885986;40.5709171295166;55.610559463501;54.1069507598877;LOLA2011;Europe;Great Britain;Crater, craters;AA;Geminus;LAC-27;Adopted by IAU;01/01/1935 00:00:00;;Robert. British physicist, inventor (1635-1703).;http://planetarynames.wr.usgs.gov/Feature/2548;
HOPMANN;AA5101S15923E;5101S15923E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Wilhelms and Byrne / 2009;ol-noritic gabbro;Josef Hopmann;IAU 1970 ?;01/01/1979 00:00:00;Not known;Not known;Not known;astronomer;Austria;Austrian;20;20 th century;?;1890;?;1975;?;159.234613;159.234613;159.235° East;-51.008456;51.008° South;Farside;South-East;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;Not described;V-065-M;88;87,84;88;52;52;43,9;4015;12848;0,045715088201285;A__________________________________________A;50,0625910271063;0;20,18056;6,73832830548533;14,2407529897192;381,678907936853;14,1362558495131;3,05343126349483;121,757009595637;171,034898657938;Not observable;;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Hopmann;Hopmann;2551;87.8404;-51.0084557573984;159.234613439307;-49.56005859375;-52.4568519592285;161.53692817688;156.932298660278;LOLA2011;Europe;Austria;Crater, craters;AA;Planck;LAC-131;Adopted by IAU;01/01/1979 00:00:00;;Josef. Austrian astronomer (1890-1975).;http://planetarynames.wr.usgs.gov/Feature/2551;
