NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;TYPE_IAU;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTH_KM;LENGTH_KM_ILCD;WIDE_KM;LENGTH_MI;WIDE_MI;LENGTH_ARCSEC;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;FLOOR_DIAMETER_KM;PEAK_HEIGHT_KM;PEAK_DIAMETER_KM;EXCAVATION_DEPTH_KM;MELTING_DEPTH_KM;EJECTA_THICK_M_1RADIUS;EJECTA_THICK_M_3RADIUS;EJECTA_THICK_M_5RADIUS;RADAR_BRIGHT_HALO_RADIUS;RADAR_DARK_HALO_RADIUS;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;ELGER_1895;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK;
HERODOTUS OMEGA;DM2030N05000W;2030N05000W;Old Named formation;Dome;;Not determined;Extrusive volcanism;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Herodote omega - Herodote;?;;Not named;Not named;Not named;Historian;Greece;Greek;-5;5  th century BC;Halicarnasse;484 BC;Thourioi;420 av JC;Large traveler.  Lived in Athens. Author of the 'Histories' in 9 volumes.;-50;;50.0° West;20.3;20.3° North;;North-West;Aristarchus crater region;18;Aristarchus;341;7d8 / 8e1;Not determined;Not described;;10;;10;6;6;0;Unknown;Unknown;Unknown height. Impossible calculation;#VALEUR !;;;;;;;;;;;Dome isolated to the South of Herodotus.;;;;;;3;Very interesting formation;11;4 days after First Quarter;3 days after Last Quarter;50;50 mm refractor;100 mm refractor;;;;;;;;;;;;;;;;;;;;;;;
HERON;AA0065N11988E;0065N11988E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Birth period not found;Period source not found;No details;Heron TheOld nicknamed of Alexandria;IAU 1970 ?;01/01/1976 00:00:00;Not known;Not known;Not known;mathematician;Greece;Greek;1;1 st century;?;?;?;?;Works on mechanics, dioptric, optics and surfaces measurements.;119.877095;119.877095;119.877° East;0.652548;0.653° North;Farside;North-East;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;Not described;;24;28,1;24;14;14;14;2849;9116,8;0,101403928659303;A__________________A;12,0580144533728;0,42864987419058;4,7079;2,55749068615537;4,07007797848238;164,213370682492;6,08197669194416;1,31370696545994;36,2719864419154;65,7042527117247;Not observable;;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Heron (Hero);Heron  Hero;2476;28.1012;0.652547972205298;119.877095469888;1.06109809875488;0.23780632019043;120.324434280396;119.429758071899;LOLA2011;Africa;Egypt;Crater, craters;AA;Ostwald;LAC-65;Adopted by IAU;01/01/1976 00:00:00;;Egyptian inventor (unkn-c. 100 B.C.).;http://planetarynames.wr.usgs.gov/Feature/2476;
HERSCHEL;AA0569S00209W;0569S00209W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Eratosthenian (From -3.2 billions years to -1.1 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;William Herschel;Lohrmann (1824);01/01/1935 00:00:00;Pamphilii;Mons Mesogys;Not named;Astronomer;England;English;18;18 th century;Hanovre;1738;Slough;1822;Constructor of a telescope of 1.2 m.  Discoverer of Uranus on march 13th 1781, Titania and Oberon in 1787 and Encelade and Midas in 1789.  Author of a catalogue of 2500 celestial objects.  Studies of double stars and the infrared.;-2.085426;357.914574;2.085° West;-5.685988;5.686° South;Nearside;South-West;Ptolemaeus crater region;44;Ptolemaeus;208;Not determined;Not determined;MM140;IV-108-H3;41;39,09;41;25;25;19,5;3147;10070,4;0,08050940092306;A________________________A;18,2109091971763;0,821335550496329;7,55431;3,38586399149476;5,84975197938716;209,649791586707;7,76480709580395;1,67719833269365;51,5098933141474;86,6820790123322;Young circular formation situated on the North slope of Ptolemaeus.;;Steep slopes overlapped to the South by Herschel G.;Very high walls with terraces.;Tormented floor with mountain off center. Craterlets.;A typical ring-plain, situated just outside the N. border of Ptolemaeus, with a lofty wall rising nearly 10,000 feet above a somewhat dusky floor, which includes a prominent central mountain. Its bright border is clearly terraced both within and without, the terraces on the inner slope of the W. wall being beautifully distinct even under a high light, and on the outer slope are some curious irregular depressions. On the S.S.E. is a large oblong deep crater, close to the rocky margin of Ptolemaeus, and a little beyond the foot of the wall on the N.W. is a smaller and more regular rimmed depression, _b_, standing near the E. border of the great valley, more than 80 miles long, and in places fully 10 miles wide, which runs from S.S.W. to N.N.E. on the W. side of Herschel, and bears a close resemblance to the well-known Ukert Valley. Herschel  D is a large but shallow ring-plain on the E. of Herschel, with a brilliant but smaller crater on the W. of it. North of Herschel, on a plateau concentric with its outline, stands the large polygonal ring-plain Herschel A, a formation of a very interesting character, with a low broken wall, exhibiting many gaps, and including some craters of a minute class. The largest of these stands on the S.W. wall. Mr. W.H. Maw has detected some of these objects on the N. side, both in connection with the border and beyond it.;4;Exceptional formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor;Herschel;Herschel;2477;39.089;-5.68598849900411;357.91457417834;-5.04144477844238;-6.33053207397461;358.562292098999;357.266832351685;LOLA2011;Europe;Great Britain;Crater, craters;AA;Ptolemaeus;LAC-77;Adopted by IAU;01/01/1935 00:00:00;;Sir William. German-born British astronomer (1738-1822).;http://planetarynames.wr.usgs.gov/Feature/2477;
HERTZ;AA1332N10456E;1332N10456E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Byrne / Personal communication / 2008;No details;Heinrich R. Hertz;IAU 1970 ?;01/01/1961 00:00:00;Not known;Not known;Not known;physicist;Germany;German;19;19 th century;Hambourg;1857;Bonn;1894;Helmholtz pupil. Professor in Bonn University on 1889. First electromagnetic waves production on 1887. Travaux on induction and photoelectrical effect.;104.561656;104.561656;104.562° East;13.322762;13.323° North;Farside;North-East;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;Not described;;90;82,94;90;53;53;41,4;3946;12627,2;0,047586574233025;A__________________________________________A;46,5991378058675;0;18,91146;6,41745918485307;13,370256762511;365,806334638439;13,5483827643866;2,92645067710751;114,553314203934;162,989610879614;Not observable;;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Hertz;Hertz;2481;82.9433;13.3227617231445;104.561655979375;14.6868419647217;11.9515438079834;105.956121444702;103.145776748657;LOLA2011;Europe;Germany;Crater, craters;AA;Babcock;LAC-64;Adopted by IAU;01/01/1961 00:00:00;;Heinrich Rudolf. German physicist (1857-1894).;http://planetarynames.wr.usgs.gov/Feature/2481;
HERTZSPRUNG;AA0137N12866W;0137N12866W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Ejnar Hertzsprung;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;astronomer;Danmark;Danish;20;20 th century;Frederiksberg;1873;Tollose;1967;Director of Leyde observatory from 1935 to 1944. Author of a theory about stars clssification according to their spectral class on 1905, as Russell. ;-128.656088;231.343912;128.656° West;1.365063;1.365° North;Farside;North-West;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;Not described;V-024-M V-026-M V-022-H3 V-028-H1 H V-024-H1 V-026-H3;591;536,37;591;348;348;268,1;Unknown;Unknown;0;#DIV/0 !;0;0;0;31,3659536309273;103,992556763883;1456,0274190132;53,9269414449332;11,6482193521056;832,485896347048;781,01950329458;Not observable;;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Hertzsprung;Hertzsprung;2482;536.371;1.36506330110024;231.343911924122;10.2092533111572;-7.47912406921387;240.190099716187;222.497728347778;LOLA2011;Europe;Denmark;Crater, craters;AA;Michelson;LAC-71;Adopted by IAU;01/01/1970 00:00:00;;Ejnar. Danish astronomer (1873-1967).;http://planetarynames.wr.usgs.gov/Feature/2482;
HESIODUS;AA2942S01642W;2942S01642W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Byrne / Personal communication / 2008;No details;Hesiode;M?dler (1837);01/01/1935 00:00:00;Not named;Not named;Not named;Poet;Greece;Greek;-8;8  th century BC;Ascra;750 BC ?;?;vers 650 av JC;Poems on agricultural works.  Author of an origin of the World and a genealogy of Gods in the 'Theogony'.;-16.418466;343.581534;16.418° West;-29.419542;29.420° South;Nearside;South-West;Mare Humorum region;54;Birt;132;13g6 / 13g7;024S 029S 191S;MM148;IV-119-H3 IV-120-H1;43;43,24;43;26;26;21,6;3244;10380,8;0,07502679673291;A__________________________A;20,6567896679298;1,00195000179624;8,62916;3,68906681729336;6,53567414364423;225,902608626074;8,36676328244719;1,80722086900859;57,3389077968705;94,3434686382086;Wrecked circular formation situated on the West slope of Pitatus.;;Pretty steep slopes supporting Hesiodus A to the South-West.;Few high walls riddled with anonymous craterlets and collapsed to the North.;Flat floor filled with lava. Several craterlets whose Hesiodus D to the center. Communicating with the floor of Pitatus by a collar in the wall.;This walled-plain, little more than half the diameter of the last, has an irregular outline, and for the most part linear walls, which on the S. are massive and lofty (4000 feet), but on the N. very low, and broken by gaps. There is a fine deep crater on the S. border, and a small but distinct crater on the floor, nearly central, the only object thereon which I have seen, though Schmidt draws a smaller one on the W. of it. A mountain abutting on the N.E. side of Hesiodus is the W. origin of one of the longest clefts on the moon. Running in an E.S.E. direction, it traverses the Mare to a crater near the W. face of the Cichus mountain arm, reappears on the E. side of this object, and is finally lost amid the hills on the N. of Capuanus. The W. section of this cleft is coarser and much more distinct than that lying E. of the mountain arm.;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;30;10x binoculars;50 mm refractor;Hesiodus;Hesiodus;2485;43.2368;-29.4195419720965;343.581533549928;-28.706600189209;-30.1324825286865;344.400026321411;342.763040542603;LOLA2011;Europe;Greek;Crater, craters;AA;Pitatus;LAC-94;Adopted by IAU;01/01/1935 00:00:00;;Hesiod. Greek humanitarian (c. 735 B.C.).;http://planetarynames.wr.usgs.gov/Feature/2485;
HESS;AA5447S17419E;5447S17419E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms and Byrne / 2009;No details;Victor Franz Hess;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;physicist;USA;American;20;20 th century;Waldstein;1883;Mount Vernon;1964;Discoverer of cosmic rays in 1912. Nobel laureate in 1936.;174.186785;174.186785;174.187° East;-54.469191;54.469° South;Farside;South-East;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;Not described;V-065-M;88;90,44;88;52;52;45,2;4051;12963,2;0,044792414321491;A____________________________________________A;51,9201499499229;0;20,85396;6,90748832394594;14,7046202873159;390,007221470317;14,444711906308;3,12005777176254;125,589682880343;175,274381807725;Not observable;;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Hess;Hess;2490;90.4393;-54.4691912597994;174.186784699998;-52.9778575897217;-55.9605236053467;176.752954483032;171.620862960815;LOLA2011;North America;American;Crater, craters;AA;Hess;LAC-132;Adopted by IAU;01/01/1970 00:00:00;;Victor Franz (Francis). American physicist (1883-1964). Harry Hammond. American geologist (1906-1969).;http://planetarynames.wr.usgs.gov/Feature/2490;
HESS APOLLO;LF2010N03070E;2010N03070E;IAU Named formation;Landing site name;LF;Not determined;Not appliable;Birth period not found;Period source not found;No details;Astronaut-named feature - Apollo 17 site.;IAU;01/01/1973 00:00:00;;;;?;North America;American;;;;;;;;30.700000;30.700000;30.700° East;20.100000;20.100° North;Nearside;North-East;Macrobius;Not determined;Not determined;Not determined;Not determined;Not determined;Not described;Not determined;0.5;0,64;0.5;0.30;0.30;0,3;124;396,8;0,195127226265755;A__________A;0,014101631054893;0;0;0,05376;0;12,8;0,474074074074074;0,1024;0,290320591170235;2,74698865273434;;Apollo 17;;;;;;;5;Five days after New Moon;Four days after Full Moon;;;;Hess-Apollo;Hess Apollo;2491;0.5;20.1000000000001;30.7;20.1000000000001;20.1000000000001;30.7;30.7;LOLA2011;North America;American;Landing site name;LF;Macrobius;LAC-43;Adopted by IAU;01/01/1973 00:00:00;;Astronaut-named feature, Apollo 17 site.;http://planetarynames.wr.usgs.gov/Feature/2491;
HEVELIUS;AA0220N06746W;0220N06746W;IAU Named formation;Crater;AA;Walled plain;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Johan Hewelcke (or Hevel);Riccioli (1651);01/01/1935 00:00:00;Not named;Mons Pherme;Hevelius;Astronomer;Germany;German;17;17 th century;Dantzig;1611;Dantzig;1687;Determination of the rotation of the Sun by observation of spots in 1645.  Discoverer of the solar facules. Author of the first detailed map of the Moon in 1647 (6 preserved names).;-67.462632;292.537368;67.463° West;2.195222;2.195° North;Nearside;North-West;Moon West limb;28;Galilei;260;Not determined;067N/C 075N/C 080N/C 233C 237C 247C;MM184;IV-169-H1 IV-162-M IV-162-H1;106;113,87;106;64;64;56,9;4341;13891,2;0,038130314163675;A____________________________________________________A;69,2304011380475;0;26,92233;8,40159246434759;18,9406728736624;462,496804208084;17,1295112669661;3,69997443366467;160,418990387882;212,666644645525;Circular formation. Forms a remarkable couple with Cavalerius.;Faulted. Partly covered by Imbrian ejecta ;Pretty steep slopes supporting Cavalerius to the North Lohrmann to the South and many craterlets to the East and to the West.;Few high walls supporting Hevelius H F & B to the West and Hevelius C G & E to the North-East.;Very large flat floor supporting Hevelius A to the North. Small central mountain. Contains Rimae Hevelius.;A great walled-plain, 71 miles in diameter, adjoining Lohrmann on the N., with a broad western rampart, rising at one peak to a height above the interior of nearly 6000 feet, and presenting a steep bright face to the Oceanus Procellarum. There are three prominent craters near its crest, and one or two breaks in its continuity. It is not so lofty and is more broken on the E., where three conspicuous craters stand on its inner slope. The floor is slightly convex, and includes a triangular central mountain, on which there is a small crater. The S. half of the interior is crossed by four clefts: (l) running from a little crater N. of the central mountain, on the W. side of it, to a hill at the foot of the S.W. wall. (2) originating near the most southerly of the three craters on the inner slope of the E. wall, and crossing 1, terminates at the foot of the W. wall. (3) has the same origin as 2, crosses 1, and, passing over a craterlet W. of the central mountain, also runs up to the W. wall at a point considerably N. of that where 2 joins the latter. (4) runs from the craterlet just mentioned to the W. end of 2.;4;Exceptional formation;13;6 days after First Quarter;5 days after Last Quarter;5;Naked eye;10x binoculars;Hevelius;Hevelius;2493;113.869;2.19522242102438;292.537368467982;4.07279777526855;0.317647933959961;294.41632270813;290.658418655396;LOLA2011;Europe;Poland;Crater, craters;AA;Hevelius;LAC-56;Adopted by IAU;01/01/1935 00:00:00;;Howelcke, Johann. Polish astronomer (1611-1687).;http://planetarynames.wr.usgs.gov/Feature/2493;
HEVESY;AA8309N14915E;8309N14915E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Birth period not found;Period source not found;No details;Georg Karl Hevesy;IAU;22/01/2009 00:00:00;;;;?;Europe;Hungary;;;;;;;;149.154393;149.154393;149.154° East;83.085034;83.085° North;Farside;;Peary;No map;No map;No map or picture;No map or picture;No map or picture;Not described;;49.9851;49,99;49.9851;29.93;29.93;24,9;3388;10841,6;0,067792427616064;A____________________________A;24,7597721806355;1,33337107531854;10,37741;4,17315345727467;7,66508597461472;251,500793769117;9,31484421367099;2,01200635015293;66,8935444611694;106,559432829541;Not observable;;;;;;;;0;not observable;not observable;;;;Hevesy;Hevesy;14531;49.9851;83.085033770918;149.154393315137;83.9490909576416;82.3006610870361;156.374677658081;142.571649551392;LOLA2011;Europe;Hungary;Crater, craters;AA;Peary;LAC-1;Adopted by IAU;22/01/2009 00:00:00;;Georg Karl. Hungarian chemist, Nobel Prize winner 1943 (1885-1966).;http://planetarynames.wr.usgs.gov/Feature/14531;
HEYMANS;AA7476N14494W;7476N14494W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Wilhelms and Byrne / 2009;No details;Corneille J. F. Heymans;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;physiologist;Belgium;Belgian;20;20 th century;?;1892;?;1968;Nobel laureate;-144.939255;215.060745;144.939° West;74.755313;74.755° North;Farside;North-West;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;Not described;;50;46,45;50;29;29;23,2;3314;10604,8;0,071363720161858;A____________________________A;22,5895078257838;1,15375372313285;9,46055;3,92059109761334;7,07075184108823;238,196442231037;8,82209045300137;1,9055715378483;61,8718641656515;100,18834607053;Not observable;Probably Nectarian, should be shown on Plate 7B, not 8B ;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Heymans;Heymans;2494;46.4499;74.7553130383586;215.060745031231;75.5212230682373;73.9894046783447;217.974763870239;212.146730422974;LOLA2011;Europe;Belgium;Crater, craters;AA;Kirkwood;LAC-8;Adopted by IAU;01/01/1970 00:00:00;;Corneille-Jean-Fran?�ois. Belgian physiologist. Nobel laureate (1892-1968).;http://planetarynames.wr.usgs.gov/Feature/2494;
HEYROVSKY;AA3955S09542W;3955S09542W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Birth period not found;Period source not found;No details;Jaroslav Heyrovsky;IAU 1979 ?;01/01/1985 00:00:00;Not known;Not known;Not known;chemist;Czechoslovakia;Czechoslovakian;20;20 th century;?;1890;?;1967;?;-95.424271;264.575729;95.424° West;-39.550848;39.551° South;Librations zone;South-West;Not determined;VII;Mare Orientale;No map or picture;No map or picture;No map or picture;Not described;;16;16,66;16;9;9;8,3;2434;7788,8;0,146133462865472;A____________A;4,44240412433295;0;0;1,63997578814216;2,2915141846293;111,533501499138;4,13087042589402;0,892268011993108;20,8137608367353;42,3665780872669;Circular formation situated in the zone of librations.;Formerly Drude S;;;;;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;x10 binoculars;50 mm refractor;Heyrovsky;Heyrovsky;2495;16.6551;-39.5508475913627;264.575729308028;-39.2762222290039;-39.8254718780518;264.931894302368;264.219564437866;LOLA2011;Europe;Czechoslovakia;Crater, craters;AA;Rydberg;LAC-123;Adopted by IAU;01/01/1985 00:00:00;;Jaroslav. Czechoslovakian chemist (1890-1967).;http://planetarynames.wr.usgs.gov/Feature/2495;
HILBERT;AA1787S10832E;1787S10832E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;David Hilbert;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;mathematician;Germany;German;20;20 th century;K?nigsberg;1862;G?ttingen;1943;Works on algebrics. Inventor of axiomatic method.;108.320537;108.320537;108.321° East;-17.873191;17.873° South;Farside;South-East;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;Not described;I-102-H3 II-196-M I-102-H2;151;173,24;151;89;89;86,6;4926;15763,2;0,028437107798542;A______________________________________________________________________A;0;0;42,29916;12,0023044165686;30,0368257920669;630,907206924908;23,3669335898114;5,04725765539927;250,544320052598;302,461898222161;Not observable;;;;;;0;Not observable;0;Not observable;Not observable;30;Not observable;Not observable;Hilbert;Hilbert;2503;173.237;-17.8731905884443;108.320536555688;-15.0167007446289;-20.729679107666;111.323972702026;105.317102432251;LOLA2011;Europe;Germany;Crater, craters;AA;Hilbert;LAC-100;Adopted by IAU;01/01/1970 00:00:00;;David. German mathematician (1862-1943).;http://planetarynames.wr.usgs.gov/Feature/2503;
HILL;AA2091N04081E;2091N04081E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Copernician (From -1.1 billions years to present days) ?;Period source not found;No details;George William Hill (ex Macrobius B);?;01/01/1973 00:00:00;Not named;Not named;Not named;Astronomer;U. S. A.;American;19;19 th century;New York;1838;West Nyach;1914;Calculator to the Nautical Almanac.  Works on movements of the Moon and planets.;40.813393;40.813393;40.813° East;20.912606;20.913° North;Nearside;North-East;North of Mare Tranquillitatis region;25;R?mer;309;7g3 / 11f8;323N 328N 131N 135S 143N;Not described;;17;15,86;17;10;10;7,9;2398;7673,6;0,151247628479568;A____________A;4,07283495903636;0;0;1,57279237278186;2,17088836406737;107,544992668029;3,98314787659366;0,86035994134423;19,7534522755675;40,6521844171819;Circular formation with bowl shape.  Forms an interesting couple with Carmichael.;;Pretty steep slopes supporting a lengthened crater to the North-West.;Very high walls.;Rounded floor.;;2;Pretty interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor;Hill;Hill;2506;15.8595;20.912605786097;40.8133932056423;21.1741123199463;20.65110206604;41.0933437347412;40.5334415435791;LOLA2011;North America;American;Crater, craters;AA;Macrobius;LAC-43;Adopted by IAU;01/01/1973 00:00:00;;George William. American astronomer, mathematician (1838-1914).;http://planetarynames.wr.usgs.gov/Feature/2506;
HIND;AA0792S00731E;0792S00731E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Period source not found;No details;John Russel Hind;Birt / Lee (1865);01/01/1935 00:00:00;Trautmansdorffii;Mons Cimaeus;Not named;Astronomer;England;English;19;19 th century;Nottingham;1823;Twickenham;1895;Discoverer of 10 asteroids between 1847 and 1854. Calculation of the orbit of more of 70 comets and asteroids.  Director of the 'Nautical Almanac' in 1853.;7.305811;7.305811;7.306° East;-7.917983;7.918° South;Nearside;South-East;East of Ptolemaeus crater region;45;Andel;239;3e6 / 4e1;351C 357C 161C 167C;Not described;IV-096-H3 IV-132-H1;30;28,5;30;18;18;14,2;2861;9155,2;0,100406988502884;A__________________A;12,2727768207528;0,440753352748198;4,8115;2,58840255514997;4,13378846334008;165,939980718878;6,1459252118103;1,32751984575102;36,8208270615733;66,4884441994175;Circular formation situated on the South-East slope of Hipparchus and forming an interesting aligned trio with Hipparchus C and Hipparchus L.;;Steep slopes supporting Hind C to the South and Hipparchus C to the North-East.;Very high walls ridden by a craterlet to the North.;Few extensive and flat floor. Hills and craterlets.;A ring-plain, 16 miles in diameter, a few miles W. of Halley, with a peak on its E. wall 10,000 feet above the floor. The border is broken both on the S.E. and N.E. by small craters.;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor;Hind;Hind;2511;28.5013;-7.91798254862374;7.3058113660685;-7.46732330322266;-8.38817596435547;7.73559761047363;6.87006950378418;LOLA2011;Europe;Great Britain;Crater, craters;AA;Ptolemaeus;LAC-77;Adopted by IAU;01/01/1935 00:00:00;;John Russell. British astronomer (1823-1895).;http://planetarynames.wr.usgs.gov/Feature/2511;
HINSHELWOOD;AA8941N05189W;8941N05189W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Birth period not found;Period source not found;No details;Sir Cyril Norman Hinshelwood;IAU;17/04/2009 00:00:00;;;;?;Europe;England;;;;;;;;-51.888427;308.111573;51.888° West;89.409186;89.409° North;Nearside;North-West;Peary;Not determined;Not determined;Not determined;Not determined;Not determined;Not described;Not determined;13.3453;13,35;13.3453;7.99;7.99;6,6;2685;8592;0,201145760744694;A________A;3,00494223474752;0;0;1,1214;1,40188101222506;267;9,88888888888889;2,136;12,9420911495329;35,1785852435239;;;;;;;;;12;Five days after First Quarter;Four days after Last Quarter;;;;Hinshelwood;Hinshelwood;14565;13.3453;89.4091860629861;308.111573291302;89.6406841278076;89.2005863189697;328.993635177612;284.349592208862;LOLA2011;Europe;England;Crater, craters;AA;Peary;LAC-1;Adopted by IAU;17/04/2009 00:00:00;;Sir Cyril Norman. English chemist, Nobel Prize winner 1956 (1897-1967).;http://planetarynames.wr.usgs.gov/Feature/14565;
HIPPALUS;AA2492S03042W;2492S03042W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Byrne / Personal communication / 2008;No details;Hippalus;M?dler (1837);01/01/1935 00:00:00;Not named;Not named;Not named;Navigator;Greece;Greek;2;2 nd century;?;?;?;120;?;-30.417277;329.582723;30.417° West;-24.918582;24.919° South;Nearside;South-West;Mare Humorum region;52;Gassendi;170;13 e6;029S 036S 040C/S 048C/S 201S 205S;MM153;IV-137-H1;58;57,36;58;35;35;28,6;3532;11302,4;0,061579010770727;A________________________________A;29,399803364512;0;12,28624;4,6906330593415;8,91556239644854;278,44319244838;10,3127108314215;2,22754553958704;77,4182035690954;119,598548700672;Damaged circular formation situated on the East bank of Mare Humorum.;Partly covered by Imbrian ejecta ;Non-existent slopes to the West enough steep to the East and supporting Rimae Hippalus to the East.;Few high walls gobbled to the South-West by the lava of Mare Humorum.;Floor crossed by a groove of Rimae Hippalus flat to the West and tormented to the East. Craterlets whose Hippalus B. Hills.;A partially ruined walled-plain, about 38 miles in diameter,on the W. side of the Mare Humorum, S. of Agatharchides. At least one-third of the border is wanting on the S.E., but under a low sun its site can be distinguished by a faint marking and the obvious difference in tone between the dark interior and the lighter-coloured plain. The rest of the wall is bright and continuous, except at a place on the W., where what appears to be the segment of a large ring has encroached upon it. There are two craters in the interior of Hippalus, and a row of parallel ridges, running obliquely from the S.W. wall up to a cleft which traverses the floor from N. to S. W. of Hippalus stands a bright crater, Hippalus A, with an incomplete little ring-plain adjoining it on the N.W.. and N.E. of it a much larger obscure ring containing two little hills. The Hippalus rill-system is a very interesting one, and the greater part of it can, moreover, be easily traced in a good 4 inch achromatic. It originates in the rugged region E. of Campanus, from which five nearly parallel curved clefts extend up to the rocky barrier, connecting the N. side of this formation with the S.W. side of Hippalus. The most westerly of these furrows is interrupted by a crater on this wall, but reappears on the N. side of it, and, after making a detour towards the W. to avoid a little mountain in its path, runs partially round the E. flank of Hippalus A, and then, continuing its northerly course, terminates amid the mountains W. of Agatharchides. (A short parallel cleft runs E. of this from the little mountain to the E. side of A.) The most easterly member of the system, originating N. of Ramsden, enters Hippalus at the S. side of the great gap in the border, and, after traversing the floor at the W. foot of a ridge thereon, also extends towards the mountains W. of Agatharchides. Between these clefts are three intermediate furrows, one of which runs N. from the N. side of the encroaching ring already referred to, on the W. wall of Hippalus.;4;Exceptional formation;10;3 days after First Quarter;2 days after Last Quarter;30;10x binoculars;50 mm refractor;Hippalus;Hippalus;2515;57.3587;-24.9185821427478;329.58272300729;-23.9751129150391;-25.8667373657227;330.621728897095;328.53607749939;LOLA2011;Europe;Greek;Crater, craters;AA;Mare Humorum;LAC-93;Adopted by IAU;01/01/1935 00:00:00;;Greek explorer (unkn-c. 120).;http://planetarynames.wr.usgs.gov/Feature/2515;
