NAME;TYPE;PERIOD;Zénon;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
CROOKES;Cratera;;Zénon;UAI 1973 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Reino Unido;britânico;19;Século 19;London;1832;London;1919;Inventor do radiómetro em 1872 e um tubo gerador de raios X. Trabalhos sobre a viscosidade e a condutibilidade dos gases. Membro da Sociedade Real em 1863.;-164,5;164,5 ° Oeste;-10,3;10,3 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;I-030-H2 I-030-M I-035-M I-038-M I-028-M I-036-M;49;49;29;29;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
CTESIBIUS;Cratera;;Zénon;UAI 1994 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Egipto;egípcio;-1;Século 1º AC;??;??;??;100;;118,7;118,7 ° Este;0,8;0,8 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;36;36;21;21;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
CURIE;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;França;francês;19;Século 19;Paris;1859;Paris;1906;Descobridor da piezoelectricidade em 1880 e do ponto de transformação do magnetismo. Cônjuge de Marie Curie em 1895. Autor do princípio de simetria dos fenómenos. Descobridor do polónio e do rádio em 1898. Prémio Nobel em 1903 com a sua mulher.;91;91 ° Este;-22,9;22,9 ° Sul;Sudeste;;IV;Curie;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;151;151;89;89;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;1;2 dias após a Lua Nova;1 dia após a Lua Cheia;30;Binóculo x10;Refractor 50 mm
CYRANO;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Escritor;França;francês;17;Século 17;;1615;;1655;;157,7;157,7 ° Este;-20,5;20,5 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;II-075-M II-075-H2;80;80;47;47;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DAEDALUS;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Personagem mitológico.;Grécia;grego;;;;;;;Criador do labirinto onde foi enclausurado o Minotauro. Criador do voo aéreo experimentado pelo seu filho Icaro.;179,4;179,4 ° Este;-5,9;5,9 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;II-033-M II-034-M;93;93;55;55;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
D'ALEMBERT;Cratera;;Zénon;UAI 1976 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Filósofo;França;francês;18;Século 18;Paris;1717;Paris;1783;Membro da Academia das Ciências em 1740. Autor de um tratado de dinâmica em 1743. Cálculo da precessão do equinócios em 1749. Lider do Encyclopédie com Diderot. Secretário da Academia francesa em 1772.;163,9;163,9 ° Este;50,8;50,8 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;248;248;146;146;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DANJON;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;França;francês;20;Século 20;Caen;1890;Suresnes;1967;Director do Observatório de Paris em 1945. Membro da Academia das Ciências em 1948. Inventor de um astrolábio impessoal e de um interferómetro. Estudos sobre Vénus e Mercúrio. Autor de duas obras com André Couderc.;124;124 ° Este;-11,4;11,4 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;III-121-M I-136-M;71;71;42;42;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DANTE;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Poeta;Itália;italiano;13;Século 13;;1265;;1321;;-180;180 ° Oeste;25,5;25,5 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;54;54;32;32;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DARIO;Cratera;;Zénon;UAI 19XX ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Poeta;Nicarágua;Nicaraguayan;20;Século 20;Métapa;1867;Leon;1916;Iniciador do movimento modernista na América Latina.;90,7;90,7 ° Este;-11,3;11,3 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;19;19;11;11;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;1;2 dias após a Lua Nova;1 dia após a Lua Cheia;30;Binóculo x10;Refractor 50 mm
D'ARSONVAL;Cratera;;Zénon;UAI 1976 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;França;francês;20;Século 20;La Borie;1851;La Borie;1940;Numerosos estudos em física biológica. Descobridor dos tratamentos de correntes de elevada frequência. Inventor de numerosos aparelhos de física.;124,6;124,6 ° Este;-10,3;10,3 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;28;28;16;16;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DAS;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Índia;Indian;20;Século 20;??;1902;??;1961;;-136,8;136,8 ° Oeste;-26,6;26,6 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;38;38;22;22;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DAVISSON;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;E. U. A.;norte-americano;20;Século 20;Bloomington;1881;Charlotsville;1958;Descobridor da difracção dos electrões em 1927 com L. Germer. Criador de ópticas electrónicas. Prémio Nobel em 1937 com G. Thomson. ;-174,6;174,6 ° Oeste;-37,5;37,5 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-043-M;87;87;51;51;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DAWSON;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Argentina;Argentinian;20;Século 20;??;1890;??;1960;;-134,7;134,7 ° Oeste;-67,4;67,4 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;45;45;26;26;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DE FOREST;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Engenheiro;E. U. A.;norte-americano;20;Século 20;Council Bluffs;1873;Hollywood;1961;Inventor do triodo em 1906.;-162,1;162,1 ° Oeste;-77,3;77,3 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;57;57;34;34;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DE MORAES;Cratera;;Zénon;UAI 1985 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Brasil;Brazilian;20;Século 20;??;1916;??;1970;;143,2;143,2 ° Este;49,5;49,5 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-124-M;53;53;31;31;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DE ROY;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Bélgica;belga;20;Século 20;??;1883;??;1942;;-99,1;99,1 ° Oeste;-55,3;55,3 ° Sul;Sudoeste;;VI;Hausen;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;43;43;25;25;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;14;Lua Cheia;6 dias após o Quarto Minguante;30;Binóculo x10;Refractor 50 mm
DE VRIES;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Botânico;Holanda;holandês;19;Século 19;Haarlem;1848;Lunteren;1935;Descobridor da mutação em 1897. Teoria geral do crescimento das plantas.;-176,7;176,7 ° Oeste;-19,9;19,9 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;59;59;35;35;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DEBUS;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Alemanha;alemão;20;Século 20;??;1908;??;1983;;99,6;99,6 ° Este;-10,5;10,5 ° Sul;Sudeste;;IV;Curie;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;20;20;12;12;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;1;2 dias após a Lua Nova;1 dia após a Lua Cheia;30;Binóculo x10;Refractor 50 mm
DEBYE;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;E. U. A.;norte-americano;20;Século 20;Maastricht;1884;Ithaca;1966;Director do Instituto de física de Berlim em 1935. Professor da Universidade de Cornell em 1940. Estudos sobre a teoria dos quantum, electrólitos e baixas temperaturas. Medições de moléculas. Prémio Nobel da química em 1936.;-176,2;176,2 ° Oeste;49,6;49,6 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-053-H2 V-053-M;142;142;84;84;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DELLINGER;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;E. U. A.;norte-americano;20;Século 20;??;1886;??;1962;;140,6;140,6 ° Este;-6,8;6,8 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;I-136-M I-115-M;81;81;48;48;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DELPORTE;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Bélgica;belga;20;Século 20;??;1882;??;1955;;121,6;121,6 ° Este;-16;16 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;I-136-M;45;45;26;26;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DENNING;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Reino Unido;britânico;20;Século 20;??;1848;??;1931;;142,6;142,6 ° Este;-16,4;16,4 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;44;44;26;26;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DEUTSCH;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;E. U. A.;norte-americano;20;Século 20;??;1918;??;1969;;110,5;110,5 ° Este;24,1;24,1 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;66;66;39;39;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DEWAR;Cratera;;Zénon;UAI 1988 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Reino Unido;britânico;19;Século 19;Kincardine-Forth;1842;London;1923;Inventor de uma garrafa isolante para gases liquefeitos e da cordite. Autor da primeira liquefacção do hidrogénio e do flúor em 1896. ;165,5;165,5 ° Este;-2,7;2,7 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;50;50;29;29;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DIDEROT;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Filósofo;França;francês;18;Século 18;;1713;;1784;Supervisor da Encyclopédie com Alembert.;121,5;121,5 ° Este;-20,4;20,4 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;20;20;12;12;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DIRICHLET;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Matemático;Alemanha;alemão;19;Século 19;Düren;1805;Göttingen;1859;Professor da Universidade de Berlin em 1831. Numerosos trabalhos sobre a teoria dos números algébricos entre os quais os critérios de convergências das séries.;-151,4;151,4 ° Oeste;11,1;11,1 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;47;47;28;28;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DOBROVOL'SKIY;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Cosmonauta;U. R. S. S.;soviético;20;Século 20;??;1928;??;1971;Cosmonauta da missão Soyouz 11. Falecido por asfixia na hora do regresso à Terra a 30 de Junho de 1971 com Volkov e Patsayev.;129,7;129,7 ° Este;-12,8;12,8 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;I-136-H3 I-136-M;38;38;22;22;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DOERFEL;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Alemanha;alemão;17;Século 17;Plauen;1643;Weida;1688;Estudos sobre os cometas. Descoberta da forma parabólica das suas órbitas.;-107,9;107,9 ° Oeste;-69,1;69,1 ° Sul;Sudoeste;;VI;Hausen;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;68;68;40;40;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;14;Lua Cheia;6 dias após o Quarto Minguante;30;Binóculo x10;Refractor 50 mm
DONNER;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Finlândia;Finish;20;Século 20;??;1873;??;1949;;98;98 ° Este;-31,4;31,4 ° Sul;Sudeste;;IV;Curie;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;58;58;34;34;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;1;2 dias após a Lua Nova;1 dia após a Lua Cheia;30;Binóculo x10;Refractor 50 mm
DOPPLER;Cratera;;Zénon;UAI 1973 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Áustria;austríaco;19;Século 19;Salzburg;1803;Venezia;1853;Descobridor do desfasamento do comprimento de onda em função da velocidade. Director do Instituto de Física de Viena em 1851. ;-159,6;159,6 ° Oeste;-12,6;12,6 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;I-036-H3 I-028-M I-039-M I-040-M I-038-M I-030-M I-038-H3 I-037-M I-035-M I-036-M;110;110;65;65;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DOUGLASS;Cratera;;Zénon;UAI 1976 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;E. U. A.;norte-americano;20;Século 20;??;1867;??;1962;;-122,4;122,4 ° Oeste;35,9;35,9 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;49;49;29;29;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DREYER;Cratera;;Zénon;UAI 1985 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Dinamarca;dinamarquês;20;Século 20;Copenhagen;1852;Oxford;1926;Autor do Novo Catálogo Geral de nebulosas e enxames de estrelas em 1888 e de dois Catálogos-Índice em 1895 e 1908. ;96,9;96,9 ° Este;10;10 ° Norte;Nordeste;;III;Mare Marginis;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;61;61;36;36;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;1;2 dias após a Lua Nova;1 dia após a Lua Cheia;30;Binóculo x10;Refractor 50 mm
DRUDE;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Alemanha;alemão;19;Século 19;Brunswick;1863;Berlin;1906;Autor da teoria da estrutura electrónica dos metais em 1902.;-91,8;91,8 ° Oeste;-38,5;38,5 ° Sul;Sudoeste;;VII;Mare Orientale;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;24;24;14;14;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;14;Lua Cheia;6 dias após o Quarto Minguante;30;Binóculo x10;Refractor 50 mm
DRYDEN;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;E. U. A.;norte-americano;20;Século 20;Pocomoke City;1898;Washington;1965;Director do National Bureau of Standards em 1946. Estudo da turbulência. Inventor do primeiro engenho militar autoguiado em 1944. Subdirector da Nasa em 1958.;-155,2;155,2 ° Oeste;-33;33 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-030-H2;51;51;30;30;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DUFAY;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;França;francês;20;Século 20;Blois;1896;Chaponost;1967;Primeiro director do Observatório de Haute Provence. Estudos sobre a espectrofotometria estelar, a coroa solar, os cometas e o meio interestelar.;169,5;169,5 ° Este;5,5;5,5 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;39;39;23;23;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DUGAN;Cratera;;Zénon;UAI 1976 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;E. U. A.;norte-americano;20;Século 20;??;1878;??;1940;;103,3;103,3 ° Este;64,2;64,2 ° Norte;Nordeste;;II;Nansen;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;50;50;29;29;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;1;2 dias após a Lua Nova;1 dia após a Lua Cheia;30;Binóculo x10;Refractor 50 mm
DUNER;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Suécia;sueco;19;Século 19;??;1839;??;1914;;179,5;179,5 ° Este;44,8;44,8 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-053-M;62;62;36;36;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DYSON;Cratera;;Zénon;UAI 1982 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Reino Unido;britânico;20;Século 20;Ashby de la Zouch;1868;Pacific Ocean;1939;Director do Observatório de Greenwich em 1910. Estudos sobre o movimento próprio das estrelas e a estrutura da Via Láctea. Verificação da teoria da relatividade aquando de um eclipse solar.;-121,2;121,2 ° Oeste;61,3;61,3 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-008-M;63;63;37;37;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
DZIEWULSKI;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Polónia;polaco;20;Século 20;??;1878;??;1962;;98,9;98,9 ° Este;21,2;21,2 ° Norte;Nordeste;;III;Mare Marginis;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;63;63;37;37;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;1;2 dias após a Lua Nova;1 dia após a Lua Cheia;30;Binóculo x10;Refractor 50 mm
EDISON;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Cientista;E. U. A.;norte-americano;19;Século 19;Milan;1847;West Orange;1931;Autor de mais de um milhar de patentes. Inventor o do telégrafo duplex, do gramofone, do projetor cinematográfico, do microtelefone e cinescópio. Descobridor dos princípios base dos diodos.;99,1;99,1 ° Este;25;25 ° Norte;Nordeste;;III;Mare Marginis;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;62;62;36;36;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;1;2 dias após a Lua Nova;1 dia após a Lua Cheia;30;Binóculo x10;Refractor 50 mm
EHRLICH;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Médico;Alemanha;alemão;19;Século 19;Strehlen;1854;Bad Homburg;1915;;-172,4;172,4 ° Oeste;40,9;40,9 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-053-M V-053-H1;30;30;18;18;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
EIJKMAN;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Médico;Holanda;holandês;20;Século 20;Nijkerk;1858;Utrecht;1930;Trabalhos sobre béribéri. Descoberta de algumas vitaminas. Prémio Nobel em 1929.;-141,5;141,5 ° Oeste;-63,1;63,1 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;54;54;32;32;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
