NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGHTKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
CREMONA C;Кратер;??;Antonio Luigi Cremona;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;математик;Италии;Итальянский;19;19-го века;Pavie;1830;Roma;1903;Director of Polytechnical School of Roma in 1873. Author of a general theory on algebrical transformations. Minister in 1898.;-92,2;92,2 ° Запад;67,2;67,2 ° Север;Северо-Западный;Не определена;??;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;15;15;9;9;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Округлое образование, расположенное в зоне либраций дальней стороны.;;;;1;Малоинтересное или сложное образование;14;Полнолуние;6 дней после Последней Четверти;50;50 мм рефрактор;100 мм рефрактор
CREMONA L;Кратер;??;Antonio Luigi Cremona;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;математик;Италии;Итальянский;19;19-го века;Pavie;1830;Roma;1903;Director of Polytechnical School of Roma in 1873. Author of a general theory on algebrical transformations. Minister in 1898.;-90;90 ° Запад;66,1;66,1 ° Север;Северо-Западный;Не определена;??;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;23;23;14;14;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Округлое образование, расположенное в зоне либраций дальней стороны.;;;;1;Малоинтересное или сложное образование;14;Полнолуние;6 дней после Последней Четверти;30;10x бинокль;50 мм рефрактор
CROCCO E;Кратер;??;Gaetano A. Crocco;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;инженер;Италии;Итальянский;20;20-го века;??;1877;??;1968;Aeronautical specialist.;152;152 ° Восток;-46,8;46,8 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;17;17;10;10;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
CROCCO G;Кратер;??;Gaetano A. Crocco;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;инженер;Италии;Итальянский;20;20-го века;??;1877;??;1968;Aeronautical specialist.;152,3;152,3 ° Восток;-47,8;47,8 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;42;42;25;25;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
CROCCO R;Кратер;??;Gaetano A. Crocco;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;инженер;Италии;Итальянский;20;20-го века;??;1877;??;1968;Aeronautical specialist.;147,5;147,5 ° Восток;-48,3;48,3 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;57;57;34;34;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
CROMMELIN C;Кратер;??;Andrew Claude De La Cherois Crommelin;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;Соединенного Королевства;Британский;20;20-го века;??;1865;??;1939;??;-144,8;144,8 ° Запад;-66,4;66,4 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;44;44;26;26;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
CROMMELIN W;Кратер;??;Andrew Claude De La Cherois Crommelin;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;Соединенного Королевства;Британский;20;20-го века;??;1865;??;1939;??;-152,7;152,7 ° Запад;-66;66 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;24;24;14;14;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
CROMMELIN X;Кратер;??;Andrew Claude De La Cherois Crommelin;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;Соединенного Королевства;Британский;20;20-го века;??;1865;??;1939;??;-150;150 ° Запад;-66,3;66,3 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;26;26;15;15;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
CROOKES D;Кратер;??;Sir William Crookes;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;Соединенного Королевства;Британский;19;19-го века;London;1832;London;1919;Conceiver of the radiometer in 1872 and of an X rays generating tube. Works on viscosity and gaz conductibility. Member of the Royal Society in 1863.;-162,8;162,8 ° Запад;-9,6;9,6 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;41;41;24;24;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
CROOKES P;Кратер;??;Sir William Crookes;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;Соединенного Королевства;Британский;19;19-го века;London;1832;London;1919;Conceiver of the radiometer in 1872 and of an X rays generating tube. Works on viscosity and gaz conductibility. Member of the Royal Society in 1863.;-165,8;165,8 ° Запад;-11,7;11,7 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;21;21;12;12;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
CROOKES X;Кратер;??;Sir William Crookes;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;Соединенного Королевства;Британский;19;19-го века;London;1832;London;1919;Conceiver of the radiometer in 1872 and of an X rays generating tube. Works on viscosity and gaz conductibility. Member of the Royal Society in 1863.;-166,2;166,2 ° Запад;-6,6;6,6 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;24;24;14;14;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
CURIE C;Кратер;??;Pierre Curie;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;Франции;Французский;19;19-го века;Paris;1859;Paris;1906;Discoverer of piezoelectricity in 1880 and of the transformation point in magnetism. Husband of Marie Curie in 1895. Author of the principle of phenomenas symetry. Discoverer of polonium and radium in 1898. Nobel laureate in 1903 with his wife.;94,1;94,1 ° Восток;-21,1;21,1 ° Юг;Юго-Восточный;Не определена;??;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;47;47;28;28;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Округлое образование, расположенное в зоне либраций дальней стороны.;;;;1;Малоинтересное или сложное образование;2;2 дня после Новолуния;1 день после Полнолуния;30;10x бинокль;50 мм рефрактор
CURIE E;Кратер;??;Pierre Curie;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;Франции;Французский;19;19-го века;Paris;1859;Paris;1906;Discoverer of piezoelectricity in 1880 and of the transformation point in magnetism. Husband of Marie Curie in 1895. Author of the principle of phenomenas symetry. Discoverer of polonium and radium in 1898. Nobel laureate in 1903 with his wife.;96,2;96,2 ° Восток;-22,4;22,4 ° Юг;Юго-Восточный;Не определена;??;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;43;43;25;25;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Округлое образование, расположенное в зоне либраций дальней стороны.;;;;1;Малоинтересное или сложное образование;2;2 дня после Новолуния;1 день после Полнолуния;30;10x бинокль;50 мм рефрактор
CURIE G;Кратер;??;Pierre Curie;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;Франции;Французский;19;19-го века;Paris;1859;Paris;1906;Discoverer of piezoelectricity in 1880 and of the transformation point in magnetism. Husband of Marie Curie in 1895. Author of the principle of phenomenas symetry. Discoverer of polonium and radium in 1898. Nobel laureate in 1903 with his wife.;94,8;94,8 ° Восток;-23,6;23,6 ° Юг;Юго-Восточный;Не определена;??;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;53;53;31;31;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Округлое образование, расположенное в зоне либраций дальней стороны.;;;;1;Малоинтересное или сложное образование;2;2 дня после Новолуния;1 день после Полнолуния;30;10x бинокль;50 мм рефрактор
CURIE K;Кратер;??;Pierre Curie;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;Франции;Французский;19;19-го века;Paris;1859;Paris;1906;Discoverer of piezoelectricity in 1880 and of the transformation point in magnetism. Husband of Marie Curie in 1895. Author of the principle of phenomenas symetry. Discoverer of polonium and radium in 1898. Nobel laureate in 1903 with his wife.;92,7;92,7 ° Восток;-23,7;23,7 ° Юг;Юго-Восточный;Не определена;??;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;12;12;7;7;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Округлое образование, расположенное в зоне либраций дальней стороны.;;;;1;Малоинтересное или сложное образование;2;2 дня после Новолуния;1 день после Полнолуния;50;50 мм рефрактор;100 мм рефрактор
CURIE L;Кратер;??;Pierre Curie;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;Франции;Французский;19;19-го века;Paris;1859;Paris;1906;Discoverer of piezoelectricity in 1880 and of the transformation point in magnetism. Husband of Marie Curie in 1895. Author of the principle of phenomenas symetry. Discoverer of polonium and radium in 1898. Nobel laureate in 1903 with his wife.;92,8;92,8 ° Восток;-26,3;26,3 ° Юг;Юго-Восточный;Не определена;??;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;21;21;12;12;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Округлое образование, расположенное в зоне либраций дальней стороны.;;;;1;Малоинтересное или сложное образование;2;2 дня после Новолуния;1 день после Полнолуния;30;10x бинокль;50 мм рефрактор
CURIE M;Кратер;??;Pierre Curie;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;Франции;Французский;19;19-го века;Paris;1859;Paris;1906;Discoverer of piezoelectricity in 1880 and of the transformation point in magnetism. Husband of Marie Curie in 1895. Author of the principle of phenomenas symetry. Discoverer of polonium and radium in 1898. Nobel laureate in 1903 with his wife.;92,5;92,5 ° Восток;-28,4;28,4 ° Юг;Юго-Восточный;Не определена;??;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;34;34;20;20;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Округлое образование, расположенное в зоне либраций дальней стороны.;;;;1;Малоинтересное или сложное образование;2;2 дня после Новолуния;1 день после Полнолуния;30;10x бинокль;50 мм рефрактор
CURIE P;Кратер;??;Pierre Curie;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;Франции;Французский;19;19-го века;Paris;1859;Paris;1906;Discoverer of piezoelectricity in 1880 and of the transformation point in magnetism. Husband of Marie Curie in 1895. Author of the principle of phenomenas symetry. Discoverer of polonium and radium in 1898. Nobel laureate in 1903 with his wife.;90,1;90,1 ° Восток;-28,4;28,4 ° Юг;Юго-Восточный;Не определена;??;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;26;26;15;15;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Округлое образование, расположенное в зоне либраций дальней стороны.;;;;1;Малоинтересное или сложное образование;2;2 дня после Новолуния;1 день после Полнолуния;30;10x бинокль;50 мм рефрактор
CURIE V;Кратер;??;Pierre Curie;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;Франции;Французский;19;19-го века;Paris;1859;Paris;1906;Discoverer of piezoelectricity in 1880 and of the transformation point in magnetism. Husband of Marie Curie in 1895. Author of the principle of phenomenas symetry. Discoverer of polonium and radium in 1898. Nobel laureate in 1903 with his wife.;90,4;90,4 ° Восток;-22;22 ° Юг;Юго-Восточный;Не определена;??;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;21;21;12;12;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Округлое образование, расположенное в зоне либраций дальней стороны.;;;;1;Малоинтересное или сложное образование;2;2 дня после Новолуния;1 день после Полнолуния;30;10x бинокль;50 мм рефрактор
CURIE Z;Кратер;??;Pierre Curie;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;Франции;Французский;19;19-го века;Paris;1859;Paris;1906;Discoverer of piezoelectricity in 1880 and of the transformation point in magnetism. Husband of Marie Curie in 1895. Author of the principle of phenomenas symetry. Discoverer of polonium and radium in 1898. Nobel laureate in 1903 with his wife.;92,2;92,2 ° Восток;-20,5;20,5 ° Юг;Юго-Восточный;Не определена;??;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;25;25;15;15;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Округлое образование, расположенное в зоне либраций дальней стороны.;;;;1;Малоинтересное или сложное образование;2;2 дня после Новолуния;1 день после Полнолуния;30;10x бинокль;50 мм рефрактор
CYRANO A;Кратер;??;Cyrano De Bergerac Savinien;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;писатель;Франции;Французский;17;17-го века;;1615;;1655;??;158,6;158,6 ° Восток;-18,1;18,1 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;26;26;15;15;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
CYRANO B;Кратер;??;Cyrano De Bergerac Savinien;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;писатель;Франции;Французский;17;17-го века;;1615;;1655;??;159,7;159,7 ° Восток;-18,3;18,3 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;23;23;14;14;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
CYRANO D;Кратер;??;Cyrano De Bergerac Savinien;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;писатель;Франции;Французский;17;17-го века;;1615;;1655;??;162,2;162,2 ° Восток;-19,6;19,6 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;24;24;14;14;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
CYRANO E;Кратер;??;Cyrano De Bergerac Savinien;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;писатель;Франции;Французский;17;17-го века;;1615;;1655;??;161,2;161,2 ° Восток;-20,1;20,1 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;21;21;12;12;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
CYRANO P;Кратер;??;Cyrano De Bergerac Savinien;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;писатель;Франции;Французский;17;17-го века;;1615;;1655;??;156,8;156,8 ° Восток;-21,6;21,6 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;19;19;11;11;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
DAEDALUS B;Кратер;??;Daedalus;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;мифологический герой;Греции;Греческий;;;;;;;Inventor of the labyrinth where was jailed the Minotaur. inventor of the aerial flight with his son Icarus.;-179,8;179,8 ° Запад;-4,1;4,1 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;23;23;14;14;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
DAEDALUS C;Кратер;??;Daedalus;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;мифологический герой;Греции;Греческий;;;;;;;Inventor of the labyrinth where was jailed the Minotaur. inventor of the aerial flight with his son Icarus.;-178,9;178,9 ° Запад;-4,1;4,1 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;68;68;40;40;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
DAEDALUS G;Кратер;??;Daedalus;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;мифологический герой;Греции;Греческий;;;;;;;Inventor of the labyrinth where was jailed the Minotaur. inventor of the aerial flight with his son Icarus.;-177,4;177,4 ° Запад;-6,6;6,6 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;33;33;19;19;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
DAEDALUS K;Кратер;??;Daedalus;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;мифологический герой;Греции;Греческий;;;;;;;Inventor of the labyrinth where was jailed the Minotaur. inventor of the aerial flight with his son Icarus.;-178,5;178,5 ° Запад;-8,3;8,3 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;24;24;14;14;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
DAEDALUS M;Кратер;??;Daedalus;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;мифологический герой;Греции;Греческий;;;;;;;Inventor of the labyrinth where was jailed the Minotaur. inventor of the aerial flight with his son Icarus.;179,5;179,5 ° Восток;-8,1;8,1 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;13;13;8;8;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
DAEDALUS R;Кратер;??;Daedalus;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;мифологический герой;Греции;Греческий;;;;;;;Inventor of the labyrinth where was jailed the Minotaur. inventor of the aerial flight with his son Icarus.;175,2;175,2 ° Восток;-7,7;7,7 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;41;41;24;24;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
DAEDALUS S;Кратер;??;Daedalus;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;мифологический герой;Греции;Греческий;;;;;;;Inventor of the labyrinth where was jailed the Minotaur. inventor of the aerial flight with his son Icarus.;172,9;172,9 ° Восток;-6,8;6,8 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;20;20;12;12;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
DAEDALUS U;Кратер;??;Daedalus;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;мифологический герой;Греции;Греческий;;;;;;;Inventor of the labyrinth where was jailed the Minotaur. inventor of the aerial flight with his son Icarus.;174,9;174,9 ° Восток;-4,2;4,2 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;30;30;18;18;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
DAEDALUS W;Кратер;??;Daedalus;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;мифологический герой;Греции;Греческий;;;;;;;Inventor of the labyrinth where was jailed the Minotaur. inventor of the aerial flight with his son Icarus.;177,5;177,5 ° Восток;-3,5;3,5 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;70;70;41;41;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
D'ALEMBERT E;Кратер;??;Jean Le Rond d'Alembert;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;философ;Франции;Французский;18;18-го века;Paris;1717;Paris;1783;Member of french Academy of Sciences in 1740 and secretary in 1772. Author of a treaty about dynamics in 1743. Computation of equinoxes precession in 1749. Leader of the Encyclopedia with Diderot.;168,2;168,2 ° Восток;52,8;52,8 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;22;22;13;13;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
D'ALEMBERT G;Кратер;??;Jean Le Rond d'Alembert;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;философ;Франции;Французский;18;18-го века;Paris;1717;Paris;1783;Member of french Academy of Sciences in 1740 and secretary in 1772. Author of a treaty about dynamics in 1743. Computation of equinoxes precession in 1749. Leader of the Encyclopedia with Diderot.;167,5;167,5 ° Восток;50,9;50,9 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;18;18;11;11;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
D'ALEMBERT J;Кратер;??;Jean Le Rond d'Alembert;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;философ;Франции;Французский;18;18-го века;Paris;1717;Paris;1783;Member of french Academy of Sciences in 1740 and secretary in 1772. Author of a treaty about dynamics in 1743. Computation of equinoxes precession in 1749. Leader of the Encyclopedia with Diderot.;170,4;170,4 ° Восток;47,5;47,5 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;20;20;12;12;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
