NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;SUBTYPE;PERIOD;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;OuestFALL;WOOD;LOPAM;LENGTH_KM;WIDE_KM;LENGTH_MI;WIDE_MI;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;GENERAL_1;SLOPES;WALLS;FLOOR;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NordERN_LATITUDE;IAU_SudERN_LATITUDE;IAU_EstERN_LONGITUDE;IAU_OuestERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK
NELIOTA 36;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2017;Non applicable;NELIOTA 36;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;64,7;64,7;64 ° 42 '  Est;-7,2;7 ° 48 '  Sud;Face visible;Sud-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2017 12 12 @ 02:06:11.777 UT;R Magnitude = -99,99 +/- -99,99 & I Magnitude = 9,63 +/- 0,08 > Latitude : -7,2 ° +/- 0,5 ° > Longitude : 64,7 ° +/- 0,5 °;Images R : 0 & Images I : 1;Eclair de géocroiseur suspecté / Durée maximale : 0,033 / Airmass : 2,422;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 37;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2017;Non applicable;NELIOTA 37;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;74;74;74 ° 0 '  Est;9;9 ° 0 '  Nord;Face visible;Nord-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2017 12 12 @ 02:48:08.178 UT;R Magnitude = 10,5 +/- 0,24 & I Magnitude = 8,98 +/- 0,08 > Latitude : 9 ° +/- 0,5 ° > Longitude : 74 ° +/- 0,5 °;Images R : 1 & Images I : 2;Eclair de véritable géocroiseur validé / / Durée maximale : 0,066 / Airmass : 1,922;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 38;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2017;Non applicable;NELIOTA 38;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;58,4;58,4;58 ° 24 '  Est;-15,4;15 ° 36 '  Sud;Face visible;Sud-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2017 12 12 @ 03:33:05.912 UT;R Magnitude = -99,99 +/- -99,99 & I Magnitude = 9,61 +/- 0,14 > Latitude : -15,4 ° +/- 0,5 ° > Longitude : 58,4 ° +/- 0,5 °;Images R : 0 & Images I : 1;Eclair de géocroiseur suspecté / Durée maximale : 0,033 / Airmass : 1,623;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 39;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2017;Non applicable;NELIOTA 39;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;51,2;51,2;51 ° 12 '  Est;5,4;5 ° 24 '  Nord;Face visible;Nord-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2017 12 12 @ 04:30:00.398 UT;R Magnitude = 10,58 +/- 0,28 & I Magnitude = 9,84 +/- 0,11 > Latitude : 5,4 ° +/- 0,5 ° > Longitude : 51,2 ° +/- 0,5 °;Images R : 1 & Images I : 1;Eclair de véritable géocroiseur validé / / Durée maximale : 0,033 / Airmass : 1,408;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 40;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2017;Non applicable;NELIOTA 40;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;76,7;76,7;76 ° 42 '  Est;1,9;1 ° 54 '  Nord;Face visible;Nord-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2017 12 12 @ 04:58:00.343 UT;R Magnitude = -99,99 +/- -99,99 & I Magnitude = 10,13 +/- 0,2 > Latitude : 1,9 ° +/- 0,5 ° > Longitude : 76,7 ° +/- 0,5 °;Images R : 0 & Images I : 1;Eclair de géocroiseur suspecté / Durée maximale : 0,033 / Airmass : 1,357;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 41;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2017;Non applicable;NELIOTA 41;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;87,9;87,9;87 ° 54 '  Est;-21,2;21 ° 48 '  Sud;Face visible;Sud-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2017 12 13 @ 02:38:14.109 UT;R Magnitude = -99,99 +/- -99,99 & I Magnitude = 10,32 +/- 0,16 > Latitude : -21,2 ° +/- 0,5 ° > Longitude : 87,9 ° +/- 0,5 °;Images R : 0 & Images I : 1;Eclair de géocroiseur suspecté / Durée maximale : 0,033 / Airmass : 3,031;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 42;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2017;Non applicable;NELIOTA 42;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;50;50;50 ° 0 '  Est;13;13 ° 0 '  Nord;Face visible;Nord-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2017 12 13 @ 04:26:57.484 UT;R Magnitude = 10,56 +/- 0,23 & I Magnitude = 9,95 +/- 0,11 > Latitude : 13 ° +/- 0,5 ° > Longitude : 50 ° +/- 0,5 °;Images R : 1 & Images I : 1;Eclair de véritable géocroiseur validé / / Durée maximale : 0,033 / Airmass : 1,724;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 43;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2017;Non applicable;NELIOTA 43;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;72;72;72 ° 0 '  Est;-6,7;-7 ° 18 '  Nord;Face visible;Sud-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2017 12 13 @ 04:59:49.533 UT;R Magnitude = -99,99 +/- -99,99 & I Magnitude = 9,86 +/- 0,15 > Latitude : -6,7 ° +/- 0,5 ° > Longitude : 72 ° +/- 0,5 °;Images R : 0 & Images I : 1;Eclair de géocroiseur suspecté / Durée maximale : 0,033 / Airmass : 1,563;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 44;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2017;Non applicable;NELIOTA 44;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;86,7;86,7;86 ° 42 '  Est;-11,4;11 ° 36 '  Sud;Face visible;Sud-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2017 12 13 @ 05:04:10.019 UT;R Magnitude = -99,99 +/- -99,99 & I Magnitude = 9,65 +/- 0,15 > Latitude : -11,4 ° +/- 0,5 ° > Longitude : 86,7 ° +/- 0,5 °;Images R : 0 & Images I : 1;Eclair de géocroiseur suspecté / Durée maximale : 0,033 / Airmass : 1,563;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 45;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2017;Non applicable;NELIOTA 45;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;62,1;62,1;62 ° 6 '  Est;1,7;1 ° 42 '  Nord;Face visible;Nord-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2017 12 13 @ 05:07:38.089 UT;R Magnitude = -99,99 +/- -99,99 & I Magnitude = 9,26 +/- 0,13 > Latitude : 1,7 ° +/- 0,5 ° > Longitude : 62,1 ° +/- 0,5 °;Images R : 0 & Images I : 1;Eclair de géocroiseur suspecté / Durée maximale : 0,033 / Airmass : 1,531;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 46;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2017;Non applicable;NELIOTA 46;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;73,4;73,4;73 ° 24 '  Est;-36,9;36 ° 6 '  Sud;Face visible;Sud-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2017 12 14 @ 04:35:09.737 UT;R Magnitude = 7,94 +/- 0,05 & I Magnitude = 6,76 +/- 0,02 > Latitude : -36,9 ° +/- 0,5 ° > Longitude : 73,4 ° +/- 0,5 °;Images R : 1 & Images I : 4;Eclair de géocroiseur validé / Durée maximale : 0,132 / Airmass : 2,142;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 47;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 47;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;79,2;79,2;79 ° 12 '  Est;-40,7;40 ° 18 '  Sud;Face visible;Sud-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 01 12 @ 03:54:03.027 UT;R Magnitude = 10,01 +/- 0,14 & I Magnitude = 9,31 +/- 0,07 > Latitude : -40,7 ° +/- 0,5 ° > Longitude : 79,2 ° +/- 0,5 °;Images R : 1 & Images I : 2;Eclair de véritable géocroiseur validé / / Durée maximale : 0,066 / Airmass : 2,733;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 48;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 48;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;71;71;71 ° 0 '  Est;-13;13 ° 0 '  Sud;Face visible;Sud-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 03 10 @ 03:30:05.884 UT;R Magnitude = -99,99 +/- -99,99 & I Magnitude = 9,65 +/- 0,11 > Latitude : -13 ° +/- 1 ° > Longitude : 71 ° +/- 1 °;Images R : 0 & Images I : 1;Eclair de géocroiseur suspecté / Durée maximale : 0,033 / Airmass : 2,165;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 49;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 49;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-52;308;52 ° 0 '  Ouest;-1,4;1 ° 36 '  Sud;Face visible;Sud-Ouest;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 03 23 @ 17:24:19.012 UT;R Magnitude = 9,93 +/- 0,26 & I Magnitude = 8,62 +/- 0,06 > Latitude : -1,4 ° +/- 1 ° > Longitude : -52 ° +/- 1 °;Images R : 1 & Images I : 1;Eclair de géocroiseur validé / Durée maximale : 0,033 / Airmass : 1,141;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 50;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 50;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;74,5;74,5;74 ° 30 '  Est;21,7;21 ° 42 '  Nord;Face visible;Nord-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 04 10 @ 03:36:57.535 UT;R Magnitude = 8,84 +/- 0,13 & I Magnitude = 8,08 +/- 0,05 > Latitude : 21,7 ° +/- 0,5 ° > Longitude : 74,5 ° +/- 0,5 °;Images R : 1 & Images I : 1;Eclair de géocroiseur validé / Durée maximale : 0,033 / Airmass : 2,487;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 51;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 51;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;24,6;24,6;24 ° 36 '  Est;4,3;4 ° 18 '  Nord;Face visible;Nord-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 06 09 @ 02:29:18.467 UT;R Magnitude = 9,92 +/- 0,23 & I Magnitude = 9 +/- 0,09 > Latitude : 4,3 ° +/- 0,5 ° > Longitude : 24,6 ° +/- 0,5 °;Images R : 1 & Images I : 1;Eclair de géocroiseur validé / Durée maximale : 0,033 / Airmass : 2,414;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
