NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;SUBTYPE;PERIOD;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTH_KM;WIDE_KM;LENGTH_MI;WIDE_MI;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;GENERAL_1;SLOPES;WALLS;FLOOR;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK
NELIOTA 68;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2018;Non appliable;NELIOTA 68;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;10,3;10,3;10 ° 18 '  East;13,2;13 ° 12 '  North;Visible face;North-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2018 08 08 @ 02:52:25.876 UT;R Magnitude = 11,05 +/- 0,31 & I Magnitude = 9,74 +/- 0,1 > Latitude : 13,2 ° +/- 0,5 ° > Longitude : 10,3 ° +/- 0,5 °;Frames R : 1 & Frames I : 1;Validated Near Earth Object flash / Maximum duration : 0,033 / Airmass : 2,074;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 69;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2018;Non appliable;NELIOTA 69;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;-62,4;297,6;62 ° 24 '  West;11,7;11 ° 42 '  North;Visible face;North-West;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2018 08 15 @ 18:08:16.637 UT;R Magnitude = 11,8 +/- 0,36 & I Magnitude = 9,56 +/- 0,09 > Latitude : 11,7 ° +/- 0,5 ° > Longitude : -62,4 ° +/- 0,5 °;Frames R : 1 & Frames I : 1;Validated Near Earth Object flash / Maximum duration : 0,033 / Airmass : 2,596;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 70;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2018;Non appliable;NELIOTA 70;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;-16,9;343,1;16 ° 54 '  West;26,8;26 ° 48 '  North;Visible face;North-West;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2018 08 17 @ 19:00:54.395 UT;R Magnitude = 8,92 +/- 0,14 & I Magnitude = 8,59 +/- 0,09 > Latitude : 26,8 ° +/- 0,5 ° > Longitude : -16,9 ° +/- 0,5 °;Frames R : 1 & Frames I : 1;Suspected Suspected Near Earth Object flash / Maximum duration : 0,033 / Airmass : 2,537;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 71;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2018;Non appliable;NELIOTA 71;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;-32;328;32 ° 0 '  West;16,8;16 ° 48 '  North;Visible face;North-West;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2018 08 17 @ 19:00:54.837 UT;R Magnitude = 9,14 +/- 0,13 & I Magnitude = 8,63 +/- 0,09 > Latitude : 16,8 ° +/- 0,5 ° > Longitude : -32 ° +/- 0,5 °;Frames R : 1 & Frames I : 1;Suspected Suspected Near Earth Object flash / Maximum duration : 0,033 / Airmass : 2,537;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 72;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2018;Non appliable;NELIOTA 72;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;29,2;29,2;29 ° 12 '  East;-24,7;24 ° 18 '  South;Visible face;South-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2018 09 04 @ 01:33:52.975 UT;R Magnitude = 9,87 +/- 0,3 & I Magnitude = 9,18 +/- 0,1 > Latitude : -24,7 ° +/- 0,5 ° > Longitude : 29,2 ° +/- 0,5 °;Frames R : 1 & Frames I : 1;Validated Near Earth Object flash / Maximum duration : 0,033 / Airmass : 1,587;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 73;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2018;Non appliable;NELIOTA 73;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;52,1;52,1;52 ° 6 '  East;9,5;9 ° 30 '  North;Visible face;North-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2018 09 05 @ 01:51:37.399 UT;R Magnitude = 7,84 +/- 0,07 & I Magnitude = 6,6 +/- 0,02 > Latitude : 9,5 ° +/- 0,5 ° > Longitude : 52,1 ° +/- 0,5 °;Frames R : 4 & Frames I : 12;Validated Near Earth Object flash / Maximum duration : 0,396 / Airmass : 1,902;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 74;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2018;Non appliable;NELIOTA 74;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;15,2;15,2;15 ° 12 '  East;-15,5;15 ° 30 '  South;Visible face;South-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2018 09 05 @ 02:47:54.403 UT;R Magnitude = 10,61 +/- 0,37 & I Magnitude = 9,09 +/- 0,09 > Latitude : -15,5 ° +/- 0,5 ° > Longitude : 15,2 ° +/- 0,5 °;Frames R : 1 & Frames I : 2;Validated Near Earth Object flash / Maximum duration : 0,066 / Airmass : 1,476;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 75;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2018;Non appliable;NELIOTA 75;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;72,5;72,5;72 ° 30 '  East;-18,6;18 ° 24 '  South;Visible face;South-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2018 09 06 @ 02:00:33.053 UT;R Magnitude = 10,95 +/- 0,3 & I Magnitude = 10,33 +/- 0,14 > Latitude : -18,6 ° +/- 0,5 ° > Longitude : 72,5 ° +/- 0,5 °;Frames R : 1 & Frames I : 1;Validated Near Earth Object flash / Maximum duration : 0,033 / Airmass : 2,699;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 76;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2018;Non appliable;NELIOTA 76;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;60,8;60,8;60 ° 48 '  East;0;0 ° 0 '  North;Visible face;South-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2018 09 06 @ 03:10:04.087 UT;R Magnitude = 11,18 +/- 0,25 & I Magnitude = 9,86 +/- 0,09 > Latitude : 0 ° +/- 0,5 ° > Longitude : 60,8 ° +/- 0,5 °;Frames R : 1 & Frames I : 2;Validated Near Earth Object flash / Maximum duration : 0,066 / Airmass : 1,74;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 77;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2018;Non appliable;NELIOTA 77;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;15,2;15,2;15 ° 12 '  East;-20,6;20 ° 24 '  South;Visible face;South-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2018 10 06 @ 03:59:22.115 UT;R Magnitude = -99,99 +/- -99,99 & I Magnitude = 11,62 +/- 0,49 > Latitude : -20,6 ° +/- 0,5 ° > Longitude : 15,2 ° +/- 0,5 °;Frames R : 0 & Frames I : 1;Suspected Suspected Near Earth Object flash / Maximum duration : 0,033 / Airmass : 1,938;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 78;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2018;Non appliable;NELIOTA 78;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;-53,3;306,7;53 ° 18 '  West;5,5;5 ° 30 '  North;Visible face;North-West;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2018 10 15 @ 18:17:49.314 UT;R Magnitude = 9,61 +/- 0,17 & I Magnitude = 8,84 +/- 0,08 > Latitude : 5,5 ° +/- 0,5 ° > Longitude : -53,3 ° +/- 0,5 °;Frames R : 1 & Frames I : 2;Validated True flash / Maximum duration : 0,066 / Airmass : 2,894;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 79;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2018;Non appliable;NELIOTA 79;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;-39,9;320,1;39 ° 54 '  West;-20,3;20 ° 42 '  South;Visible face;South-West;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2018 11 12 @ 16:09:13.209 UT;R Magnitude = -99,99 +/- -99,99 & I Magnitude = 9,72 +/- 0,11 > Latitude : -20,3 ° +/- 0,5 ° > Longitude : -39,9 ° +/- 0,5 °;Frames R : 0 & Frames I : 1;Suspected Suspected flash / Maximum duration : 0,033 / Airmass : 2,362;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 80;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2018;Non appliable;NELIOTA 80;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;-69,5;290,5;69 ° 30 '  West;14,6;14 ° 36 '  North;Visible face;North-West;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2018 11 12 @ 17:00:02.156 UT;R Magnitude = -99,99 +/- -99,99 & I Magnitude = 8,7 +/- 0,07 > Latitude : 14,6 ° +/- 0,5 ° > Longitude : -69,5 ° +/- 0,5 °;Frames R : 0 & Frames I : 2;Suspected Suspected Near Earth Object flash / Maximum duration : 0,067 / Airmass : 2,672;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 81;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2018;Non appliable;NELIOTA 81;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;-64,1;295,9;64 ° 6 '  West;-11,2;11 ° 48 '  South;Visible face;South-West;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2018 11 14 @ 18:27:31.380 UT;R Magnitude = 9,34 +/- 0,22 & I Magnitude = 9,26 +/- 0,17 > Latitude : -11,2 ° +/- 0,5 ° > Longitude : -64,1 ° +/- 0,5 °;Frames R : 1 & Frames I : 1;Suspected Suspected flash / Maximum duration : 0,033 / Airmass : 2,504;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 82;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2018;Non appliable;NELIOTA 82;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;-50,4;309,6;50 ° 24 '  West;-4,9;4 ° 6 '  South;Visible face;South-West;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2018 12 12 @ 16:20:16.296 UT;R Magnitude = -99,99 +/- -99,99 & I Magnitude = 10,11 +/- 0,19 > Latitude : -4,9 ° +/- 0,5 ° > Longitude : -50,4 ° +/- 0,5 °;Frames R : 0 & Frames I : 1;Suspected Suspected flash / Maximum duration : 0,033 / Airmass : 2,023;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 83;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2018;Non appliable;NELIOTA 83;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;-51,4;308,6;51 ° 24 '  West;4;4 ° 0 '  North;Visible face;North-West;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2018 12 12 @ 17:45:58.713 UT;R Magnitude = -99,99 +/- -99,99 & I Magnitude = 8,94 +/- 0,1 > Latitude : 4 ° +/- 0,5 ° > Longitude : -51,4 ° +/- 0,5 °;Frames R : 0 & Frames I : 1;Suspected Suspected flash / Maximum duration : 0,033 / Airmass : 2,892;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 84;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2019;Non appliable;NELIOTA 84;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;-43,1;316,9;43 ° 6 '  West;-36;36 ° 0 '  South;Visible face;South-West;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2019 02 09 @ 17:29:38.338 UT;R Magnitude = 10,32 +/- 0,28 & I Magnitude = 9,91 +/- 0,14 > Latitude : -36 ° +/- 0,5 ° > Longitude : -43,1 ° +/- 0,5 °;Frames R : 1 & Frames I : 1;Validated Impact Flash / Maximum duration : 0,033 / Airmass : 1,97;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 85;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2019;Non appliable;NELIOTA 85;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;-93,3;266,7;93 ° 18 '  West;-21,6;21 ° 24 '  South;Visible face;South-West;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2019 02 09 @ 18:17:00.009 UT;R Magnitude = 10,39 +/- 0,25 & I Magnitude = 9,82 +/- 0,12 > Latitude : -21,6 ° +/- 0,5 ° > Longitude : -93,3 ° +/- 0,5 °;Frames R : 1 & Frames I : 2;Validated Impact flash / Maximum duration : 0,067 / Airmass : 2,593;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 86;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2019;Non appliable;NELIOTA 86;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;-32,8;327,2;32 ° 48 '  West;-1,2;1 ° 48 '  South;Visible face;South-West;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2019 02 10 @ 19:10:05.599 UT ;R Magnitude = -99,99 +/- -99,99 & I Magnitude = 9,02 +/- 0,14 > Latitude : -1,2 ° +/- 0,5 ° > Longitude : -32,8 ° +/- 0,5 °;Frames R : 0 & Frames I : 1;Suspected Suspected impact flash / Maximum duration : 0,033 / Airmass : 2,461;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
