NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;SUBTYPE;PERIOD;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTH_KM;WIDE_KM;LENGTH_MI;WIDE_MI;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;GENERAL_1;SLOPES;WALLS;FLOOR;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK
NELIOTA 20;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2017;Non appliable;NELIOTA 20;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;47,5;47,5;47 ° 30 '  East;32;32 ° 0 '  North;Visible face;North-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2017 08 16 @ 01:05:46.763 UT;R Magnitude = 10,15 +/- 0,18 & I Magnitude = 9,54 +/- 0,1 > Latitude : 32 ° +/- 0,5 ° > Longitude : 47,5 ° +/- 0,5 °;Frames R : 1 & Frames I : 2;Validated Near Earth Object flash / Maximum duration : 0,066 / Airmass : 1,937;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 21;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2017;Non appliable;NELIOTA 21;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;68,1;68,1;68 ° 6 '  East;6,7;6 ° 42 '  North;Visible face;North-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2017 08 16 @ 02:15:58.813 UT;R Magnitude = 10,69 +/- 0,28 & I Magnitude = 9,11 +/- 0,06 > Latitude : 6,7 ° +/- 0,5 ° > Longitude : 68,1 ° +/- 0,5 °;Frames R : 1 & Frames I : 2;Validated Near Earth Object flash / Maximum duration : 0,066 / Airmass : 1,439;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 22;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2017;Non appliable;NELIOTA 22;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;34,6;34,6;34 ° 36 '  East;-15,6;15 ° 24 '  South;Visible face;South-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2017 08 16 @ 02:41:15.113 UT;R Magnitude = 10,81 +/- 0,3 & I Magnitude = 9,08 +/- 0,06 > Latitude : -15,6 ° +/- 0,5 ° > Longitude : 34,6 ° +/- 0,5 °;Frames R : 1 & Frames I : 2;Validated Near Earth Object Flash / Maximum duration : 0,066 / Airmass : 1,362;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 23;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2017;Non appliable;NELIOTA 23;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;57,8;57,8;57 ° 48 '  East;-25,9;25 ° 6 '  South;Visible face;South-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2017 08 18 @ 02:02:21.417 UT;R Magnitude = 10,46 +/- 0,02 & I Magnitude = 9,03 +/- 0,02 > Latitude : -25,9 ° +/- 0,5 ° > Longitude : 57,8 ° +/- 0,5 °;Frames R : 1 & Frames I : 2;Validated True Near Earth Object Flash / Maximum duration : 0,066 / Airmass : 2,777;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 24;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2017;Non appliable;NELIOTA 24;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;76,8;76,8;76 ° 48 '  East;13,5;13 ° 30 '  North;Visible face;North-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2017 08 18 @ 02:03:08.317 UT;R Magnitude = 10,19 +/- 0,12 & I Magnitude = 8,83 +/- 0,04 > Latitude : 13,5 ° +/- 0,5 ° > Longitude : 76,8 ° +/- 0,5 °;Frames R : 1 & Frames I : 2;Validated True Near Earth Object flash / Maximum duration : 0,066 / Airmass : 2,777;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 25;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2017;Non appliable;NELIOTA 25;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;-21,5;338,5;21 ° 30 '  West;24,6;24 ° 36 '  North;Visible face;North-West;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2017 08 27 @ 17:29:42.997 UT;R Magnitude = -99,99 +/- -99,99 & I Magnitude = 10,25 +/- 0,03 > Latitude : 24,6 ° +/- 0,5 ° > Longitude : -21,5 ° +/- 0,5 °;Frames R : 0 & Frames I : 1;Suspected Suspected Near Earth Object flash / Maximum duration : 0,033 / Airmass : 2,025;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 26;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2017;Non appliable;NELIOTA 26;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;70;70;70 ° 0 '  East;-1,1;1 ° 54 '  South;Visible face;South-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2017 09 14 @ 03:17:49.737 UT;R Magnitude = 9,17 +/- 0,07 & I Magnitude = 8,07 +/- 0,03 > Latitude : -1,1 ° +/- 0,5 ° > Longitude : 70 ° +/- 0,5 °;Frames R : 1 & Frames I : 4;Validated Near Earth Object flash / Maximum duration : 0,099 / Airmass : 1,165;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 27;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2017;Non appliable;NELIOTA 27;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;52,5;52,5;52 ° 30 '  East;24,7;24 ° 42 '  North;Visible face;North-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2017 09 16 @ 02:26:24.933 UT;R Magnitude = 8,52 +/- 0,03 & I Magnitude = 7,04 +/- 0,01 > Latitude : 24,7 ° +/- 0,5 ° > Longitude : 52,5 ° +/- 0,5 °;Frames R : 3 & Frames I : 7;Validated Near Earth Object flash / Maximum duration : 0,231 / Airmass : 2,203;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 28;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2017;Non appliable;NELIOTA 28;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;66,5;66,5;66 ° 30 '  East;-12,5;12 ° 30 '  South;Visible face;South-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2017 10 13 @ 01:54:21.482 UT;R Magnitude = 10,31 +/- 0,24 & I Magnitude = 9,89 +/- 0,12 > Latitude : -12,5 ° +/- 0,5 ° > Longitude : 66,5 ° +/- 0,5 °;Frames R : 1 & Frames I : 3;Validated Near Earth Object flash / Maximum duration : 0,099 / Airmass : 1,263;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 29;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2017;Non appliable;NELIOTA 29;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;72,5;72,5;72 ° 30 '  East;-25,4;25 ° 36 '  South;Visible face;South-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2017 10 13 @ 02:33:43.560 UT;R Magnitude = 10,72 +/- 0,16 & I Magnitude = 9,46 +/- 0,05 > Latitude : -25,4 ° +/- 0,5 ° > Longitude : 72,5 ° +/- 0,5 °;Frames R : 2 & Frames I : 3;Validated Near Earth Object Flash / Maximum duration : 0,099 / Airmass : 2,979;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 30;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2017;Non appliable;NELIOTA 30;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;-33,8;326,2;33 ° 48 '  West;-27,9;27 ° 6 '  South;Visible face;South-West;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2017 10 16 @ 02:46:45.613 UT;R Magnitude = 10,03 +/- 0,25 & I Magnitude = 9,42 +/- 0,12 > Latitude : -27,9 ° +/- 0,5 ° > Longitude : -33,8 ° +/- 0,5 °;Frames R : 1 & Frames I : 1;Validated Near Earth Object Flash / Maximum duration : 0,033 / Airmass : 2,475;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 31;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2017;Non appliable;NELIOTA 31;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;65,2;65,2;65 ° 12 '  East;-17,3;17 ° 42 '  South;Visible face;South-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2017 10 26 @ 17:59:42.646 UT;R Magnitude = 9,28 +/- 0,11 & I Magnitude = 8,37 +/- 0,04 > Latitude : -17,3 ° +/- 0,5 ° > Longitude : 65,2 ° +/- 0,5 °;Frames R : 2 & Frames I : 4;Validated Near Earth Object Flash / Maximum duration : 0,132 / Airmass : 1,424;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 32;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2017;Non appliable;NELIOTA 32;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;64,4;64,4;64 ° 24 '  East;-29,5;29 ° 30 '  South;Visible face;South-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2017 11 14 @ 03:34:14.985 UT;R Magnitude = 10,31 +/- 0,17 & I Magnitude = 9,31 +/- 0,06 > Latitude : -29,5 ° +/- 0,5 ° > Longitude : 64,4 ° +/- 0,5 °;Frames R : 1 & Frames I : 2;Validated Near Earth Object flash / Maximum duration : 0,066 / Airmass : 2,084;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
